,sentiment,okpd_2,name,number,fz,date,preproccessed_name,preproccessed_okpd_2,preproccessed_name_stem,preproccessed_okpd_2_stem
1301,0,62.02.30.000: Услуги по технической поддержке информационных технологий,"Оказание услуг по техническому сопровождению программных продуктов АС «Бюджет», АС «УРМ», ПО «Сервер обмена данными», а также дополнительных программных модулей и функционала к этим программным продуктам",№0871300005723000064,44,22.09.2023,оказание услуг по техническому сопровождению программных продуктов ас бюджет ас урм по сервер обмена данными а также дополнительных программных модулей и функционала к этим программным продуктам, услуги по технической поддержке информационных технологий,оказан услуг техническ сопровожден программн продукт ас бюджет ас урм сервер обм дан такж дополнительн программн модул функциона эт программн продукт,услуг техническ поддержк информацион технолог
1302,0,62.03.11.000: Услуги по управлению сетями,"Оказание услуги по сервисному обслуживанию локальной вычислительной сети, коммуникационного оборудования, программного обеспечения, средств защиты информации",№0144200002423000113,44,20.09.2023,оказание услуги по сервисному обслуживанию локальной вычислительной сети коммуникационного оборудования программного обеспечения средств защиты информации, услуги по управлению сетями,оказан услуг сервисн обслуживан локальн вычислительн сет коммуникацион оборудован программн обеспечен средств защит информац,услуг управлен сет
1303,0,62.01.29.000: Оригиналы программного обеспечения прочие,Поставка программного средства антивирусной защиты,№0848300046123000582,44,22.09.2023,поставка программного средства антивирусной защиты, оригиналы программного обеспечения прочие,поставк программн средств антивирусн защит,оригинал программн обеспечен проч
1304,0,62.01.29.000: Оригиналы программного обеспечения прочие,Передача прав на использование программного обеспечения для нужд Уфимского университета,№0301400002523000064,44,22.09.2023,передача прав на использование программного обеспечения для нужд уфимского университета, оригиналы программного обеспечения прочие,передач прав использован программн обеспечен нужд уфимск университет,оригинал программн обеспечен проч
1305,0,62.02.30.000: Услуги по технической поддержке информационных технологий,Оказание услуг по поддержке и сопровождению комплекса программных продуктов «1С на 4 квартал 2023 года»,№0318300170423000508,44,21.09.2023,оказание услуг по поддержке и сопровождению комплекса программных продуктов с на квартал года, услуги по технической поддержке информационных технологий,оказан услуг поддержк сопровожден комплекс программн продукт кварта год,услуг техническ поддержк информацион технолог
1306,0,62.03.12.130: Услуги по сопровождению компьютерных систем,Оказание услуг по сопровождению программного обеспечения АИС «ИМЦ: Комплексная автоматизация бюджетного учреждения» для Государственного бюджетного учреждения здравоохранения Самарской области «Самарская городская станция скорой медицинской помощи»,№0142200001323020404,44,20.09.2023,оказание услуг по сопровождению программного обеспечения аис имц комплексная автоматизация бюджетного учреждения для государственного бюджетного учреждения здравоохранения самарской области самарская городская станция скорой медицинской помощи, услуги по сопровождению компьютерных систем,оказан услуг сопровожден программн обеспечен аис имц комплексн автоматизац бюджетн учрежден государствен бюджетн учрежден здравоохранен самарск област самарск городск станц скор медицинск помощ,услуг сопровожден компьютерн сист
1307,0,62.03.12.130: Услуги по сопровождению компьютерных систем,Услуги по информационно-техническому сопровождению программного продукта «Ангел: Весогабаритный контроль»,№0128200000123004836,44,21.09.2023,услуги по информационно техническому сопровождению программного продукта ангел весогабаритный контроль, услуги по сопровождению компьютерных систем,услуг информацион техническ сопровожден программн продукт ангел весогабаритн контрол,услуг сопровожден компьютерн сист
1308,0,26.20.16.140: Терминалы ввода/вывода данных; 62.01.29.000: Оригиналы программного обеспечения прочие,Поставка программного комплекса мониторинга и управления пациентопотоком (взрослая регистратура),№0372200075123000107,44,20.09.2023,поставка программного комплекса мониторинга и управления пациентопотоком взрослая регистратура , терминалы ввода вывода данных оригиналы программного обеспечения прочие,поставк программн комплекс мониторинг управлен пациентопоток взросл регистратур,терминал ввод вывод дан оригинал программн обеспечен проч
1309,0,62.03.12.120: Услуги по управлению компьютерными системами дистанционно,Услуги по техническому сопровождению программных и программно-аппаратных комплексов VipNet в защищенной сети передачи данных,№0318200016423000011,44,25.09.2023,услуги по техническому сопровождению программных и программно аппаратных комплексов vipnet в защищенной сети передачи данных, услуги по управлению компьютерными системами дистанционно,услуг техническ сопровожден программн программн аппаратн комплекс vipnet защищен сет передач дан,услуг управлен компьютерн систем дистанцион
1310,0,62.01.29.000: Оригиналы программного обеспечения прочие,Услуги по передачи неисключительных прав на использование (продление) лицензии антивирусного программного обеспечения Kaspersky,№0818500000823006451,44,20.09.2023,услуги по передачи неисключительных прав на использование продление лицензии антивирусного программного обеспечения kaspersky, оригиналы программного обеспечения прочие,услуг передач неисключительн прав использован продлен лиценз антивирусн программн обеспечен kaspersky,оригинал программн обеспечен проч
1311,0,62.02.30.000: Услуги по технической поддержке информационных технологий,Оказание услуг по предоставлению сертификатов активации сервиса совместной технической поддержки средств криптографической защиты информации VipNet,№0859200001123011293,44,20.09.2023,оказание услуг по предоставлению сертификатов активации сервиса совместной технической поддержки средств криптографической защиты информации vipnet, услуги по технической поддержке информационных технологий,оказан услуг предоставлен сертификат активац сервис совместн техническ поддержк средств криптографическ защит информац vipnet,услуг техническ поддержк информацион технолог
1312,0,62.02.30.000: Услуги по технической поддержке информационных технологий,Оказание услуг по техническому сопровождению средств обеспечения информационной безопасности и продлению сертификатов производителя продуктов ViPNet,№0818500000823006470,44,21.09.2023,оказание услуг по техническому сопровождению средств обеспечения информационной безопасности и продлению сертификатов производителя продуктов vipnet, услуги по технической поддержке информационных технологий,оказан услуг техническ сопровожден средств обеспечен информацион безопасн продлен сертификат производител продукт vipnet,услуг техническ поддержк информацион технолог
1313,0,"62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки",Оказание услуг по информационно-техническому сопровождению установленной у Заказчика информационной системы обеспечения градостроительной деятельности города Пятигорска на базе прикладного программного обеспечения UrbaniCS,№0121300035323000208,44,22.09.2023,оказание услуг по информационно техническому сопровождению установленной у заказчика информационной системы обеспечения градостроительной деятельности города пятигорска на базе прикладного программного обеспечения urbanics, услуги по технической поддержке в области информационных технологий прочие не включенные в другие группировки,оказан услуг информацион техническ сопровожден установлен заказчик информацион систем обеспечен градостроительн деятельн город пятигорск баз прикладн программн обеспечен urbanics,услуг техническ поддержк област информацион технолог проч включен друг группировк
1314,0,62.02.30.000: Услуги по технической поддержке информационных технологий,Оказание услуг по системному и техническому обслуживанию информационно-вычислительного комплекса ГБУ «Аналитический центр»,№0173200001423001380,44,06.09.2023,оказание услуг по системному и техническому обслуживанию информационно вычислительного комплекса гбу аналитический центр, услуги по технической поддержке информационных технологий,оказан услуг системн техническ обслуживан информацион вычислительн комплекс гбу аналитическ центр,услуг техническ поддержк информацион технолог
1315,0,62.02.30.000: Услуги по технической поддержке информационных технологий,Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»,№0818500005123000008,44,21.09.2023,оказание услуги по предоставлению сертификата на техническую поддержку программного продукта парус бюджет , услуги по технической поддержке информационных технологий,оказан услуг предоставлен сертификат техническ поддержк программн продукт парус бюджет,услуг техническ поддержк информацион технолог
1316,0,62.02.30.000: Услуги по технической поддержке информационных технологий,"Оказание услуг по дистанционному обновлению, модернизации АИС «Имущество», эксплуатируемого в департаменте имущественных отношений Администрации города Омска (первая очередь) (Реестровый номер 32.1264.23)",№0152300011923001246,44,20.09.2023,оказание услуг по дистанционному обновлению модернизации аис имущество эксплуатируемого в департаменте имущественных отношений администрации города омска первая очередь реестровый номер , услуги по технической поддержке информационных технологий,оказан услуг дистанцион обновлен модернизац аис имуществ эксплуатируем департамент имуществен отношен администрац город омск перв очеред реестров номер,услуг техническ поддержк информацион технолог
1317,0,"62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки","Оказание услуг по техническому обслуживанию программного обеспечения существующей лабораторной информационной системы ""Ариадна"" клинико-диагностической лаборатории",№0816500000623017433,44,21.09.2023,оказание услуг по техническому обслуживанию программного обеспечения существующей лабораторной информационной системы ариадна клинико диагностической лаборатории, услуги по технической поддержке в области информационных технологий прочие не включенные в другие группировки,оказан услуг техническ обслуживан программн обеспечен существ лабораторн информацион систем ариадн клиник диагностическ лаборатор,услуг техническ поддержк област информацион технолог проч включен друг группировк
1318,0,62.03.12.130: Услуги по сопровождению компьютерных систем,"Предоставление абонемента на техническое обслуживание программных продуктов БАРС- Имущество, ранее установленного и адаптируемого в работе ПП у Заказчика",№0356500001423004594,44,21.09.2023,предоставление абонемента на техническое обслуживание программных продуктов барс имущество ранее установленного и адаптируемого в работе пп у заказчика, услуги по сопровождению компьютерных систем,предоставлен абонемент техническ обслуживан программн продукт барс имуществ ран установлен адаптируем работ пп заказчик,услуг сопровожден компьютерн сист
1319,0,"62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки",Оказание услуг по передаче неисключительных прав на программное обеспечение обмена данными между лабораторным оборудованием и медицинской информационной системой «Югра»,№0387200005523000119,44,22.09.2023,оказание услуг по передаче неисключительных прав на программное обеспечение обмена данными между лабораторным оборудованием и медицинской информационной системой югра, услуги по технической поддержке в области информационных технологий прочие не включенные в другие группировки,оказан услуг передач неисключительн прав программн обеспечен обм дан лабораторн оборудован медицинск информацион систем югр,услуг техническ поддержк област информацион технолог проч включен друг группировк
1320,0,62.03.1: Услуги по управлению компьютерным оборудованием,Оказание услуг по расширенному сопровождению и модернизации информационной системы «Единый социальный регистр населения»,№0843500000223005939,44,21.09.2023,оказание услуг по расширенному сопровождению и модернизации информационной системы единый социальный регистр населения, услуги по управлению компьютерным оборудованием,оказан услуг расширен сопровожден модернизац информацион систем един социальн регистр населен,услуг управлен компьютерн оборудован
1321,0,62.03.12.130: Услуги по сопровождению компьютерных систем,"Оказание услуг по сопровождению программного комплекса ""Судебная статистика""",№0851200000623006885,44,20.09.2023,оказание услуг по сопровождению программного комплекса судебная статистика , услуги по сопровождению компьютерных систем,оказан услуг сопровожден программн комплекс судебн статистик,услуг сопровожден компьютерн сист
1322,0,62.02.30.000: Услуги по технической поддержке информационных технологий,"Оказание услуг по клиентскому сопровождению работы комплекса программ (КП) ""Система доходов и расходов по содержанию и эксплуатации домовладения"" и информационной системы (ИС) ""Жилищный фонд"" на 2024 год",№32312800092,223,27.09.2023,оказание услуг по клиентскому сопровождению работы комплекса программ кп система доходов и расходов по содержанию и эксплуатации домовладения и информационной системы ис жилищный фонд на год, услуги по технической поддержке информационных технологий,оказан услуг клиентск сопровожден работ комплекс программ кп систем доход расход содержан эксплуатац домовладен информацион систем ис жилищн фонд год,услуг техническ поддержк информацион технолог
1323,0,"62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки",Оказание услуг по технической поддержке программного обеспечения лабораторной информационной системы Ариадна,№0817200000323015182,44,21.09.2023,оказание услуг по технической поддержке программного обеспечения лабораторной информационной системы ариадна, услуги по технической поддержке в области информационных технологий прочие не включенные в другие группировки,оказан услуг техническ поддержк программн обеспечен лабораторн информацион систем ариадн,услуг техническ поддержк област информацион технолог проч включен друг группировк
1324,0,"62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки","ОКПД2 62.09.20.190 Создание/внедрение и интеграция Единой системы управления нормативно-справочной информацией ПАО «РусГидро» и Единой учетной системы на базе 1С:Предприятие 8.3 для нужд филиала ""Колымская ГЭС имени Фриштера Ю.И."" ПАО ""Колымаэнерго"", лот №0002-ЭКСП ДИТ-2024-КЭ-КГЭС",№32312753304,223,12.09.2023,окпд создание внедрение и интеграция единой системы управления нормативно справочной информацией пао русгидро и единой учетной системы на базе с предприятие для нужд филиала колымская гэс имени фриштера ю и пао колымаэнерго лот № эксп дит кэ кгэс, услуги по технической поддержке в области информационных технологий прочие не включенные в другие группировки,окпд создан внедрен интеграц един систем управлен нормативн справочн информац па русгидр един учетн систем баз предприят нужд филиа колымск гэс имен фриштер ю па колымаэнерг лот № эксп дит кэ кгэс,услуг техническ поддержк област информацион технолог проч включен друг группировк
1325,0,62.09.20.120: Услуги по установке программного обеспечения,Оказание услуг по подключению анализаторов к лабораторной информационной системе «Акросс-Клиническая лаборатория (АКЛ)»,№0826500000923007028,44,21.09.2023,оказание услуг по подключению анализаторов к лабораторной информационной системе акросс клиническая лаборатория акл , услуги по установке программного обеспечения,оказан услуг подключен анализатор лабораторн информацион систем акросс клиническ лаборатор акл,услуг установк программн обеспечен
1326,0,62.02.3: Услуги по технической поддержке информационных технологий,Оказание услуг по предоставлению сертификатов на техническую поддержку и обновления программного обеспечения «Сервер видеоконференций «Vinteo»,№0878500000223000801,44,21.09.2023,оказание услуг по предоставлению сертификатов на техническую поддержку и обновления программного обеспечения сервер видеоконференций vinteo, услуги по технической поддержке информационных технологий,оказан услуг предоставлен сертификат техническ поддержк обновлен программн обеспечен сервер видеоконференц vinteo,услуг техническ поддержк информацион технолог
1327,0,62.03.12.130: Услуги по сопровождению компьютерных систем,ЭА-103 Оказание услуг информационного и технического сопровождения справочной правовой системы «Консультант Плюс»,№0373100134623000457,44,21.09.2023,эа оказание услуг информационного и технического сопровождения справочной правовой системы консультант плюс, услуги по сопровождению компьютерных систем,э оказан услуг информацион техническ сопровожден справочн правов систем консультант плюс,услуг сопровожден компьютерн сист
1328,0,62.02.30.000: Услуги по технической поддержке информационных технологий,Оказание услуг по расширению программного обеспечения голосового диалогового сервиса по части мониторинга диспансерных пациентов по сердечно-сосудистым заболеваниям и сахарному диабету,№0338300007423000214,44,20.09.2023,оказание услуг по расширению программного обеспечения голосового диалогового сервиса по части мониторинга диспансерных пациентов по сердечно сосудистым заболеваниям и сахарному диабету, услуги по технической поддержке информационных технологий,оказан услуг расширен программн обеспечен голосов диалогов сервис част мониторинг диспансерн пациент сердечн сосудист заболеван сахарн диабет,услуг техническ поддержк информацион технолог
1329,0,62.02.30.000: Услуги по технической поддержке информационных технологий,"Оказание услуг по сопровождению ранее установленного электронного периодического справочника с использованием экземпляров Систем КонсультантПлюс, оказываемых на основе специального лицензионного  программного обеспечения, обеспечивающего совместимость информационного сопровождения с имеющимися у заказчика экземплярами Систем КонсультантПлюс",№0373100024323000029,44,21.09.2023,оказание услуг по сопровождению ранее установленного электронного периодического справочника с использованием экземпляров систем консультантплюс оказываемых на основе специального лицензионного программного обеспечения обеспечивающего совместимость информационного сопровождения с имеющимися у заказчика экземплярами систем консультантплюс, услуги по технической поддержке информационных технологий,оказан услуг сопровожден ран установлен электрон периодическ справочник использован экземпляр сист консультантплюс оказыва основ специальн лицензион программн обеспечен обеспечива совместим информацион сопровожден имеющ заказчик экземпляр сист консультантплюс,услуг техническ поддержк информацион технолог
1330,0,"63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки","Оказание услуг по информационно-техническому сопровождению программных продуктов ""1С: Предприятие 8"" для обеспечения нужд ГБУЗ НО «Нижегородское областное бюро судебно-медицинской экспертизы»",№0332200060323000047,44,24.09.2023,оказание услуг по информационно техническому сопровождению программных продуктов с предприятие для обеспечения нужд гбуз но нижегородское областное бюро судебно медицинской экспертизы, услуги информационные автоматизированные компьютерные прочие не включенные в другие группировки,оказан услуг информацион техническ сопровожден программн продукт предприят обеспечен нужд гбуз нижегородск областн бюр судебн медицинск экспертиз,услуг информацион автоматизирова компьютерн проч включен друг группировк
1331,0,"63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки","услуги по сопровождению комплекта справочно-информационной системы ""Гарант""",№0371200005923000001,44,18.09.2023,услуги по сопровождению комплекта справочно информационной системы гарант , услуги информационные автоматизированные компьютерные прочие не включенные в другие группировки,услуг сопровожден комплект справочн информацион систем гарант,услуг информацион автоматизирова компьютерн проч включен друг группировк
1332,0,"62.01.29.000: Оригиналы программного обеспечения прочие; 58.29.21.000: Приложения общие для повышения эффективности бизнеса и приложения для домашнего пользования, отдельно реализуемые","Оказание услуг по предоставлению программного обеспечения для нужд ГКУ СО ""КЦСОН Центрального округа""",№0142200001323020338,44,19.09.2023,оказание услуг по предоставлению программного обеспечения для нужд гку со кцсон центрального округа , оригиналы программного обеспечения прочие приложения общие для повышения эффективности бизнеса и приложения для домашнего пользования отдельно реализуемые,оказан услуг предоставлен программн обеспечен нужд гку кцсон центральн округ,оригинал программн обеспечен проч приложен общ повышен эффективн бизнес приложен домашн пользован отдельн реализуем
1333,0,62.02.30.000: Услуги по технической поддержке информационных технологий,Оказание услуг по техническому обслуживанию программного обеспечения существующей лабораторной информационной системы «Ариадна» лаборатории ГОБУЗ Старорусская ЦРБ,№0850200000423001361,44,19.09.2023,оказание услуг по техническому обслуживанию программного обеспечения существующей лабораторной информационной системы ариадна лаборатории гобуз старорусская црб, услуги по технической поддержке информационных технологий,оказан услуг техническ обслуживан программн обеспечен существ лабораторн информацион систем ариадн лаборатор гобуз старорусск црб,услуг техническ поддержк информацион технолог
1334,0,58.29.11.000: Системы операционные на электронном носителе; 58.29.13.000: Обеспечение программное для администрирования баз данных на электронном носителе; 58.29.12.000: Обеспечение программное сетевое на электронном носителе; 62.01.29.000: Оригиналы программного обеспечения прочие,"Поставка программного обеспечения СУБД “Ред База Данных” Стандартная редакция лицензия без ограничения по количеству ядер сервера, операционной системы “Ред ОС” конфигурация Сервер сертифицированная редакция, системы виртуализации “РЕД Виртуализация” и предоставление неисключительных (пользовательских) прав на их использование.",№0329100024623000231,44,21.09.2023,поставка программного обеспечения субд “ред база данных” стандартная редакция лицензия без ограничения по количеству ядер сервера операционной системы “ред ос” конфигурация сервер сертифицированная редакция системы виртуализации “ред виртуализация” и предоставление неисключительных пользовательских прав на их использование , системы операционные на электронном носителе обеспечение программное для администрирования баз данных на электронном носителе обеспечение программное сетевое на электронном носителе оригиналы программного обеспечения прочие,поставк программн обеспечен субд “ ред баз дан ” стандартн редакц лиценз ограничен количеств ядер сервер операцион систем “ ред ос ” конфигурац сервер сертифицирова редакц систем виртуализац “ ред виртуализац ” предоставлен неисключительн пользовательск прав использован,систем операцион электрон носител обеспечен программн администрирован баз дан электрон носител обеспечен программн сетев электрон носител оригинал программн обеспечен проч
1335,0,62.02.30.000: Услуги по технической поддержке информационных технологий,"Оказание услуг по консультационному и сервисному обслуживанию программных продуктов ""1С:Бухгалтерия государственного учреждения "" и 1С ""Зарплата и кадры государственного учреждения 8"" в 2024 году",№0267100000723000036,44,18.09.2023,оказание услуг по консультационному и сервисному обслуживанию программных продуктов с бухгалтерия государственного учреждения и с зарплата и кадры государственного учреждения в году, услуги по технической поддержке информационных технологий,оказан услуг консультацион сервисн обслуживан программн продукт бухгалтер государствен учрежден зарплат кадр государствен учрежден год,услуг техническ поддержк информацион технолог
1336,0,"62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки","Поставка лицензии на право использования СКЗИ ""КриптоПро CSP"" версии  5.0",№0145300006223000303,44,21.09.2023,поставка лицензии на право использования скзи криптопро csp версии , услуги по технической поддержке в области информационных технологий прочие не включенные в другие группировки,поставк лиценз прав использован скзи криптопр csp верс,услуг техническ поддержк област информацион технолог проч включен друг группировк
1337,0,62.02.30.000: Услуги по технической поддержке информационных технологий,"Услуги в области информационных технологий, информационного сопровождения Справочной Правовой системы Консультант Плюс, установленной у Заказчика",№0818200002523000007,44,14.09.2023,услуги в области информационных технологий информационного сопровождения справочной правовой системы консультант плюс установленной у заказчика, услуги по технической поддержке информационных технологий,услуг област информацион технолог информацион сопровожден справочн правов систем консультант плюс установлен заказчик,услуг техническ поддержк информацион технолог
