,ord_id,ord_no,ord_title
6957,7438,848300048723000477,Оказание услуг по обслуживанию и сопровождению программных продуктов «1С: Бухгалтерия государственного учреждения 8» и «1С: Зарплата и Кадры государственного учреждения 8»
6958,6931,869200000224002016,Услуга по предоставлению на условиях простой (неисключительной) лицензии прав на использование системы мониторинга событий информационной безопасности (SIEM система)
6959,6932,859200001124001810,"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными у заказчика экземплярами Систем КонсультантПлюс (в том числе специальной копией Системы КонсультантПлюс)"
6960,6934,139300013024000100,Оказание услуг по предоставлению на условиях простой (неисключительной) лицензии права на использование программ для ЭВМ и баз данных
6961,6935,372200085224000101,Оказание услуг по передаче неисключительных (пользовательских) прав на программное обеспечение «ДАМАСК» для Санкт-Петербургского государственного бюджетного учреждения здравоохранения «Городская поликлиника № 107» для нужд Санкт-Петербурга в 2024 году
6962,7107,106300009224000002,Оказание услуг по информационно-технологическому сопровождению программных продуктов системы «1С:Предприятие»: ИТС ЦГУ (информационно-технологическое сопровождение для централизованных информационных систем государственных учреждений)
6963,6936,142200001324004060,Оказание услуг по изготовлению и размещению рекламы о туристских возможностях Самарской области на транспорте и объектах транспортной инфраструктуры
6964,6937,817200000324002614,"Оказание услуг по предоставлению лицензий на право использовать компьютерное программное обеспечение, функционирующее в медицинской организации"
6965,6938,257100000124000069,Проведение в 2024 году информационно-разъяснительной кампании среди населения Псковской области посредством размещения информационно-разъяснительных материалов СФР по актуальным темам пенсионного и социального обеспечения в печатном СМИ
6966,6939,155300000524000002,Оказание услуг по публикации информации в печатном издании
6967,6940,108100003024000004,"Сопровождение систем информационного обеспечения деятельности СПС ""Консультант Плюс"" (рег. № в РРПО:212)"
6968,7455,388500000123000007,Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс
6969,6941,152100000424000006,Продление ранее закупленных лицензий ПО Kaspersky Endpoint Security для бизнеса
6970,6942,376200014824000003,Оказание услуг
6971,6943,358200052024000021,Подключение и организация доступа к экземплярам систем Консультант Плюс на 12 месяцев
6972,6944,853500000324001795,оказание услуг по сопровождению государственной информационной системы «Единый личный кабинет Оренбургской области»
6973,6945,815500000524002270,Оказание услуг по публикации нормативных и других документов администрации города Новочебоксарска Чувашской Республики
6974,7764,342300223823000010,
6975,6946,111100008124000009,Поставка государственных знаков почтовый оплаты для нужд ГУФССП России по Республике Татарстан
6976,6947,818500000824001534,"Услуги по распространению информационных материалов в печатном средстве массовой информации в целях осуществления рекламной деятельности, направленной на развитие туристского комплекса Краснодарского края, за исключением рекламной деятельности, предусмотренной пунктом 5.1 государственной программы Краснодарского края «Развитие санаторно-курортного и туристского комплекса»"
6977,6948,851200000624001410,Оказание услуг по продлению не исключительных прав (лицензии) ранее установленного и используемого антивирусного программного обеспечения
6978,6949,373100091324000003,Поставка государственных знаков почтовой оплаты для нужд Федерального казенного учреждения «Главное бюро медико-социальной экспертизы Федерального медико-биологического агентства»
6979,6950,106100001424000007,продление прав использования Программного обеспечения Программного комплекса «Администратор-Д»  (рег. № в РРПО:275 )
6980,6952,173100003524000011,Эксплуатация федеральной государственной автоматизированной информационной системы «Молодежь России»
6981,6953,158300007124000016,"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемых на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными в Администрации города Гуково экземплярами Систем КонсультантПлюс (в том числе специальной копией Системы КонсультантПлюс) для нужд Администрации города Гуково"
6982,6954,190300001224000103,"оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного сервисного программного  обеспечения."
6983,6955,107100006524000006,Продление прав использования ПК Учет и администрирование поступлений в бюджетную систему («Администратор-Д») (рег. № в РРПО: 275)
6984,6956,319100025324000006,Поставка экземпляра(ов) Системы(м) КонсультантПлюс и оказание информационных услуг с использованием экземпляра(ов) Системы(м) КонсультантПлюс
6985,6957,372200037024000005,Оказание услуг по обеспечению подписными изданиями ГБПОУ Некрасовский педколледж №1 в 2024 году.
6986,6958,318200016424000014,Услуги по передаче прав на использование программного обеспечения «Информационная система консолидации отчетности»
6987,6959,346300089524000003,Поставка книг (3)
6988,6960,164200001924000633,Оказание услуг по предоставлению защищенных каналов передачи данных
6989,6961,878500000224000166,Оказание услуг по предоставлению права использования программного обеспечения для автоматизации функций тарифного регулирования на территории Еврейской автономной области в целях эксплуатации  государственных (муниципальных) информационных систем
6990,6962,130600047724000022,"Оказание услуг по сопровождению ранее установленного электронного периодического справочника ""Система ГАРАНТ"""
6991,6963,321300087024000049,"Продление лицензии на доступ к онлайн-сервису по автоматизации процессов сопровождения и разработки документации, регламентирующей защиту информации"
6992,6964,365300044224000063,Поставка учебной литературы в соответствии с техническим заданием Заказчика
6993,7456,373100004323000070,"оказание услуг по настройке электронного документооборота на базе программного обеспечения""1С-БИТРИКС24. Корпоративный портал-250"""
6994,6965,342300090624000049,Эвакуационные знаки пожарной безопасности
6995,6966,817200000324002824,Поставка программных средств криптографической защиты
6996,6967,819100001124000011,Оказание услуг по предоставлению неисключительных прав на использования программного обеспечения (не относящиеся к сфере ИКТ)
6997,6968,120300008824000029,"На оказание услуг по актуализации текстовой информации в экземплярах Систем КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными в Думе Лесозаводского городского округа экземплярами Систем"
6998,6969,346200011524000063,"№63-ЭЗК-КАЛЕНДАРИ: Календари, бумага копировальная"
6999,6970,119200000124003317,ЭА-№-2186/24 ««Право по предоставлению (передаче) неисключительных (пользовательских) прав на продление срока действия существующей лицензии антивирусного программного обеспечения (Kaspersky )»»
7000,6971,352300023024000010,Оказание услуг по предоставлению права использования (на правах простой неисключительной лицензии) базы данных:  Справочная Система «Главная медсестра» (Реестровый номер 2024.019740)
7001,6972,190200000324002850,Оказание услуг по технической поддержке государственной информационной системы «Автоматизированная информационная система оказания мер социальной поддержки гражданам Ямало-Ненецкого автономного округа в улучшении жилищных условий»
7002,6973,372200277324000132,Оказание услуг по передаче неисключительных прав на использование функциональных модулей программного обеспечения медицинской информационной системы «Инфоклиника» в 2024 году
7003,7200,165300013724000006,Оказание услуг по изготовления и размещению информации о деятельности Думы Города Томска в периодических печатных изданиях
7004,6974,818300019924000035,Размещение информации о деятельности администрации Тимашевского городского поселения Тимашевского района в периодическом печатном издании - газете
7005,7108,146100000624000007,"Услуги связи при подготовке, проведении и подведении итогов выборочного обследования сельскохозяйственной деятельности личных подсобных и других индивидуальных хозяйств граждан"
7006,7201,851200000624001148,"Оказание услуг средства массовой информации по подготовке, размещению и распространению на территории города Новосибирска и Новосибирской области на региональной странице (поддомене) или разделе сетевого издания  (электронного периодического издания) в сети Интернет и в общероссийском печатном издании (газете), имеющем региональные полосы или региональное приложение, информационных материалов о деятельности Законодательного Собрания Новосибирской области, депутатов Законодательного Собрания Новосибирской области, о совершенствовании законодательства Новосибирской области, об общественно-политической ситуации и о социально-экономическом развитии Новосибирской области"
7007,7280,888500000224000075,Оказание услуг по технической поддержке автоматизированной информационной системы многофункциональных центров «Феникс»
7008,7436,124300012723000345,"Услуги по информационно-технологическому сопровождению программного обеспечения 1С, в том числе предоставление неисключительных прав использования программного обеспечения"
7009,7437,301300071923000256,"Оказание информационных услуг: консультации по использованию систем ""Парус-Бюджет 8"""
7010,7445,318300554423000386,"Оказание услуг по комплексному обслуживанию программных продуктов системы ""1С: Предприятие"""
7011,7446,301300022123000287,"Оказание услуг, обеспечивающих эффективную эксплуатацию персоналом Заказчика медицинской автоматизированной системы управления скорой и неотложной медицинской помощи Государственной информационной системы в сфере здравоохранения Республики Башкортостан"
7012,7448,372200098123000092,"Оказание услуг по сопровождению программного обеспечения медицинской информационной системы ""qMS"", функционирующего в СПб ГБУЗ «Городская поликлиника № 97» в 2024 году."
7013,9646,321300077123000107,"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у заказчика экземплярами Систем КонсультантПлюс"
7014,9652,859300019623001006,"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у Заказчика экземплярами систем КонсультантПлюс"
7015,9657,162100004023000311,"Предоставление лицензий и сопровождение компьютерных программ (Сопровождение программно-аппаратного комплекса, подключенного к ведомственной сети  министерства здравоохранения Свердловской области (ViPNet -сеть № 1317)"
7016,9737,346200002023000021,"услуги по информационному обслуживанию и сопровождению  информационных банков справочно-правовой системы ""ГАРАНТ"""
7017,7453,176200005523002738,"Услуги по техническому сопровождению простой (неисключительной лицензии на программное обеспечение ""Интеграционный адаптер СМЭВ 3 для информационной системы ТФОМС"""
7018,7454,119200000123023765,ЭА-№-24239/23 «Оказание услуг по передаче неисключительных прав (лицензии) использования базы данных электронной системы «Госфинансы» версия Плюс»
7019,7458,352300034423000080,Оказание услуг по программному сопровождению (технической поддержке) модуля «Интеграция» медицинской информационной системы «Медея» (Реестровый номер 2023.090591)
7020,7459,1449200000123000198,"Услуги по адаптации и сопровождению экземпляров систем Консультант Плюс на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными в НКО «ФКР МО» экземплярами систем Консультант Плюс для нужд НКО «ФКР МО» на 2024 год"
7021,7462,137200001223005893,"Оказание услуг по опубликованию информационных материалов о деятельности Законодательного Собрания Калужской области в печатном средстве массовой информации, распространяемом на территории Барятинского района Калужской области"
7022,7464,816500000623023798,Выполнение работ по разработке интегрированной платформы многоязычной реализации виртуальных ведущих для телевещания
7023,7465,357500000623000057,Услуги по сопровождению установленного Электронного периодического справочника «Система ГАРАНТ»
7024,7466,373100087423000067,Обеспечение функционирования информационной системы «Управление централизованной поддержкой и сопровождением информационно-технологической инфраструктуры и пользователей»
7025,7467,806300011823000281,Оказание услуг по сопровождению ранее установленных экземпляров Информационно-справочной системы «Техэксперт» для нужд МКУ «Служба заказчика» в 2024 году.
7026,7469,330500001123000481,"Оказание услуг по адаптации и сопровождению экземпляров Систем Консультант Плюс на основе специального лицензионного ПО, обеспечивающего совместимость услуг с принадлежащими Заказчику экземплярами Систем КонсультантПлюс"
7027,7470,832500000523000240,Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного сервисного программного обеспечения и поставка дополнительного экземпляра Системы КонсультантПлюс
7028,7472,173100017123000013,Услуги по технической поддержке (информационно-технологическому сопровождению) программного обеспечения для организации электронного архива внутренних документов военных следственных органов Следственного комитета Российской Федерации
7029,7475,321300022323000211,ОКАЗАНИЕ УСЛУГ ПО АДАПТАЦИИ И СОПРОВОЖДЕНИЮ ЭКЗЕМПЛЯРОВ СИСТЕМ КОНСУЛЬТАНТПЛЮС (В ТОМ ЧИСЛЕ СПЕЦИАЛЬНОЙ КОПИЕЙ СИСТЕМЫ КОНСУЛЬТАНТ ПЛЮС)
7030,7476,361200015023007428,"Оказание услуг по сопровождению лабораторной информационной системы ""Акросс-Клиническая Лаборатория"" (АКЛ)"
7031,7481,387200027023000275,"Оказание услуг по разработке, адаптации, модификации и сопровождению программного модуля выгрузки данных из локальной базы учреждения для ГИС «Управление кадрами»"
7032,7477,142200001323030201,"Оказание услуг по сопровождению  прикладного ПО для нужд Государственного бюджетного учреждения здравоохранения Самарской области ""Самарская городская больница № 4"""
7033,7478,862300006923000011,"Оказание услуг по передаче неисключительных прав на использование  программного комплекса «Свод-СМАРТ», модернизации и сопровождения"
7034,7479,145300002123000056,Оказание информационных услуг по обслуживанию ранее установленной справочно-правовой системы КонсультантПлюс
7035,7482,352200011823000149,"Оказание  услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными в учреждении экземплярами Систем КонсультантПлюс (Реестровый номер 2023.085789)"
7036,7486,373100115923000054,Оказание услуг по поддержанию и восстановлению функциональных и пользовательских характеристик информационной системы Управления Роскомнадзора по Центральному федеральному округу
7037,7483,174500001123006737,"на оказание услуг по адаптации и сопровождению экземпляров Системы «Консультант Плюс», оказываемых на основе специального лицензионного программного обеспечения, обеспечивающего совместимость с установленными у заказчика экземплярами Систем Консультант Плюс (включая специальную копию Систем Консультант Плюс)"
7038,7484,134200017323000020,"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс (по судебной практике), на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у Заказчика экземплярами Систем КонсультантПлюс"
7039,7485,845300015023001059,Оказание услуг по адаптации и сопровождению экземпляров систем КонсультантПлюс
7040,7487,801300012223000352,"Право на использование программного обеспечения Kaspersky Endpoint Security для бизнеса - Стандартный, продление подписки на год"
7041,7505,332100025423000038,"Оказание услуг по адаптации и сопровождению экземпляров системы ""КонсультантПлюс"""
7042,7489,339300059823000016,"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у Заказчика экземплярами Систем КонсультантПлюс"
7043,7490,139200000123020601,"Оказание услуг по техническому, методическому и консультативному сопровождению автоматизированной системы «Адресная социальная помощь 2.0» 1 и 2 линия поддержки"
7044,7491,379200000423000258,"Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки"
7045,7492,218100003223000472,Оказание услуг по по адаптации и сопровождению экземпляров систем КонсультантПлюс
7046,7493,319300010123000910,Оказание услуг по сопровождению ПП «Парус-Бюджет»
7047,7494,342100011823000967,"Оказание услуг по поставке модулей обновлений, информационному обслуживанию и модернизации информационных блоков эксплуатируемой в ФГБОУ ВО СамГМУ Минздрава России автоматизированной системы в части автоматизации кадровой деятельности, учета и расчета заработной платы с последующим сопровождением автоматизированных рабочих мест."
7048,7495,362300248223000087,Оказание услуг по контролю данных о работе транспортных средств
7049,7496,372200100223000176,Оказание услуг по информационно-сервисному обслуживанию программного комплекса автоматизированного учета лекарственных средств «1С: Медицина. Больничная Аптека»
7050,7497,817200000323020961,"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными экземплярами Систем КонсультантПлюс"
7051,9658,319300222523000252,"Оказание услуг по сопровождению и модификации программных продуктов на платформе ""1С: Предприятие 8.3"""
7052,7498,317300025023000204,Оказание услуг по сопровождению программных продуктов 1С Предприятие 8  для нужд Администрации ЗАТО Сибирский в 2024 году
7053,7499,351300045523000350,"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными экземплярами Систем КонсультантПлюс (в том числе специальной копией Системы КонсультантПлюс)"
7054,7500,142200001323030814,"Оказание услуг по сопровождению прикладного программного обеспечения для нужд ГБУЗ СО ""Большеглушицкая ЦРБ"""
7055,7501,372200030623000223,"Оказание услуг по сопровождению программного обеспечения ""Популяционный раковый регистр"" для нужд СПб ГБУЗ ""Городская поликлиника №74"" в 2024 году"
7056,7502,375200040223000810,Предоставление продления неисключительных (пользовательских) прав на использование программы для ЭВМ: «Программа когнитивной реабилитации «Нейроника»
7057,7509,329200062223010657,"Оказание услуг по сопровождению (установке, тестированию, консультированию, адаптации и модификации) программ для ЭВМ и баз данных нетиповых (измененных) конфигураций «1С»"
7058,7503,372200014823000091,"Оказание услуг по сопровождению Электронного периодического справочника  (информационного продукта вычислительной техники), содержащего информацию о текущем состоянии законодательства Российской Федерации. в СПб ГБУЗ ""Стоматологическая поликлиника № 29""» в 2024 году."
7059,7504,373100023823000511,2024/244/226 Закупка услуг по развитию МИС Интерин
7060,7506,142200001323030505,"Оказание услуг по администрированию программного обеспечения для нужд государственного бюджетного учреждения здравоохранения Самарской области ""Похвистневская центральная районная больница """
7061,7507,318200051323000074,Оказание услуг по информационному сопровождению и технической поддержке сайта
7062,7508,365200021423000123,Оказание услуг по предоставление неисключительного права использования электронной Базы данных (простая неисключительная лицензия)
7063,7510,375200004523000163,"Оказание услуг по адаптации и сопровождению с использованием экземпляров Систем Консультант Плюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у заказчика экземплярами Систем Консультант Плюс для нужд ГБУЗ РК «Симферопольский клинический родильный дом № 1» в 2024 году."
7064,7511,818500000823009680,Оказание услуг по сервисному обслуживанию и техническому сопровождению комплексной информационной системы ГБУЗ «Клинический онкологический диспансер №1» министерства здравоохранения Краснодарского края в составе лабораторной информационной системы АЛИСА (ЛИС АЛИСА)
7065,7513,318300025523000111,Оказание услуги по сопровождению и технической поддержке установленного программного продукта «Медицинская Информационная Система «Комплекс Программных Средств «Система Автоматизации Медико-Страхового Обслуживания Населения» «САМСОН» в первом полугодии 2024 года.
7066,7514,128200000123007660,"Оказание услуг по сопровождению, технической поддержке и сервисному обслуживанию программных продуктов ""Катарсис"""
7067,7521,253100000223000544,Приобретение( сопровождение) справочно-информационных баз данных ГрандСмета
7068,7515,358300219423000138,"Оказание услуг по защите информации от несанкционированного доступа и иных услуг, а также по передаче прав на использование программного обеспечения ViPNet на условиях простой (неисключительной) лицензии для нужд ГБУ РО «ГБ № 4» в г. Ростове-на-Дону в 2024 году"
7069,7516,152300011923001853,Оказание информационных услуг по абонентскому обслуживанию (пополнение и обновление) с использованием экземпляров Системы КонсультантПлюс (Реестровый номер 52.1847.23)
7070,7518,356500001423006852,ОКАЗАНИЕ УСЛУГ ПО ПРЕДОСТАВЛЕНИЮ НЕИСКЛЮЧИТЕЛЬНЫХ ПРАВ (ЛИЦЕНЗИЙ) НА ПРАВО ИСПОЛЬЗОВАНИЯ ОТЕЧЕСТВЕННОГО ПРОГРАММНОГО ОБЕСПЕЧЕНИЯ
7071,7519,362200065923000202,"Услуги информационные и консультативные, оказываемые на основе специального лицензионного программного обеспечения: услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс, иного программного обеспечения для ГБПОУ «СОМК» и филиалов ГБПОУ «СОМК»"
7072,7520,248100000323000200,Оказание услуг по технической поддержке медицинской информационной системы.
7073,7522,142200001323030276,Оказание услуг по поддержке пользователей информационной системы Самарской области «Кадры медицинских учреждений» для нужд государственного бюджетного учреждения здравоохранения Самарской области «Самарская городская детская больница №2» в первом полугодии 2024 года
7074,7523,134300073523000104,"Оказание услуг по адаптации и сопровождению адаптированных Систем ""Консультант Плюс"" на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными экземплярами Систем ""Консультант Плюс"" в 2024 году"
7075,7524,317300025023000202,Оказание услуг по сопровождению программных продуктов 1С Предприятия 8 для нужд комитета по образованию Администрации ЗАТО Сибирский в 2024 году.
7076,9647,335500001023000101,Оказание услуг по сопровождению регионального сегмента единой федеральной межведомственной системы учета контингента обучающихся по основным образовательным программам и дополнительным общеобразовательным программам Калининградской области
7077,9653,321300052023000178,Оказание  консультационных услуг и технической поддержки пользователей комплексной системы автоматизации медицинского учреждения (КСАМУ) в 2024 году
7078,7525,373100019923000104,"Оказание услуг по предоставлению неисключительных прав на программное обеспечение ""Системы резервного копирования и аварийного восстановления данных"" для нужд ФГБОУ ВО ""МГТУ ""СТАНКИН"""
7079,7526,373200003123000220,"Оказание услуг по системному и техническому обслуживанию программно-технического комплекса ГКУ г. Москвы ""Дирекция Мосприроды"""
7080,7527,318300553723000126,"Оказание услуг по техническому сопровождению программных продуктов «АС «Бюджет», АС «УРМ», ПО «Сервер обмена данными», а также дополнительных программных модулей и функциональных возможностей к этим программным продуктам"
7081,7528,302300047923000047,"услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными в Муниципальном казенном учреждении «Хозяйственно-транспортный отдел Администрации муниципального образования «Курумканский район» экземплярами Систем КонсультантПлюс для нужд Муниципального казенного учреждения «Хозяйственно-транспортный отдел Администрации муниципального образования «Курумканский район»"
7082,7544,173200001423002186,"Оказание услуг сервисной поддержке автоматизированной информационной системы ""Московский скоростной диаметр"" в течение 730 календарных дней"
7083,7529,301300021723000071,"Оказание услуг, обеспечивающих эффективную эксплуатацию персоналом Заказчика Государственной информационной системы в сфере здравоохранения Республики Башкортостан, используемой в ГБУЗ РБ Поликлиника № 50 г. Уфа"
7084,7530,891200000623012073,"Оказание услуг по сопровождению Электронного периодического справочника «Система ГАРАНТ» (информационного продукта вычислительной техники) (далее - ЭПС «Система ГАРАНТ»), содержащего информацию о текущем состоянии законодательства Российской Федерации, путем предоставления формируемых Исполнителем текущих версий комплекта ЭПС «Система ГАРАНТ» (00012735-ЭА)"
7085,7531,118300013323002029,Оказание услуг по сопровождению ЭПС Система ГАРАНТ
7086,7532,173100010423000019,Сопровождение комплекса программных средств системы электронного документооборота
