Закупки по,Реестровый номер закупки,"Способ определения поставщика (подрядчика, исполнителя), подрядной организации (размещения закупки)",Наименование закупки,Предмет электронного аукциона (только для ПП РФ 615),Идентификационный код закупки,Номер лота,Наименование лота,Начальная (максимальная) цена контракта,Валюта,Начальная (максимальная) цена в валюте контракта,Валюта контракта,Классификация по ОКДП,Классификация по ОКПД,Классификация по ОКПД2,Код позиции,Наименование Заказчика,"Организация, осуществляющая размещение ",Дата размещения,Дата обновления,Этап закупки,Особенности размещения заказа\ Преимущества (44-ФЗ),Дата начала подачи заявок,Дата окончания подачи заявок,Дата проведения электронного аукциона
223-ФЗ,№31908153453,Прочие,ДОГОВОРА ВОЗМЕЗДНОГО ОКАЗАНИЯ УСЛУГ ПО ПРЕДОСТАВЛЕНИЮ ДОСТУПА К ТЕХНИЧЕСКОЙ ПОДДЕРЖКЕ ПРОГРАММНОГО ОБЕСПЕЧЕНИЯ ПРОИЗВОДСТВА CHECK POINT SOFTWARE TECHNOLOGIES LTD,,,1.0,Поддержка для ПО Check Point ,10000000.0,RUB,,,,,63: Услуги в области информационных технологий,63: Услуги в области информационных технологий,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЗДУШНЫЕ ВОРОТА СЕВЕРНОЙ СТОЛИЦЫ""",,31.07.2019,31.07.2019,Работа комиссии,,31.07.2019,12.08.2019,
223-ФЗ,№31908136780,Прочие,Приобретение прав использования программного обеспечения Zlock в интересах Макрорегиона «Северо-Запад» ПАО «Ростелеком»,,,1.0,Приобретение прав использования программного обеспечения Zlock в интересах Макрорегиона «Северо-Запад» ПАО «Ростелеком»,5894047.6,RUB,,,,,"62.03.12.190: Услуги по управлению компьютерными системами прочие, не включенные в другие группировки","62.03.12.190: Услуги по управлению компьютерными системами прочие, не включенные в другие группировки","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСТЕЛЕКОМ""",,25.07.2019,25.07.2019,Работа комиссии,,25.07.2019,09.08.2019,
223-ФЗ,№31908118300,Прочие,1706-2019-00717. Оказание услуг по технической поддержке ПО FloMASTER для нужд ОКБ,,,1.0,1706-2019-00717. Оказание услуг по технической поддержке ПО FloMASTER для нужд ОКБ,4211511.93,RUB,,,,,62.02.30: Услуги по технической поддержке информационных технологий,62.02.30: Услуги по технической поддержке информационных технологий,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОДК-УФИМСКОЕ МОТОРОСТРОИТЕЛЬНОЕ ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ""",,19.07.2019,24.07.2019,Работа комиссии,,19.07.2019,31.07.2019,
223-ФЗ,№31908106669,Прочие,Предоставление права использования новых версий (сублицензии) и оказании услуг по сопровождению (технической поддержке) программы для ЭВМ «DLP-система «Контур информационной безопасности СёрчИнформ»,,,1.0,Предоставление права использования новых версий программ для ЭВМ (сублицензии) и оказании услугпо сопровождению (технической поддержке),629999.0,RUB,,,,,62.09: Услуги в области информационных технологий прочие и компьютерные услуги,62.09: Услуги в области информационных технологий прочие и компьютерные услуги,ИРКУТСКОЕ ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ЭНЕРГЕТИКИ И ЭЛЕКТРИФИКАЦИИ,,17.07.2019,22.07.2019,Работа комиссии,,17.07.2019,30.07.2019,
223-ФЗ,№31908114605,Прочие,"Обновление антивирусного программного обеспечения (Kaspersky Endpoint Security для бизнеса – Стандартный, 250-499 устройств, 1 год, продление, для коммерческих организаций)",,,1.0,"Обновление антивирусного программного обеспечения (Kaspersky Endpoint Security для бизнеса – Стандартный, 250-499 устройств, 1 год, продление, для коммерческих организаций)",322793.0,RUB,,,,,62.02.30: Услуги по технической поддержке информационных технологий,62.02.30: Услуги по технической поддержке информационных технологий,"Общество с ограниченной ответственностью ""Волго-Уральский научно-исследовательский и проектный институт нефти и газа""",,19.07.2019,22.07.2019,Работа комиссии,,19.07.2019,08.08.2019,
223-ФЗ,№31908113512,"Закупка у единственного поставщика (подрядчика, исполнителя)",услуги по выпуску сертификата ключа подписи,,,1.0,услуги по выпуску сертификата ключа подписи,2500.0,RUB,,,,,"62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки","62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки","МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ДЕТСКОГО ОТДЫХА ""ПЕРЕМЕНА""",,18.07.2019,18.07.2019,Работа комиссии,,18.07.2019,,
223-ФЗ,№31908106226,Прочие,выполнение работ по техническому сопровождению бесперебойного функционирования серверного и сетевого оборудования,,,1.0,Выполнение работ по техническому сопровождению бесперебойного функционирования серверного и сетевого оборудования,495000.0,RUB,,,,,"62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки","62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки","МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОД НОРИЛЬСК ""ТОРГОВО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""ТОРГСЕРВИС""",,17.07.2019,17.07.2019,Работа комиссии,,17.07.2019,23.07.2019,
223-ФЗ,№31908094384,"Запрос котировок в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства",Оказание услуг по лицензионному обслуживанию комплексной системы автоматизации финансово-хозяйственной деятельности на базе программного продукта «ПАРУС-Предприятие 8»  ,,,1.0,Оказание услуг по лицензионному обслуживанию комплексной системы автоматизации финансово-хозяйственной деятельности на базе программного продукта «ПАРУС-Предприятие 8»,543580.0,RUB,,,,,62.02.30.000: Услуги по технической поддержке информационных технологий,62.02.30.000: Услуги по технической поддержке информационных технологий,"Муниципальное унитарное предприятие Великого Новгорода ""Новгородский водоканал""",,12.07.2019,17.07.2019,Работа комиссии,,12.07.2019,23.07.2019,
223-ФЗ,№31908090444,Прочие,Запрос котировок в электронной форме № ЗКЭФ106_2/19-ГО на право заключения                     договора на оказание услуг по технической поддержке информационной системы «База                     данных «Недобросовестные клиенты» АО «Россельхозбанк».,,,1.0,Оказание услуг по технической поддержке информационной                                 системы «База данных «Недобросовестные клиенты» АО                                 «Россельхозбанк»,5882712.0,RUB,,,,,62.02.30: Услуги по технической поддержке информационных технологий,62.02.30: Услуги по технической поддержке информационных технологий,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЙ СЕЛЬСКОХОЗЯЙСТВЕННЫЙ БАНК""",,11.07.2019,11.07.2019,Работа комиссии,,11.07.2019,22.07.2019,
223-ФЗ,№31908089491,"Закупка у единственного поставщика (подрядчика, исполнителя)",Предоставление права на использование - простую (неисключительную) лицензию - программ для ЭВМ и баз данных 1С ,,,1.0,Предоставление права на использование - простую (неисключительную) лицензию - программ для ЭВМ и баз данных 1С,48600.0,RUB,,,,,63: Услуги в области информационных технологий,63: Услуги в области информационных технологий,"МУНИЦИПАЛЬНОЕ ПРЕДПРИЯТИЕ ""ЛАДОЖСКИЙ ВОДОВОД"" ВСЕВОЛОЖСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛАСТИ",,11.07.2019,11.07.2019,Работа комиссии,,11.07.2019,,
223-ФЗ,№31908074362,Прочие,оказание информационных услуг с использованием экземпляра(ов) Системы КонсультантПлюс ,,,1.0,Оказание услуг по сопровождению СПС Консультант Плюс,315700.0,RUB,,,,,62.02.30.000: Услуги по технической поддержке информационных технологий,62.02.30.000: Услуги по технической поддержке информационных технологий,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАРОДНЫЙ БАНК ТУВЫ""",,08.07.2019,08.07.2019,Работа комиссии,,08.07.2019,20.03.2019,
223-ФЗ,№31908075304,Прочие,Оказание услуг по созданию системы стандартизации в области нормативного обеспечения информационной безопасности ПАО «ФСК ЕЭС» (СНО ИБ),,,1.0,Оказание услуг по созданию системы стандартизации в области нормативного обеспечения информационной безопасности ПАО «ФСК ЕЭС» (СНО ИБ),9980822.94,RUB,,,,,63: Услуги в области информационных технологий,63: Услуги в области информационных технологий,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФЕДЕРАЛЬНАЯ СЕТЕВАЯ КОМПАНИЯ ЕДИНОЙ ЭНЕРГЕТИЧЕСКОЙ СИСТЕМЫ""",,08.07.2019,08.07.2019,Работа комиссии,,08.07.2019,24.07.2019,
223-ФЗ,№31908049888,Прочие,"Оказание услуг по постгарантийному обслуживанию транзакционных терминалов самообслуживания и разовые услуги по установке ККТ и настройке ТТС для нужд Северного филиала АО ""ФПК""  ",,,1.0,"Оказание услуг по постгарантийному обслуживанию транзакционных терминалов самообслуживания и разовые услуги по установке ККТ и настройке ТТС для нужд Северного филиала АО ""ФПК""",520200.0,RUB,,,,,62.09.10: Услуги по установке компьютеров и периферийного оборудования,62.09.10: Услуги по установке компьютеров и периферийного оборудования,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФЕДЕРАЛЬНАЯ ПАССАЖИРСКАЯ КОМПАНИЯ""",,28.06.2019,28.06.2019,Работа комиссии,,28.06.2019,08.07.2019,
223-ФЗ,№31907919292,Прочие,Поставка и внедрение системы управления контентом для проекта «Создание системы корпоративного телевидения на предприятиях En+ Group»,,,1.0,поставки и внедрения системы управления контентом для проекта «Создание системы корпоративного телевидения на предприятиях En+ Group».,5000000.0,RUB,,,,,"62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки","62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки",ИРКУТСКОЕ ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ЭНЕРГЕТИКИ И ЭЛЕКТРИФИКАЦИИ,,28.05.2019,27.06.2019,Работа комиссии,,28.05.2019,03.07.2019,
223-ФЗ,№31908025267,"Аукцион в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства",Право заключения договора на Предоставление права пользования и оказание услуг технической поддержки ПО Ansys (лот 346ИТ/А-019),,,1.0,Право заключения договора на Предоставление права пользования и оказание услуг технической поддержки ПО Ansys (лот 346ИТ/А-019),78909050.78,RUB,,,,,"62.01.29.000: Оригиналы программного обеспечения прочие; 62.09.2: Услуги в области информационных технологий и компьютерные услуги прочие, не включенные в другие группировки","62.01.29.000: Оригиналы программного обеспечения прочие; 62.09.2: Услуги в области информационных технологий и компьютерные услуги прочие, не включенные в другие группировки","АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И ПРОЕКТНО-КОНСТРУКТОРСКИЙ ИНСТИТУТ ЭНЕРГЕТИЧЕСКИХ ТЕХНОЛОГИЙ ""АТОМПРОЕКТ""",,24.06.2019,24.06.2019,Работа комиссии,,24.06.2019,10.07.2019,
223-ФЗ,№31908023079,"Запрос котировок в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства",Право заключения договора на оказание услуг по техническому обслуживанию копировально-множительной техники ДПИФ АО «Атомэнергопроект» с заменой запасных частей и ресурсных узлов 532Пр/ЗП-019),,,1.0,Право заключения договора на оказание услуг по техническому обслуживанию копировально-множительной техники ДПИФ АО «Атомэнергопроект» с заменой запасных частей и ресурсных узлов,874576.27,RUB,,,,,62.02.30.000: Услуги по технической поддержке информационных технологий,62.02.30.000: Услуги по технической поддержке информационных технологий,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АТОМЭНЕРГОПРОЕКТ""",,24.06.2019,24.06.2019,Работа комиссии,,24.06.2019,01.07.2019,
223-ФЗ,№31908007392,"Запрос котировок в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства","Оказание услуг по сопровождению программного продукта «1С:Предприятие 8.3» в части разработки, тестирования, настройки и сопровождения дополнительного функционала и дополнительных отчетов по поступлениям и выплатам за счет приносящей доход деятельности для нужд филиала ФГБУ «ФКП Росреестра» по Оренбургской области.",,,1.0,"Оказание услуг по сопровождению программного продукта ""1С Предприятие 8 3"" для нужд филиала ФГБУ ""ФКП Росреестра"" по Оренбургской области",155000.0,RUB,,,,,"62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки","62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНАЯ КАДАСТРОВАЯ ПАЛАТА ФЕДЕРАЛЬНОЙ СЛУЖБЫ ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ, КАДАСТРА И КАРТОГРАФИИ""",,19.06.2019,19.06.2019,Работа комиссии,,19.06.2019,27.06.2019,
223-ФЗ,№31908002081,"Конкурс в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства",Право заключения договора на оказание услуг технической поддержки оборудования Violine (503Пр/ОК-019),,,1.0,Право заключения договора на Оказание услуг технической поддержки оборудования Violine,8037056.64,RUB,,,,,62.02.30.000: Услуги по технической поддержке информационных технологий,62.02.30.000: Услуги по технической поддержке информационных технологий,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АТОМЭНЕРГОПРОЕКТ""",,18.06.2019,18.06.2019,Работа комиссии,,18.06.2019,26.06.2019,
223-ФЗ,№31907987332,"Запрос котировок в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства",Оказание услуг комплексного обслуживания информационной структуры для нужд Пятигорского филиала ФГБУ «ВНИИКР»,,,1.0,Оказание услуг комплексного обслуживания информационной структуры для нужд Пятигорского филиала ФГБУ «ВНИИКР»,250000.0,RUB,,,,,"62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки","62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки","Федеральное государственное бюджетное учреждение ""Всероссийский центр карантина растений""",,13.06.2019,13.06.2019,Работа комиссии,,13.06.2019,21.06.2019,
223-ФЗ,№31907985214,Прочие,"Оказание комплекса услуг (работ) для Заказчика по абонентскому информационному, техническому обслуживанию (настройке) бухгалтерских (финансовых) учетных систем 1С Бухгалтерия строительной организации КОРП и 1С Зарплата и управление персоналом ПРОФ, разработке и внедрению автоматизированного комплекса (модуля) управленческого учета (1275558)",,,1.0,"Оказание комплекса услуг (работ) для Заказчика по абонентскому информационному, техническому обслуживанию (настройке) бухгалтерских (финансовых) учетных систем 1С Бухгалтерия строительной организации КОРП и 1С Зарплата и управление персоналом ПРОФ, разработке и внедрению автоматизированного комплекса (модуля) управленческого учета",1128000.0,RUB,,,,,62.03: Услуги по управлению компьютерным оборудованием,62.03: Услуги по управлению компьютерным оборудованием,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ТЕХНИЧЕСКОГО ЗАКАЗЧИКА""",,13.06.2019,13.06.2019,Работа комиссии,,13.06.2019,24.06.2019,
223-ФЗ,№31907970136,Прочие,право заключения договора на оказание комплекса услуг по сопровождению экземпляров информационно-справочной системы «Техэксперт»,,,1.0,право заключения договора на оказание комплекса услуг по сопровождению экземпляров информационно-справочной системы «Техэксперт»,4584680.11,RUB,,,,,63: Услуги в области информационных технологий,63: Услуги в области информационных технологий,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФЕДЕРАЛЬНАЯ СЕТЕВАЯ КОМПАНИЯ ЕДИНОЙ ЭНЕРГЕТИЧЕСКОЙ СИСТЕМЫ""",,07.06.2019,07.06.2019,Работа комиссии,,07.06.2019,20.06.2019,
223-ФЗ,№31907920090,Прочие,Обновление ПО резервного копирования Acronis,,,1.0,Обновление ПО резервного копирования Acronis,219777.0,RUB,,,,,62.02.30: Услуги по технической поддержке информационных технологий,62.02.30: Услуги по технической поддержке информационных технологий,"Общество с ограниченной ответственностью ""Волго-Уральский научно-исследовательский и проектный институт нефти и газа""",,28.05.2019,07.06.2019,Работа комиссии,,28.05.2019,14.06.2019,
223-ФЗ,№31907960312,Прочие,Запрос котировок в электронной форме № ЗКЭФ84/19-ГО на право заключения                     договора на предоставление права использования программного обеспечения Система                     «iDБанк» на условиях простой (неисключительной) лицензии и оказание услуг по                     сопровождению программного обеспечения Система «iDБанк» для нужд АО                     «Россельхозбанк».,,,1.0,Предоставление права использования программного обеспечения                                 Система «iDБанк» на условиях простой (неисключительной) лицензии и                                 оказание услуг по сопровождению программного обеспечения Система                                 «iDБанк» для нужд АО «Россельхозбанк»,2010000.0,RUB,,,,,58.29.5: Услуги по предоставлению лицензий на право использовать компьютерное программное обеспечение; 62.02.30: Услуги по технической поддержке информационных технологий,58.29.5: Услуги по предоставлению лицензий на право использовать компьютерное программное обеспечение; 62.02.30: Услуги по технической поддержке информационных технологий,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЙ СЕЛЬСКОХОЗЯЙСТВЕННЫЙ БАНК""",,05.06.2019,05.06.2019,Работа комиссии,,05.06.2019,17.06.2019,
223-ФЗ,№31907953463,Прочие,Закупка услуг по абонентскому обслуживанию КИС «Флагман»,,,1.0,"Право на абонентское обслуживание программы ""Флагман"" ",326000.0,RUB,,,,,62.02.3: Услуги по технической поддержке информационных технологий,62.02.3: Услуги по технической поддержке информационных технологий,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ""КВАНТ""",,04.06.2019,04.06.2019,Работа комиссии,,04.06.2019,13.06.2019,
223-ФЗ,№31907943628,Прочие,Выбор организации на оказание услуг по технической поддержке оборудования и ПО телефонии,,,1.0,Выбор организации на оказание услуг по технической поддержке оборудования и ПО телефонии,776008.66,RUB,,,,,62.03: Услуги по управлению компьютерным оборудованием,62.03: Услуги по управлению компьютерным оборудованием,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АУКЦИОН""",,31.05.2019,31.05.2019,Работа комиссии,,31.05.2019,07.06.2019,
223-ФЗ,№31907924321,"Запрос предложений в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства",1700-2019-01386 Оказание услуг по развитию систем  «Автоматизация процессов сбора данных и формирования отчетности в интересах подразделений АО «ОДК» 2019г,,,1.0,1700-2019-01386 Оказание услуг по развитию систем  «Автоматизация процессов сбора данных и формирования отчетности в интересах подразделений АО «ОДК» 2019г,8225000.0,RUB,,,,,62.02.30: Услуги по технической поддержке информационных технологий,62.02.30: Услуги по технической поддержке информационных технологий,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОБЪЕДИНЕННАЯ ДВИГАТЕЛЕСТРОИТЕЛЬНАЯ КОРПОРАЦИЯ""",,29.05.2019,29.05.2019,Работа комиссии,,29.05.2019,10.06.2019,
223-ФЗ,№31907913622,Прочие,Приобретение экземпляров программного обеспечения Atlassian,,,1.0,Приобретение экземпляров программного обеспечения Atlassian,80880.0,USD,,,,,62.02.3: Услуги по технической поддержке информационных технологий,62.02.3: Услуги по технической поддержке информационных технологий,"""СЕТЕЛЕМ БАНК"" ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ",,27.05.2019,27.05.2019,Работа комиссии,,27.05.2019,07.06.2019,
223-ФЗ,№31907876848,Прочие,"Техническая поддержка интернет-сайта, обновление базы данных, загрузка материалов",,,1.0,"Техническая поддержка интернет-сайта, обновление базы данных, загрузка материалов",3688000.0,RUB,,,,,62.02.30: Услуги по технической поддержке информационных технологий,62.02.30: Услуги по технической поддержке информационных технологий,"""СЕТЕЛЕМ БАНК"" ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ",,16.05.2019,16.05.2019,Работа комиссии,,16.05.2019,17.05.2019,
223-ФЗ,№31907860782,Прочие,"Запроса котировок в электронной форме на поставку, передачу прав на использование программного продукта БИТ.ФИНАНС:Управленческий учет и внедрение проекта для нужд ООО «РСД»",,,1.0,"Оказание услуг на поставку, передачу прав на использование программного продукта БИТ.ФИНАНС: Управленческий учет и внедрение проекта",1934000.0,RUB,,,,,62: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий,62: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЫНОЧНЫЙ СПЕЦДЕПОЗИТАРИЙ""",,13.05.2019,13.05.2019,Работа комиссии,,13.05.2019,20.05.2019,
223-ФЗ,№31907860771,Прочие,"Запрос котировок в электронной форме на поставку, передачу прав на использование программного продукта 1С: Документооборот 8 КОРП и внедрение проекта для нужд ООО «РСД»",,,1.0,"Оказание услуг на поставку, передачу прав на использование программного продукта 1С: Документооборот 8 КОРП и внедрение проекта",1759200.0,RUB,,,,,62: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий,62: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЫНОЧНЫЙ СПЕЦДЕПОЗИТАРИЙ""",,13.05.2019,13.05.2019,Работа комиссии,,13.05.2019,20.05.2019,
223-ФЗ,№31907834166,"Запрос котировок в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства",Право заключения договора на Поставка технической поддержки СЗИ,,,1.0,Право заключения договора на предоставление права использования лицензионного программного обеспечения средств защиты информации,4595052.43,RUB,,,,,62.02.30.000: Услуги по технической поддержке информационных технологий,62.02.30.000: Услуги по технической поддержке информационных технологий,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АТОМНОЕ И ЭНЕРГЕТИЧЕСКОЕ МАШИНОСТРОЕНИЕ""",,29.04.2019,29.04.2019,Работа комиссии,,29.04.2019,13.05.2019,
223-ФЗ,№31907817219,Прочие,Оказание информационных услуг по сопровождению и обновлению информационно-правовых систем.,,,1.0,Оказание информационных услуг по сопровождению и обновлению информационно-правовых систем.,333600.0,RUB,,,,,62.02.30: Услуги по технической поддержке информационных технологий,62.02.30: Услуги по технической поддержке информационных технологий,"Общество с ограниченной ответственностью ""Волго-Уральский научно-исследовательский и проектный институт нефти и газа""",,25.04.2019,26.04.2019,Работа комиссии,,25.04.2019,15.05.2019,
223-ФЗ,№31907805308,Прочие,"Запрос котировок в электронной форме № 1321/ЗКТЭ-ТИ/19 на право заключения договора выполнения работ по теме: ""Сопровождение Автоматизированной системы управления Центра управления содержанием инфраструктуры (АСУ ЦУСИ)""",,,1.0,"На право заключения договора выполнения работ по теме: ""Сопровождение Автоматизированной системы управления Центра управления содержанием инфраструктуры (АСУ ЦУСИ)""",300000.0,RUB,,,,,"62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки","62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки","ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕ ДОРОГИ""",,23.04.2019,23.04.2019,Работа комиссии,,23.04.2019,06.05.2019,
223-ФЗ,№31907738499,"Аукцион в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства",Оказание услуг по комплексному обслуживанию системы фотовидеофиксации и предпочтовой подготовке отправлений,,,1.0,Оказание услуг по комплексному обслуживанию системы фотовидеофиксации и предпочтовой подготовке отправлений,21787456.0,RUB,,,,,"62.09.20: Услуги в области информационных технологий и компьютерные услуги прочие, не включенные в другие группировки","62.09.20: Услуги в области информационных технологий и компьютерные услуги прочие, не включенные в другие группировки","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСТЕЛЕКОМ""",,05.04.2019,17.04.2019,Работа комиссии,,05.04.2019,15.04.2019,
44-ФЗ,№2076000000119000018,Электронный аукцион,Услуги по технической поддержке информационных технологий,,'194010598100801050100100010006202242',,,123458.16,RUB,,,,,62.02.30.000: Услуги по технической поддержке информационных технологий,62.02.30.000: Услуги по технической поддержке информационных технологий,"НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""АДЫГЕЙСКИЙ РЕСПУБЛИКАНСКИЙ ФОНД КАПИТАЛЬНОГО РЕМОНТА ОБЩЕГО ИМУЩЕСТВА В МНОГОКВАРТИРНЫХ ДОМАХ""","НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""АДЫГЕЙСКИЙ РЕСПУБЛИКАНСКИЙ ФОНД КАПИТАЛЬНОГО РЕМОНТА ОБЩЕГО ИМУЩЕСТВА В МНОГОКВАРТИРНЫХ ДОМАХ""",20.03.2019,29.03.2019,Работа комиссии,,20.03.2019,29.03.2019,
44-ФЗ,№0173300006419000003,Открытый конкурс в электронной форме,Оказание информационных и финансовых услуг для нужд аппарата Совета депутатов МО Таганский,,'193770911134577090100100040056202244',,,295100.0,RUB,,,,,62.02.30.000: Услуги по технической поддержке информационных технологий,62.02.30.000: Услуги по технической поддержке информационных технологий,АППАРАТ СОВЕТА ДЕПУТАТОВ МУНИЦИПАЛЬНОГО ОКРУГА ТАГАНСКИЙ,АППАРАТ СОВЕТА ДЕПУТАТОВ МУНИЦИПАЛЬНОГО ОКРУГА ТАГАНСКИЙ,01.03.2019,26.03.2019,Работа комиссии,,01.03.2019,26.03.2019,
223-ФЗ,№31907668180,"Запрос котировок в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства",Право заключения договора на оказание услуг по техническому обслуживанию копировально-множительной техники ДПИФ АО «Атомэнергопроект» с заменой запасных частей и ресурсных узлов (261Пр/ЗП-019),,,1.0,Право заключения договора на оказание услуг по техническому обслуживанию копировально-множительной техники ДПИФ АО «Атомэнергопроект» с заменой запасных частей и ресурсных узлов,874576.27,RUB,,,,,62.02.30.000: Услуги по технической поддержке информационных технологий,62.02.30.000: Услуги по технической поддержке информационных технологий,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АТОМЭНЕРГОПРОЕКТ""",,21.03.2019,21.03.2019,Работа комиссии,,21.03.2019,28.03.2019,
223-ФЗ,№31907660497,"Запрос котировок в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства","Поставка криптошлюза АПКШ ""Континент""",,,1.0,"Поставка криптошлюза АПКШ ""Континент""",119100.0,RUB,,,,,62.09: Услуги в области информационных технологий прочие и компьютерные услуги,62.09: Услуги в области информационных технологий прочие и компьютерные услуги,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАЛУЖСКИЙ ЭЛЕКТРОМЕХАНИЧЕСКИЙ ЗАВОД""",,20.03.2019,20.03.2019,Работа комиссии,,20.03.2019,28.03.2019,
223-ФЗ,№31907652016,"Запрос котировок в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства",Выбор организации на оказание услуг по сопровождению программного обеспечения,,,1.0,Оказание услуг по сопровождению программного обеспечения,1902800.0,RUB,,,,,62.02.3: Услуги по технической поддержке информационных технологий,62.02.3: Услуги по технической поддержке информационных технологий,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ПРОГРАММ ЛОЯЛЬНОСТИ""",,18.03.2019,18.03.2019,Работа комиссии,,18.03.2019,25.03.2019,
