Закупки по;Реестровый номер закупки;Способ определения поставщика (подрядчика, исполнителя), подрядной организации (размещения закупки);Наименование закупки;Предмет электронного аукциона (только для ПП РФ 615);Идентификационный код закупки;Номер лота;Наименование лота;Начальная (максимальная) цена контракта;Валюта;Начальная (максимальная) цена в валюте контракта;Валюта контракта;Классификация по ОКДП;Классификация по ОКПД;Классификация по ОКПД2;Код позиции;Наименование Заказчика;Организация, осуществляющая размещение ;Дата размещения;Дата обновления;Этап закупки;Особенности размещения заказа\ Преимущества (44-ФЗ);Дата начала подачи заявок;Дата окончания подачи заявок;Дата проведения электронного аукциона
44-ФЗ;№0324300098824000004;Запрос котировок в электронной форме;Оказание информационных услуг с использованием экземпляров Специальных Выпусков Системы КонсультантПлюс;;'243292500566329250100100370016203244';;;985820.00;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ПО ОБЕСПЕЧЕНИЮ ДЕЯТЕЛЬНОСТИ ОРГАНОВ МЕСТНОГО САМОУПРАВЛЕНИЯ""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ПО ОБЕСПЕЧЕНИЮ ДЕЯТЕЛЬНОСТИ ОРГАНОВ МЕСТНОГО САМОУПРАВЛЕНИЯ""";22.01.2024;22.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;22.01.2024;29.01.2024;
223-ФЗ;№32413200940;Закупка у единственного поставщика (подрядчика, исполнителя);Оказание услуг по технической и информационной поддержке веб-сайта;;;1;Оказание услуг по технической и информационной поддержке веб-сайта;480000.00;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ КАЛУЖСКОЙ ОБЛАСТИ ""КАЛУЖСКИЙ ОРДЕНА ТРУДОВОГО КРАСНОГО ЗНАМЕНИ ОБЛАСТНОЙ ДРАМАТИЧЕСКИЙ ТЕАТР""";;22.01.2024;22.01.2024;Закупка завершена;;22.01.2024;;
44-ФЗ;№0380200000124000046;Запрос котировок в электронной форме;"Оказание услуг по адаптации , тестированию и сопровождению программных продуктов ""1С: Предприятие""";;'242190110917119010100100040010000242';;;85000.00;RUB;;;;;62.02.3: Услуги по технической поддержке информационных технологий;62.02.30.000-00000002: Услуги по технической поддержке информационных технологий;"ГОСУДАРСТВЕННОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ ХАКАСИЯ ""УЧРЕЖДЕНИЕ ЦЕНТРАЛИЗОВАННОГО ОБСЛУЖИВАНИЯ МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ ХАКАСИЯ И ПОДВЕДОМСТВЕННЫХ ЕМУ УЧРЕЖДЕНИЙ""";ГОСУДАРСТВЕННЫЙ КОМИТЕТ ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОК РЕСПУБЛИКИ ХАКАСИЯ;22.01.2024;22.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;22.01.2024;29.01.2024;
223-ФЗ;№32413198282;Запрос котировок в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;ПОСТАВКА ЛИЦЕНЗИЙ НА ПРОГРАММНОЕ ОБЕСПЕЧЕНИЕ РАЗРАБОТКИ VR VARWIN EDUCATION;;;1;поставка лицензий на программное обеспечение разработки VR Varwin Education*;552000.00;RUB;;;;;62.01.29.000: Оригиналы программного обеспечения прочие;62.01.29.000: Оригиналы программного обеспечения прочие;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""ПРИМОРСКИЙ КРАЕВОЙ ИНСТИТУТ РАЗВИТИЯ ОБРАЗОВАНИЯ""";;22.01.2024;22.01.2024;Подача заявок;;22.01.2024;27.01.2024;
223-ФЗ;№32413200025;Конкурс в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;"210742_К_Оказание услуг по маркетингу и рекламе для нужд ООО ""БашРТС""";;;1;Оказание услуг по маркетингу и рекламе для ООО «БашРТС»;1350666.67;RUB;;;;;63.11.12.000: Услуги по размещению в информационно-коммуникационной сети Интернет;63.11.12.000: Услуги по размещению в информационно-коммуникационной сети Интернет;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАШКИРСКИЕ РАСПРЕДЕЛИТЕЛЬНЫЕ ТЕПЛОВЫЕ СЕТИ""";;22.01.2024;22.01.2024;Подача заявок;;22.01.2024;31.01.2024;
223-ФЗ;№32413200923;Прочие;Оказание услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс;;;1;Оказание услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс;217195.20;RUB;;;;;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ОРДЕНА ТРУДОВОГО КРАСНОГО ЗНАМЕНИ ИНСТИТУТ НЕФТЕХИМИЧЕСКОГО СИНТЕЗА ИМ. А.В. ТОПЧИЕВА РОССИЙСКОЙ АКАДЕМИИ НАУК;;22.01.2024;22.01.2024;Работа комиссии;;22.01.2024;;
44-ФЗ;№0373100037624000001;Открытый конкурс в электронной форме;Выполнение работ (оказание услуг) по развитию комплексной автоматизированной системы управления вузом;;'241772905090177290100100010016399244';;;15635333.33;RUB;;;;;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""РОССИЙСКАЯ АКАДЕМИЯ НАРОДНОГО ХОЗЯЙСТВА И ГОСУДАРСТВЕННОЙ СЛУЖБЫ ПРИ ПРЕЗИДЕНТЕ РОССИЙСКОЙ ФЕДЕРАЦИИ""";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""РОССИЙСКАЯ АКАДЕМИЯ НАРОДНОГО ХОЗЯЙСТВА И ГОСУДАРСТВЕННОЙ СЛУЖБЫ ПРИ ПРЕЗИДЕНТЕ РОССИЙСКОЙ ФЕДЕРАЦИИ""";12.01.2024;22.01.2024;Подача заявок;;;29.01.2024;
44-ФЗ;№0360300052824000011;Электронный аукцион;"Оказание услуг по сопровождению ранее установленного электронного периодического справочника ""Система Гарант""";;'243644001076264400100100070016202244';;;136885.65;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;АДМИНИСТРАЦИЯ БАЛАШОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА САРАТОВСКОЙ ОБЛАСТИ;АДМИНИСТРАЦИЯ БАЛАШОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА САРАТОВСКОЙ ОБЛАСТИ;22.01.2024;22.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;22.01.2024;30.01.2024;
44-ФЗ;№0352300156624000001;Электронный аукцион;"Оказание услуг по информационно-консультационному обслуживанию программного продукта ""1С: Предприятие"" (Реестровый номер 2024.001295)";;'242551900424655190100100030016203244';;;300000.00;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ОМСКОЙ ОБЛАСТИ ""ЛЮБИНСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""";"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ОМСКОЙ ОБЛАСТИ ""ЛЮБИНСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""";11.01.2024;22.01.2024;Определение поставщика завершено;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;11.01.2024;19.01.2024;
223-ФЗ;№32413200894;Прочие;Оказание услуг по анализу информации Заказчика и выработке правил настройки системы на технологическую схему документооборота (с написанием ЧТЗ);;;1;Оказание услуг по анализу информации Заказчика и выработке правил настройки системы на технологическую схему документооборота (с написанием ЧТЗ) ;288000.00;RUB;;;;;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ"" ГОРОДА  СТАВРОПОЛЯ";;22.01.2024;22.01.2024;Закупка завершена;;22.01.2024;;
44-ФЗ;№0136300000724000001;Электронный аукцион;Услуги по поставке, установке и последующему сопровождению электронной справочно-правовой системы;;'243694901242769490100100130016203244';;;157983.98;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ОРГАНИЗАЦИЯ АДМИНИСТРАТИВНОГО ОБСЛУЖИВАНИЯ"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""КОНАКОВСКИЙ РАЙОН"" ТВЕРСКОЙ ОБЛАСТИ";АДМИНИСТРАЦИЯ КОНАКОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ТВЕРСКОЙ ОБЛАСТИ;22.01.2024;22.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;22.01.2024;30.01.2024;
223-ФЗ;№32413200885;Прочие;выполнение услуг по составлению годовой отчетности;;;1;Оказание услуг по составлению годовой отчетности экологических показателей;249000.00;RUB;;;;;63.99.10.130: Услуги по сбору и обобщению фактов и информации, кроме списков адресатов;63.99.10.130: Услуги по сбору и обобщению фактов и информации, кроме списков адресатов;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ВОРОНЕЖСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ""";;22.01.2024;22.01.2024;Закупка завершена;;22.01.2024;;
223-ФЗ;№32413200390;Прочие;"Оказание услуг по установке и обновлению ПК ""ГРАНД-Смета"" и баз данных";;;1;"Оказание услуг по установке и обновлению ПК ""ГРАНД-Смета"" и баз данных (247314/1)";1471200.00;RUB;;;;;62.02.30: Услуги по технической поддержке информационных технологий;62.02.30: Услуги по технической поддержке информационных технологий;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ ВОЛГА""";;22.01.2024;22.01.2024;Подача заявок;;22.01.2024;31.01.2024;
44-ФЗ;№0318300183924000015;Электронный аукцион;"Оказание услуг по сопровождению программного обеспечения автоматизированной системы оперативного управления диспетчерской службой скорой медицинской помощи (АСОУ ДС СМП) для нужд ГБУЗ ""Темрюкская ЦРБ"" МЗ КК";;'243235200729823520100100290016201244';;;296000.00;RUB;;;;;62.01.12.000: Услуги по проектированию и разработке информационных технологий для сетей и систем;62.01.12.000: Услуги по проектированию и разработке информационных технологий для сетей и систем;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ТЕМРЮКСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ТЕМРЮКСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ";22.01.2024;22.01.2024;Подача заявок;;22.01.2024;30.01.2024;
44-ФЗ;№0372100037424000006;Электронный аукцион;"Техническое сопровождение медицинской информационной системы ""Инфоклиника"" в 2024 году";;'241781304741778130100101360016202244';;;1855339.63;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ИНСТИТУТ МОЗГА ЧЕЛОВЕКА ИМ. Н.П. БЕХТЕРЕВОЙ РОССИЙСКОЙ АКАДЕМИИ НАУК;ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ИНСТИТУТ МОЗГА ЧЕЛОВЕКА ИМ. Н.П. БЕХТЕРЕВОЙ РОССИЙСКОЙ АКАДЕМИИ НАУК;22.01.2024;22.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;22.01.2024;30.01.2024;
44-ФЗ;№0325200000224000001;Запрос котировок в электронной форме;Оказание услуг по эксплуатации средств навигации и предоставление навигационной информации (системы диспетчеризации, мониторинга и позиционирования подвижных объектов);;'242301600731030190100100020016209244';;;58483.37;RUB;;;;;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ АСТРАХАНСКОЙ ОБЛАСТИ ""ОБЛАСТНАЯ ДЕТСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ Н.Н. СИЛИЩЕВОЙ""";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ АСТРАХАНСКОЙ ОБЛАСТИ ""ОБЛАСТНАЯ ДЕТСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ Н.Н. СИЛИЩЕВОЙ""";15.01.2024;22.01.2024;Определение поставщика завершено;;15.01.2024;22.01.2024;
223-ФЗ;№32413200333;Прочие;"Право заключения договора на оказание услуг по техническому сопровождению АПК ""СТЭК-ЭНЕРГО"".";;;1;"7. Оказание услуг по  техническому сопровождению АПК ""СТЭК-ЭНЕРГО"" ";2073600.00;RUB;;;;;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САРАТОВСКОЕ ПРЕДПРИЯТИЕ ГОРОДСКИХ ЭЛЕКТРИЧЕСКИХ СЕТЕЙ""";;22.01.2024;22.01.2024;Закупка завершена;;22.01.2024;22.01.2024;
44-ФЗ;№0136200004124000001;Запрос котировок в электронной форме;Оказание услуг по адаптации и сопровождению справочно-правовой системы «Консультант Плюс»;;'244690501463569500100100140016203242';;;244200.00;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;ИЗБИРАТЕЛЬНАЯ КОМИССИЯ ТВЕРСКОЙ ОБЛАСТИ;ИЗБИРАТЕЛЬНАЯ КОМИССИЯ ТВЕРСКОЙ ОБЛАСТИ;13.01.2024;22.01.2024;Определение поставщика завершено;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;13.01.2024;19.01.2024;
44-ФЗ;№0348100015224000001;Электронный аукцион;Оказание услуг по адаптации и сопровождению информационно справочных систем «Техэксперт»: Базовые нормативные документы. Лаборатория. Охрана труда. Экология. Проф. Промышленная безопасность. Пожарная безопасность;;'241507701819050770100100030036202244';;;283500.00;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ""ГОСУДАРСТВЕННЫЙ НАУЧНЫЙ ЦЕНТР ПРИКЛАДНОЙ МИКРОБИОЛОГИИ И БИОТЕХНОЛОГИИ"" ФЕДЕРАЛЬНОЙ СЛУЖБЫ ПО НАДЗОРУ В СФЕРЕ ЗАЩИТЫ ПРАВ ПОТРЕБИТЕЛЕЙ И БЛАГОПОЛУЧИЯ ЧЕЛОВЕКА";"ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ""ГОСУДАРСТВЕННЫЙ НАУЧНЫЙ ЦЕНТР ПРИКЛАДНОЙ МИКРОБИОЛОГИИ И БИОТЕХНОЛОГИИ"" ФЕДЕРАЛЬНОЙ СЛУЖБЫ ПО НАДЗОРУ В СФЕРЕ ЗАЩИТЫ ПРАВ ПОТРЕБИТЕЛЕЙ И БЛАГОПОЛУЧИЯ ЧЕЛОВЕКА";22.01.2024;22.01.2024;Подача заявок;;22.01.2024;30.01.2024;
44-ФЗ;№0173100008724000003;Электронный аукцион;Оказание услуг по предоставлению доступа к сервисам технической поддержки на программное обеспечение мониторинга событий информационной безопасности государственной информационной системы «Информационно-телекоммуникационная система «Контроль» Счетной палаты Российской Федерации»;;'241770216661077040100100520016209242';;;11232000.00;RUB;;;;;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;СЧЕТНАЯ ПАЛАТА РОССИЙСКОЙ ФЕДЕРАЦИИ;СЧЕТНАЯ ПАЛАТА РОССИЙСКОЙ ФЕДЕРАЦИИ;22.01.2024;22.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;22.01.2024;30.01.2024;
44-ФЗ;№0116300009424000004;Запрос котировок в электронной форме;Оказание услуг по сопровождению Электронного периодического справочника «Система ГАРАНТ», путем предоставления текущих версий комплекта ЭПС «Система ГАРАНТ»;;'243143000778614300100100090010000242';;;210000.00;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ЧУРАПЧИНСКИЙ УЛУС (РАЙОН)"" РЕСПУБЛИКИ САХА (ЯКУТИЯ)";"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ЧУРАПЧИНСКИЙ УЛУС (РАЙОН)"" РЕСПУБЛИКИ САХА (ЯКУТИЯ)";22.01.2024;22.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;22.01.2024;29.01.2024;
223-ФЗ;№32413200764;Запрос котировок в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Оказание услуг по размещению рекламной информации в сети Интернет;;;1;Оказание услуг по размещению рекламной информации в сети Интернет;1530000.00;RUB;;;;;63.11.30.000: Место или время для рекламы в информационно-коммуникационной сети Интернет;63.11.30.000: Место или время для рекламы в информационно-коммуникационной сети Интернет;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДА МОСКВЫ ""БОЛЬШОЙ МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ ЦИРК НА ПРОСПЕКТЕ ВЕРНАДСКОГО""";;22.01.2024;22.01.2024;Подача заявок;;22.01.2024;30.01.2024;
44-ФЗ;№0173100008724000002;Электронный аукцион;Оказание услуг по предоставлению доступа к сервисам технической поддержки на программное обеспечение системы защиты веб-приложений государственной информационной системы «Информационно-телекоммуникационная система «Контроль» Счетной палаты Российской Федерации»;;'241770216661077040100100530016209242';;;6364800.00;RUB;;;;;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;СЧЕТНАЯ ПАЛАТА РОССИЙСКОЙ ФЕДЕРАЦИИ;СЧЕТНАЯ ПАЛАТА РОССИЙСКОЙ ФЕДЕРАЦИИ;22.01.2024;22.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;22.01.2024;30.01.2024;
44-ФЗ;№0173100008724000001;Электронный аукцион;Оказание услуг по предоставлению доступа к сервисам технической поддержки  на программное обеспечение контроля (аудита) защищенности информации государственной информационной системы «Информационно-телекоммуникационная система «Контроль» Счетной палаты Российской Федерации»;;'241770216661077040100100510016209242';;;3730800.00;RUB;;;;;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;СЧЕТНАЯ ПАЛАТА РОССИЙСКОЙ ФЕДЕРАЦИИ;СЧЕТНАЯ ПАЛАТА РОССИЙСКОЙ ФЕДЕРАЦИИ;22.01.2024;22.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;22.01.2024;30.01.2024;
44-ФЗ;№0373200640924000002;Электронный аукцион;Поставка сертификатов на техническую поддержку программного обеспечения;;'242770135608677030100100100010000244';;;15000000.00;RUB;;;;;62.01.29.000: Оригиналы программного обеспечения прочие;62.01.29.000: Оригиналы программного обеспечения прочие;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ИНФОРМАЦИОННЫЙ ГОРОД""";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ИНФОРМАЦИОННЫЙ ГОРОД""";19.01.2024;22.01.2024;Подача заявок;"Участникам, заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%; Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ - 100%";;29.01.2024;
44-ФЗ;№0318200025424000001;Электронный аукцион;Оказание услуги по предоставлению сертификата на техническую поддержку  программного продукта «ПАРУС-Бюджет 8»;;'242230201612023020100100350016202244';;;96540.00;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ КРАСНОДАРСКОГО КРАЯ ""АРМАВИРСКИЙ КОМПЛЕКСНЫЙ ЦЕНТР СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ""";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ КРАСНОДАРСКОГО КРАЯ ""АРМАВИРСКИЙ КОМПЛЕКСНЫЙ ЦЕНТР СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ""";22.01.2024;22.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;22.01.2024;30.01.2024;
44-ФЗ;№0351300097424000001;Запрос котировок в электронной форме;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у заказчика экземплярами Систем КонсультантПлюс.;;'242541610085454160100100030016203244';;;103752.00;RUB;;;;;62.03.1: Услуги по управлению компьютерным оборудованием;62.03.10.000-00000003: Услуги по управлению компьютерным оборудованием;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ НОВОСИБИРСКОЙ ОБЛАСТИ ""УСТЬ-ТАРКСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ НОВОСИБИРСКОЙ ОБЛАСТИ ""УСТЬ-ТАРКСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""";15.01.2024;22.01.2024;Определение поставщика завершено;;15.01.2024;22.01.2024;
44-ФЗ;№0853500000324000001;Запрос котировок в электронной форме;Оказание услуг по сопровождению прикладного программного обеспечения «Автоматизированная информационная система «ИМЦ: ТФОМС», подсистема «Адаптер для взаимодействия с ФЕРЗЛ»»;;'242561003262056100100100140016203244';;;217600.00;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;ТЕРРИТОРИАЛЬНЫЙ ФОНД ОБЯЗАТЕЛЬНОГО МЕДИЦИНСКОГО СТРАХОВАНИЯ ОРЕНБУРГСКОЙ ОБЛАСТИ;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ОРЕНБУРГСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""";15.01.2024;22.01.2024;Определение поставщика завершено;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;15.01.2024;22.01.2024;
44-ФЗ;№0119200000124000108;Электронный аукцион;ЭА-№-335/24 «Оказание услуг по обслуживанию, технической и информационной поддержке программного обеспечения «Государственная информационная система «Енисей-Стройнадзор»»;;'242246007172724660100100560016209246';;;272223.00;RUB;;;;;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;СЛУЖБА СТРОИТЕЛЬНОГО НАДЗОРА И ЖИЛИЩНОГО КОНТРОЛЯ КРАСНОЯРСКОГО КРАЯ;АГЕНТСТВО ГОСУДАРСТВЕННОГО ЗАКАЗА КРАСНОЯРСКОГО КРАЯ;22.01.2024;22.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;22.01.2024;01.02.2024;
