Реестровый номер закупки,Наименование закупки,Классификация по ОКПД2,Дата размещения
№0318200034323000105,Оказание услуги по предоставлению сертификата на техническую поддержку  программного продукта «ПАРУС-Бюджет 8»,62.02.30.000: Услуги по технической поддержке информационных технологий,04.09.2023
№0371200017523000050,"Оказание консультационных услуг по настройке программного обеспечения,  оборудования",62.02.20.190: Услуги консультативные в области компьютерных технологий прочие,01.09.2023
№0368300000123001182,Поставка программных ключей на использование неисключительных лицензионных прав антивирусного программного обеспечения Kaspersky Endpoint Security для бизнеса – расширенный Russian Edition,62.01.29.000: Оригиналы программного обеспечения прочие,31.08.2023
№0318200015923000009,"Оказание услуг по предоставлению сертификата на техническую поддержку программного продукта ""ПАРУС-Бюджет 8""",62.02.30.000: Услуги по технической поддержке информационных технологий,04.09.2023
№0172200002523000434,"Оказание услуг по комплексному обслуживанию и администрированию базовых вычислительных комплексов информационно-вычислительной сети, обеспечивающей функционирование государственных информационных систем Санкт-Петербурга в октябре-декабре 2023 года и январе 2024 года, для государственных нужд Санкт-Петербурга",62.02.30.000: Услуги по технической поддержке информационных технологий,29.08.2023
№32312749977,Сопровождение программных продуктов фирмы 1С,62.03.12.130: Услуги по сопровождению компьютерных систем,11.09.2023
№0318200040223000006,Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»,62.02.30.000: Услуги по технической поддержке информационных технологий,01.09.2023
№0387200001523000182,Оказание услуг по сопровождению программного комплекса медицинской информационной системы «Пациент»,62.03.12.130: Услуги по сопровождению компьютерных систем,31.08.2023
№32312750336,"Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта  ""ПАРУС-Бюджет 8""",62.02.30.000: Услуги по технической поддержке информационных технологий,11.09.2023
№0318200018023000027,Услуги по поставке программного средства антивирусной защиты,62.01.29.000: Оригиналы программного обеспечения прочие,31.08.2023
№0318200018323000056,Услуги по предоставлению сертификата на техническое сопровождение программных комплексов ViPNet Client защищенной сети ViPNet  № 541,62.02.30.000: Услуги по технической поддержке информационных технологий,01.09.2023
№0318200018323000055,Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»,62.02.30.000: Услуги по технической поддержке информационных технологий,01.09.2023
№0318300605723000210,Оказание услуг по эксплуатации и сопровождению медицинской информационной системы,"63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки",29.08.2023
№0320100009023000107,"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными в ФКУЗ ""Санаторий ""Приморье"" МВД России"" экземплярами Систем (в том числе специальной копией Системы КонсультантПлюс) в 2024 – 2025 году",62.03.12.130: Услуги по сопровождению компьютерных систем,31.08.2023
№0318200059523000021,Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»,62.02.30.000: Услуги по технической поддержке информационных технологий,01.09.2023
№0318200021623000018,Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»,62.02.30.000: Услуги по технической поддержке информационных технологий,31.08.2023
№0372200253223000020,Оказание услуг по технической защите и аттестации информационной системы обеспечения мониторинга безопасности СПб ГБУЗ «Детский санаторий «Звездочка»,74.90.20.144: Услуги по обеспечению защиты информации; 58.29.50.000: Услуги по предоставлению лицензий на право использовать компьютерное программное обеспечение; 62.09.20.120: Услуги по установке программного обеспечения,31.08.2023
№32312749019,"Информационные услуги по сопровождению и обновлению ранее установленной информационно-справочной системы ""Техэксперт: базовые нормативные документы""",62.02.30.000: Услуги по технической поддержке информационных технологий,08.09.2023
№0881500000123000006,"Выполнение работ по модернизации и оказание услуг по сопровождению Государственной информационной системы цифровизации спортивной деятельности федеральной территории «Сириус» (Цифровая спортивная платформа федеральной территории «Сириус») ",62.02.30.000: Услуги по технической поддержке информационных технологий,16.08.2023
№32312737020,"Оказание услуг по обновлению версии модуля «БАРС. Здравоохранение-МИС» программы для ЭВМ «БАРС. Здравоохранение» с целью обеспечения возможности информационного взаимодействия с подсистемами Государственной информационной системой Санкт-Петербурга ""Региональный фрагмент единой государственной информационной системы в сфере здравоохранения"", и ее адаптация для нужд ФГБНУ «НИИ АГиР им. Д.О. Отта»",62.03.12.130: Услуги по сопровождению компьютерных систем,05.09.2023
№0114500000823001480,Услуга по доработке и технической поддержке медицинской информационной системы на 2023г.,"62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки",30.08.2023
№0173200001423001322,Оказание услуг связи по номеру 7757 в течение 720 календарных дней,62.03.12.130: Услуги по сопровождению компьютерных систем,29.08.2023
№32312749111,Оказание информационных услуг предоставления доступа по сети Интернет к экземплярам информационно-справочных систем «Техэксперт»,62.03.12.130: Услуги по сопровождению компьютерных систем,08.09.2023
№32312733945,"Информационное сопровождение экземпляров Справочной системы «Консультант Плюс», обеспечивающего совместимость информационных услуг с установленными в Акционерное общество «Сахатранснефтегаз» экземплярами систем «Консультант Плюс»",62.03.12.130: Услуги по сопровождению компьютерных систем,05.09.2023
№0188500000323000012,"Оказание услуг по передаче неисключительных прав на Модуль интеграции с ФНС с установкой и настройкой для информационной системы «Автоматизированная информационная система управления органами гостехнадзора»  ",62.03.12.130: Услуги по сопровождению компьютерных систем,31.08.2023
№32312748512,"Оказания услуг по переходу с конфигурации «1С: Зарплата и управление персоналом ред. 2.5» версии КОРП, на конфигурацию «1С: Зарплата и управление персоналом ред. 3.1» версии КОРП",62.03.12.130: Услуги по сопровождению компьютерных систем,08.09.2023
№32312748919,"Услуги по предоставлению сертификата на техническую поддержку программного продукта ""ПАРУС-Бюджет 8""",62.02.30.000: Услуги по технической поддержке информационных технологий,08.09.2023
№0318300398823000161,Оказание услуг по передаче сертификата на техническое сопровождение средств защиты информации,62.02.30.000: Услуги по технической поддержке информационных технологий,30.08.2023
№0373100115123000009,Оказание  услуг в области информационных технологий (сопровождение и обновление информационных баз данных справочно-правовой системы «Консультант Плюс»),62.03.12.130: Услуги по сопровождению компьютерных систем,28.08.2023
№0851200000623006394,"Оказание услуг по установке, настройке программно-аппаратных комплексов криптографической защиты информации и предоставление сертификатов активации сервиса совместной расширенной технической поддержки криптографических средств защиты информации, входящих в состав защищенной сети Государственного казенного учреждения Новосибирской области «Центр организации дорожного движения»",62.03.12.130: Услуги по сопровождению компьютерных систем,30.08.2023
№0818500000823005995,"Оказание услуг по адаптации и сопровождению электронного периодического справочника (информационного продукта вычислительной техники) для органов исполнительной власти Краснодарского края, содержащего информацию о текущем состоянии законодательства Российской Федерации",62.03.12.130: Услуги по сопровождению компьютерных систем,29.08.2023
№0105500000223001343,выполнение работ по развитию и оказанию услуг по сопровождению и технической поддержке республиканских информационных систем «Комплексная системы предоставления государственных и муниципальных услуг Республики Калмыкия» и «Портал государственных и муниципальных услуг (функций) Республики Калмыкия,62.03.12.130: Услуги по сопровождению компьютерных систем,23.08.2023
№0818500000823005885,"Оказание услуг по сопровождению информационной системы ""Информационная система поддержки оказания государственных и муниципальных услуг для нужд Краснодарского края""",62.02.30.000: Услуги по технической поддержке информационных технологий,22.08.2023
№2072400000623000003,"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными у заказчика экземплярами Систем КонсультантПлюс (в том числе специальной копии Системы) ",62.03.12.130: Услуги по сопровождению компьютерных систем,01.09.2023
№0373200228123000038,электронный аукцион на оказание услуг по техническому обслуживанию и текущему ремонту программно-аппаратного комплекса управления симуляционным центром ГБУ «МЦАиПР»,62.02.30.000: Услуги по технической поддержке информационных технологий,30.08.2023
№0134200000123003611,оказание услуг по обеспечению функционирования (техническому сопровождению) Региональной медицинской информационной системы  Иркутской области,"62.09.2: Услуги в области информационных технологий и компьютерные услуги прочие, не включенные в другие группировки",31.08.2023
№32312748743,Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»,62.02.30.000: Услуги по технической поддержке информационных технологий,08.09.2023
№32312747728,Оказание услуг по разработке  сайта bashapteka.ru,62.02.30.000: Услуги по технической поддержке информационных технологий,08.09.2023
№0843500000223005441,Оказание услуг по расширенному техническому сопровождению центра  управления сетью и основных узлов защищённой сети связи  Департамента финансов Курганской области,62.02.30.000: Услуги по технической поддержке информационных технологий,30.08.2023
№0878500000223000733,"Оказание услуг по техническому сопровождению программного продукта ""Автоматизированная система ""Бюджет""","62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки",30.08.2023
№0172200006123000040,Поставка оригинала программного обеспечения для государственных нужд Санкт-Петербурга,62.01.29.000: Оригиналы программного обеспечения прочие,30.08.2023
№0124300021023000359,"Оказание услуги по сопровождению программного обеспечения ",62.02.30.000: Услуги по технической поддержке информационных технологий,31.08.2023
№0358300446523000074,Оказание услуг по сопровождению прикладного программного обеспечения (программ для ЭВМ) Регионального сегмента единой государственной информационной системы в сфере здравоохранения в Ростовской области (РС ЕГИСЗ),"62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки",31.08.2023
№0373200632323000054,"Поставка программного обеспечения «Среда электронного обучения 3KL», продление неисключительных прав на использование",62.01.29.000: Оригиналы программного обеспечения прочие,31.08.2023
№0301500001123000048,"Выполнение работ по обеспечению функционирования и развития государственной информационной системы обеспечения градостроительной деятельности Республики Башкортостан в части разработки подсистемы подготовки разрешений на ввод в эксплуатацию объекта культурного наследия (памятника истории и культуры) народов Российской Федерации федерального значения, объектов культурного наследия регионального значения и разрешений на строительство в случае, если при проведении работ по сохранению объекта культурного наследия затрагиваются конструктивные и другие характеристики надежности и безопасности такого объекта",62.03.12.130: Услуги по сопровождению компьютерных систем,30.08.2023
№0301500001123000049,"Выполнение работ по обеспечению функционирования и развития государственной информационной системы обеспечения градостроительной деятельности Республики Башкортостан в части разработки подсистемы цифровизации муниципальной услуги «Предоставление сведений, документов и материалов, содержащихся в государственной информационной системе обеспечения градостроительной деятельности Республики Башкортостан»",62.03.12.130: Услуги по сопровождению компьютерных систем,30.08.2023
№0177200000923003153,"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у Заказчика экземплярами Систем КонсультантПлюс (в том числе специальной копией Системы КонсультантПлюс.","63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки",31.08.2023
№32312746273,Оказание услуг по обеспечению функционирования (техническому сопровождению) Региональной медицинской информационной системы Иркутской области,"62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки",08.09.2023
№0329200062223007046,Оказание услуг по предоставлению неисключительных прав пользования антивирусным программным обеспечением,62.01.29.000: Оригиналы программного обеспечения прочие; 58.29.50.000: Услуги по предоставлению лицензий на право использовать компьютерное программное обеспечение,29.08.2023
№32312748023,Оказание услуг по техническому обслуживанию   и сопровождению системы управления очередью «QuickQ»,62.02.30.000: Услуги по технической поддержке информационных технологий,08.09.2023
№32312748022,Выполнение работ по доработке Модуля ПАК САБП «Система электронного согласования договоров»,62.02.30.000: Услуги по технической поддержке информационных технологий,08.09.2023
№0806500000223001146,Оказание услуг по приобретению сертификата технической поддержки для программно-аппаратного комплекса (ПАК) криптографической защиты информации,62.02.30.000: Услуги по технической поддержке информационных технологий,31.08.2023
№32312746090,Услуги по поддержке и доработке сайта,62.02.30.000: Услуги по технической поддержке информационных технологий,08.09.2023
№0162300005323001646,"Оказание услуг по информационно-сервисному обслуживанию АИС ""ЕГПП""",62.01.12.000: Услуги по проектированию и разработке информационных технологий для сетей и систем,25.08.2023
№0317300301923001363,Оказание услуг в области защиты информации,62.02.30.000: Услуги по технической поддержке информационных технологий; 58.29.50.000: Услуги по предоставлению лицензий на право использовать компьютерное программное обеспечение,31.08.2023
№32312747865,Оказание услуг по адаптации и сопровождению системы нормативно-технической документации «ТЕХЭКСПЕРТ»,62.03.12.130: Услуги по сопровождению компьютерных систем,08.09.2023
№0372200001123000069,ОКАЗАНИЕ УСЛУГ ПО НАСТРОЙКЕ ФУНКЦИОНАЛЬНЫХ МЕХАНИЗМОВ ЭКСПЛУАТИРУЕМОГО ПРОГРАММНОГО «МЕДИЦИНСКАЯ ИНФОРМАЦИОННАЯ СИСТЕМА «КОМПЛЕКС ПРОГРАММНЫХ СРЕДСТВ «СИСТЕМА АВТОМАТИЗАЦИИ МЕДИКО-СТРАХОВОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ» «САМСОН» ДЛЯ НУЖД СПБ ГБУЗ «ГОРОДСКАЯ ПОЛИКЛИНИКА №32»,62.03.12.130: Услуги по сопровождению компьютерных систем,01.09.2023
№0317300301923001345,Оказание услуг по передаче неисключительного права на использование программного обеспечения VipNet,62.01.29.000: Оригиналы программного обеспечения прочие,29.08.2023
№0372200057523000185,"Оказание услуг по сопровождению модулей автоматизированной информационной системы АИС WEB «Поликлиника» с предоставлением неисключительных прав пользования, функционирующей в СПб ГБУЗ «ДГП № 71» с октября по декабрь 2023 года",62.03.12.130: Услуги по сопровождению компьютерных систем,28.08.2023
№0317300301923001354,Оказание услуг по передаче неисключительных лицензионных прав на программные средства защиты информации,62.01.29.000: Оригиналы программного обеспечения прочие,30.08.2023
№0318200018023000026,Услуги по техническому сопровождению средств криптографической защиты каналов связи  и предоставлению сертификата технической поддержки производителя,62.03.12.130: Услуги по сопровождению компьютерных систем,31.08.2023
№0340200003323012233,"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными у Заказчика экземплярами Систем КонсультантПлюс (в том числе специальной копией Системы КонсультантПлюс), для обеспечения государственных нужд Кировской области",62.02.30.000: Услуги по технической поддержке информационных технологий,29.08.2023
№0813500000123014075,"зз-31079 - 2023 Оказание услуг по поставке и подготовке к опытно-рабочей эксплуатации (установке, модификации, переносу данных, тестированию, проведению силами сотрудников Заказчика выборочной опытной эксплуатации и переносу остатков) программных продуктов: ""1С: Бухгалтерия государственного учреждения, ред. 2.0"", ""Конфигурация 1С-КАМИН:Зарплата для бюджетных учреждений. Версия 5.5"" и ""1С: Комбинат планового питания», версия 2.0"".",62.01.11.000: Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения; 58.29.50.000: Услуги по предоставлению лицензий на право использовать компьютерное программное обеспечение,01.09.2023
№0306500000323000582,Поставка сертификата на услуги технической поддержки программного комплекса ViPNet Custom защищённой сети № 934,62.02.3: Услуги по технической поддержке информационных технологий,29.08.2023
№0265200000123000011,"Оказание услуг по технической поддержке (сопровождению) автоматизированной информационно-аналитической системы «Центр обработки данных ТФОМС Томской области» ",62.01.11.000: Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения,30.08.2023
№0229200000123000022,Поставка сертификата на предоставление услуг технической поддержки сертифицированного ФСТЭК программного обеспечения системы управления средой виртуализации ROSA Virtualization 25VM,62.02.30.000: Услуги по технической поддержке информационных технологий,29.08.2023
№0179200001923000393,"Оказание услуг по ремонту, обслуживанию и эксплуатации комплексов фото и видеофиксации нарушений правил дорожного движения для обеспечения государственных нужд Карачаево-Черкесской Республики","62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки",23.08.2023
№0848300066123000292,Оказание услуг по сопровождению бухгалтерского программного обеспечения 1С,62.02.30.000: Услуги по технической поддержке информационных технологий,01.09.2023
№0851100001923000165,Оказание услуг по оценке технического состояния объектов основных средств в сфере информационно-коммуникационных технологий для обеспечения государственных нужд Управления Федерального казначейства по Республике Хакасия,62.02.20.120: Услуги по обследованию и экспертизе компьютерных систем,28.08.2023
№0124200000623005917,Оказание услуг по сопровождению программного обеспечения МИС «Ариадна»,"62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки; 58.29.50.000: Услуги по предоставлению лицензий на право использовать компьютерное программное обеспечение",31.08.2023
№0372200270623000040,Оказание услуг по подключению и сопровождению сегмента Единой системы электронного документооборота и делопроизводства исполнительных органов государственной власти Санкт-Петербурга,62.03.12.130: Услуги по сопровождению компьютерных систем,31.08.2023
№0864500000223003906,"Оказание услуг по обслуживанию, сопровождению и адаптации программного продукта ""Парус Бюджет 8""","62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки",30.08.2023
№0878500000223000732,Оказание услуг по техническому сопровождению программного комплекса «Региональная контрактная система»,62.02.3: Услуги по технической поддержке информационных технологий,30.08.2023
№0818500006423000007,Услуги по предоставлению сертификата на оказание услуг по техническому сопровождению программных комплексов ViPNet Client защищенной сети ViPNet № 541,62.02.30.000: Услуги по технической поддержке информационных технологий,29.08.2023
№0122200002523003756,Оказание услуг по сопровождению системы спутникового мониторинга автотранспорта и бортовых контроллеров,"62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки",31.08.2023
№0321100020123000165,Сетевая интернет-версия с неограниченным количеством зарегистрированных пользователей и одновременной работой пяти пользователей 5ОД,"62.03.12.190: Услуги по управлению компьютерными системами прочие, не включенные в другие группировки",29.08.2023
№32312747076,"Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта ""ПАРУС-Бюджет 8""",62.02.30.000: Услуги по технической поддержке информационных технологий,08.09.2023
№0294100000123000024,"Услуги по разработке системы информационного ресурса для информационного сопровождения ЗЛ на всех этапах оказания медицинской помощи ",62.01.11.000: Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения,30.08.2023
№0318200004423000007,Оказание услуг по поставке сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»,62.02.30.000: Услуги по технической поддержке информационных технологий,02.09.2023
№0131200001023009304,"2023-09879 = Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс  на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у Заказчика экземплярами Систем КонсультантПлюс",62.03.12.130: Услуги по сопровождению компьютерных систем,29.08.2023
№0131200001023009303,2023-10039 = Оказание услуг по информационному сопровождению систем «КонсультантПлюс»,62.02.30.000: Услуги по технической поддержке информационных технологий,29.08.2023
№32312745739,Поставка. адаптация и сопровождение экземпляра Систем КонсультантПлюс,62.03.12.130: Услуги по сопровождению компьютерных систем,08.09.2023
№0318200001923000009,Услуги по техническому сопровождению комплекса средств межсетевого экранирования и криптографической защиты ViPNet в защищенной сети передачи данных и предоставление Сертификата активации сервиса совместной технической поддержки производителя,62.02.30.000: Услуги по технической поддержке информационных технологий,30.08.2023
№32312746042,Оказание услуг регулярного сопровождения программных продуктов 1С,62.03.12.130: Услуги по сопровождению компьютерных систем,08.09.2023
№1056500003423000005,Оказание услуг по адаптации и сопровождению справочно-правовой системы КонсультантПлюс.,62.03.12.130: Услуги по сопровождению компьютерных систем,01.09.2023
№0275200000123000069,Услуги по технической поддержке информационных технологий,62.02.30.000: Услуги по технической поддержке информационных технологий,31.08.2023
№0121200000123000018,Информационно-вычислительные услуги по сопровождению бухгалтерских программ,62.03.12.130: Услуги по сопровождению компьютерных систем,31.08.2023
№0373100070923000020,Поставка аттестованного оборудования для информационно-технологической инфраструктуры МИ ФНС России по ЦОД,"58.29.29.000: Обеспечение программное прикладное прочее на электронном носителе; 26.20.15.110: Персональные электронно-вычислительные машины; 26.20.17.110: Мониторы, подключаемые к компьютеру; 26.20.18.120: Устройства периферийные с двумя или более функциями: печать данных, копирование, сканирование, прием и передача факсимильных сообщений, с функциями безопасности информации, обеспеченными встроенными, в том числе криптографическими, средствами защиты; 26.20.22.110: Устройства внешние запоминающие полупроводниковые, сохраняющие информацию при выключении питания (твердотельные накопители информации); 26.30.23.141: Оборудование систем передачи аудио-, видео-информации для цифровой телефонии и конференц-связи (VoIP-телефоны, видеотелефоны, терминалы ВКС (видео-конференц-связь)); 62.01.29.000: Оригиналы программного обеспечения прочие",30.08.2023
№0384200002623000033,Приобретение неисключительных прав на программное обеспечение «Видар-ИнфоРад 3.0» Сопряжение. Протоколы.,62.01.29.000: Оригиналы программного обеспечения прочие,31.08.2023
№0318200006623000006,Оказание услуги по предоставлению сертификата на техническую поддержку  программного продукта «ПАРУС-Бюджет 8»,62.02.30.000: Услуги по технической поддержке информационных технологий,01.09.2023
№0260100000423000048,Оказание услуги по предоставлению права на техническую поддержку СУБД Postgres Pro AC Enterprise для 1C,62.02.30.000: Услуги по технической поддержке информационных технологий,29.08.2023
№0178200000323000016,"Услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у заказчика экземплярами Систем КонсультантПлюс  (в том числе специальной копией Системы КонсультантПлюс)  в 4 квартале 2023 года",62.02.30.000: Услуги по технической поддержке информационных технологий,31.08.2023
№32312746500,Оказание услуг по предоставлению сертификатов активации сервиса совместной технической поддержки и  по передаче на условиях простой (неисключительной) лицензии  прав на использование ViPNet,62.02.30.000: Услуги по технической поддержке информационных технологий; 58.29.50.000: Услуги по предоставлению лицензий на право использовать компьютерное программное обеспечение,08.09.2023
