Реестровый номер закупки;Наименование закупки;Классификация по ОКПД2;Дата размещения
№0175200001724000002;Услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у заказчика экземплярами Систем КонсультантПлюс;62.02.30.000: Услуги по технической поддержке информационных технологий;15.01.2024
№32413208310;Услуги по ежемесячной модификации и сопровождению модифицированных ИСС «Техэксперт: Базовые нормативные документы. Лаборатория».;62.03.12.130: Услуги по сопровождению компьютерных систем;24.01.2024
№0338200010324000001;Оказание услуг по сопровождению Электронного периодического справочника «Система ГАРАНТ» (информационного продукта вычислительной техники);62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;15.01.2024
№0318200050224000001;"Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта ""ПАРУС-Бюджет 8""";62.02.30.000: Услуги по технической поддержке информационных технологий;17.01.2024
№32413208278;Услуги по консультационному обслуживанию программного продукта 1С ;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;24.01.2024
№0319100029924000003;Оказание услуг по подключению информационных систем КонсультантПлюс к интернет-пополнению на основе специального лицензионного программного обеспечения;62.02.10.000: Услуги консультативные по компьютерному оборудованию;15.01.2024
№0318200016424000001;Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;62.02.30.000: Услуги по технической поддержке информационных технологий;17.01.2024
№0318200048324000001;Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;62.02.3: Услуги по технической поддержке информационных технологий;16.01.2024
№0371300001924000001;Оказание услуг по адаптации и информационному сопровождению Справочно Правовой Системы КонсультантПлюс, оказываемые на основе специального лицензионного программного обеспечения, обеспечивающего совместимость информационных услуг с ранее установленными у Заказчика экземплярами Систем КонсультантПлюс;62.02.3: Услуги по технической поддержке информационных технологий;16.01.2024
№32413207317;Право использования программы для ЭВМ «Контур-Зарплата (АМБа)» до 400 ЛС (годовой пакет обновлений);62.03.12.130: Услуги по сопровождению компьютерных систем;24.01.2024
№32413207736;Разработка информационной системы для нужд АО «Облкоммунэнерго»;62.01.11.000: Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения;24.01.2024
№32413208157;Право заключения договора на поставку (предоставление права использования) программных продуктов, сертификатов на техническую поддержку программных продуктов;"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";24.01.2024
№32413207268;Приобретение комплекта электронного периодического справочника «Система ГАРАНТ»;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;24.01.2024
№32413208106;"ИТС ""1С:КП ГУ ПРОФ""";62.01: Продукты программные и услуги по разработке и тестированию программного обеспечения;24.01.2024
№0169300032324000001;Оказание услуг по информационному обслуживанию и обновлению ранее установленной версии программного продукта справочно-правовой системы «Гарант» ;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;16.01.2024
№0372200009724000001;Оказание услуг по сопровождению медицинской информационной системы «Ариадна» с передачей неисключительных прав на обновленные и новые модули для нужд СПб ГБУЗ «Консультативно-диагностический центр для детей» в  2024 году;62.03.12.130: Услуги по сопровождению компьютерных систем;12.01.2024
№0318200044924000001;Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;62.02.30.000: Услуги по технической поддержке информационных технологий;16.01.2024
№32413206645;продление действия лицензий на 50 компьютеров антивирусного программного обеспечения Касперский Endpoint Security для бизнеса – Стандартный Russian Edition;62.01.29.000: Оригиналы программного обеспечения прочие;24.01.2024
№0318200035224000001;Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;62.02.30.000: Услуги по технической поддержке информационных технологий;16.01.2024
№0818300021524000001;Услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемая на основе специального лицензионного программного обеспечения, обеспечивающая совместимость услуг с ранее установленными экземплярами Систем Консультант-Плюс;62.03.12.130: Услуги по сопровождению компьютерных систем;15.01.2024
№32413207921;Выполнение работ по переводу Центра сбора, обработки и хранения информации интеллектуальной системы учета электроэнергии на платформе программного комплекса «Энергосфера» на российское программное обеспечение;62.02.30.000: Услуги по технической поддержке информационных технологий;24.01.2024
№0301300275424000017;"Оказание услуг на поставку программного обеспечения для аппаратно-программного комплекса АРМ ""Орион Про""";62.01.29.000: Оригиналы программного обеспечения прочие;16.01.2024
№32413207089;"Оказание услуг по сопровождению программы ""1С: Предприятие"" для нужд Стерлитамакского филиала Уфимского университета";62.01.11.000: Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения;24.01.2024
№32413207810;Оказание услуг по размещению рекламных и информационных материалов в СМИ на территории Псковской области;63.91.11.000: Услуги информационных агентств, предоставляемые газетам и периодическим изданиям;24.01.2024
№32413207782;Сопровождение существующего и разработка нового программного кода web-сайтов Заказчика с использованием языков программирования;62.01.12.000: Услуги по проектированию и разработке информационных технологий для сетей и систем;24.01.2024
№0818500005524000001;Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;62.02.30.000: Услуги по технической поддержке информационных технологий;16.01.2024
№32413207780;Передача Абонемента на предоставление доступа по сети Интернет к экземплярам информационно-справочных систем «Техэксперт;62.02.30.000: Услуги по технической поддержке информационных технологий;24.01.2024
№0311400002624000003;"Прочая закупка товаров, работ и услуг (оказание информационных услуг по сопровождению имеющейся справочной правовой системы ""Система ГАРАНТ"")";62.03.12.130: Услуги по сопровождению компьютерных систем;15.01.2024
№0318200022924000001;Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;62.02.30.000: Услуги по технической поддержке информационных технологий;16.01.2024
№32413204329;Оказание услуг по методическому сопровождению и технической поддержке развития и функционирования целевой модели дополнительного образования детей в Ивановской области в рамках функционирования регионального модельного центра дополнительного образования детей;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;23.01.2024
№0869200000224000059;Оказание  услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс, на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными у Заказчика экземплярами Систем КонсультантПлюс.;62.02.30.000: Услуги по технической поддержке информационных технологий;17.01.2024
№32413207031;Оказание информационных услуг ;63.99.10: Услуги информационные прочие, не включенные в другие группировки;24.01.2024
№32413207641;"Оказание услуг по ИТС сопровождению программ 1С для нужд Мартыновского филиала ФГБУ ""Управление"" Ростовмелиоводхоз";62.02.30.000: Услуги по технической поддержке информационных технологий;24.01.2024
№32413206766;Предоставление прав использования и техническую поддержку программного комплекса электронного документооборота «СЭДО» и сертификата технической поддержки данного программного продукта в течении 12 месяцев, для нужд АО «Россети Сибирь Тываэнерго» № 24.1-11/4.1-0012 ;62.01.29: Оригиналы программного обеспечения прочие;24.01.2024
№0888500000224000003;Оказание услуг по сопровождению, технической поддержке и сервисному обслуживанию Программных продуктов «Катарсис»;62.03.12.130: Услуги по сопровождению компьютерных систем;16.01.2024
№32413207554;"Услуги по информационно-технологическому сопровождению ""1С:КП Медицина""";62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;24.01.2024
№32413206957;Обслуживание программного продукта 1С:Бухгалтерия гос.учреждения, 1С: Зарплата и кадры гос.учреждения;62.03.12.130: Услуги по сопровождению компьютерных систем;24.01.2024
№32413206951;Оказание услуг по сопровождению программного обеспечения ОЛИМПОКС;63.11.12: Услуги по размещению в информационно-коммуникационной сети Интернет;24.01.2024
№0372200127524000004;Оказание услуг по сопровождению программного комплекса «Управление иммунизацией» для Санкт-Петербургского государственного бюджетного учреждения здравоохранения «Городская поликлиника № 54»;62.01.29.000: Оригиналы программного обеспечения прочие;16.01.2024
№0352300018524000001;"Оказание услуг по программному сопровождению (технической поддержке) Медицинской информационной системы ""Медея"", ""Родовые сертификаты"" и средства автоматизации учета ""Прививки"" (Реестровый номер 2024.001820)";62.02.30.000: Услуги по технической поддержке информационных технологий;15.01.2024
№0188300001724000002;на оказание услуг по техническому обслуживанию офисных машин и вычислительной техники;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;16.01.2024
№0318200035524000001;Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;62.02.30.000: Услуги по технической поддержке информационных технологий;16.01.2024
№0169300024824000005;"Оказание услуг по сопровождению Электронного периодического справочника ""Система ГАРАНТ"" для нужд финансового управления администрации Красноармейского муниципального района ";62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;17.01.2024
№0321200010424000001;оказание информационно-технологического сопровождения уровня 1C:КП МЕДИЦИНА;62.02.30.000: Услуги по технической поддержке информационных технологий;15.01.2024
№0318200028924000001;Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;62.02.30.000: Услуги по технической поддержке информационных технологий;17.01.2024
№0160300001624000001;"Оказание услуг по обновлению программных модулей ""Многобюджетность"", ""Выгрузка информации на ЕПБС"" и ПО ""Сервер обмена данными""для организации схемы исполнения бюджета в 2024 году";62.02.30.000: Услуги по технической поддержке информационных технологий;15.01.2024
№0301300001624000004;Услуги в области информационных технологий и компьютерные услуги прочие, не включенные в другие группировки;62.09.2: Услуги в области информационных технологий и компьютерные услуги прочие, не включенные в другие группировки;15.01.2024
№0139200000124000002;Предоставление cертификата технической поддержки системы хранения данных;62.02.30.000: Услуги по технической поддержке информационных технологий;12.01.2024
№0318200040124000001;"Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта ""Парус-Бюджет 8""";62.02.30.000: Услуги по технической поддержке информационных технологий;15.01.2024
№32413206570;Техническая поддержка сайта;63.12.10.000: Содержание порталов в информационно-коммуникационной сети Интернет;23.01.2024
№32413206550;Оказание услуг по подготовке и размещению информационно-аналитических материалов об общественно-политическом, социально-экономическом и культурном развитии Вологодской области, деятельности органов исполнительной государственной власти Вологодской области в периодическом печатном издании, распространяемом на территории Шекснинского муниципального района Вологодской области;63.99.10: Услуги информационные прочие, не включенные в другие группировки;23.01.2024
№32413206547;Оказание услуг по подготовке и размещению информационно-аналитических материалов об общественно-политическом, социально-экономическом и культурном развитии Вологодской области, деятельности органов исполнительной государственной власти Вологодской области в периодическом печатном издании, распространяемом на территории Череповецкого муниципального района Вологодской области;63.99.10: Услуги информационные прочие, не включенные в другие группировки;23.01.2024
№32413206545;Оказание услуг по подготовке и размещению информационно-аналитических материалов об общественно-политическом, социально-экономическом и культурном развитии Вологодской области, деятельности органов исполнительной государственной власти Вологодской области в периодическом печатном издании, распространяемом на территории Чагодощенского муниципального округа Вологодской области;63.99.10: Услуги информационные прочие, не включенные в другие группировки;23.01.2024
№32413206543;Оказание услуг по подготовке и размещению информационно-аналитических материалов об общественно-политическом, социально-экономическом и культурном развитии Вологодской области, деятельности органов исполнительной государственной власти Вологодской области в периодическом печатном издании, распространяемом на территории Харовского   муниципального округа Вологодской области;63.99.10: Услуги информационные прочие, не включенные в другие группировки;23.01.2024
№32413206542;Оказание услуг по подготовке и размещению информационно-аналитических материалов об общественно-политическом, социально-экономическом и культурном развитии Вологодской области, деятельности органов исполнительной государственной власти Вологодской области в периодическом печатном издании, распространяемом на территории Устюженского  муниципального округа Вологодской области;63.99.10: Услуги информационные прочие, не включенные в другие группировки;23.01.2024
№32413206541;Оказание услуг по подготовке и размещению информационно-аналитических материалов об общественно-политическом, социально-экономическом и культурном развитии Вологодской области, деятельности органов исполнительной государственной власти Вологодской области в периодическом печатном издании, распространяемом на территории Усть-Кубинского муниципального округа Вологодской области;63.99.10: Услуги информационные прочие, не включенные в другие группировки;23.01.2024
№32413206538;Оказание услуг по подготовке и размещению информационно-аналитических материалов об общественно-политическом, социально-экономическом и культурном развитии Вологодской области, деятельности органов исполнительной государственной власти Вологодской области в периодическом печатном издании, распространяемом на территории Тотемского муниципального округа Вологодской области;63.99.10: Услуги информационные прочие, не включенные в другие группировки;23.01.2024
№32413206536;Оказание услуг по подготовке и размещению информационно-аналитических материалов об общественно-политическом, социально-экономическом и культурном развитии Вологодской области, деятельности органов исполнительной государственной власти Вологодской области в периодическом печатном издании, распространяемом на территории Тарногского  муниципального округа Вологодской области;63.99.10: Услуги информационные прочие, не включенные в другие группировки;23.01.2024
№32413206535;Оказание услуг по подготовке и размещению информационно-аналитических материалов об общественно-политическом, социально-экономическом и культурном развитии Вологодской области, деятельности органов исполнительной государственной власти Вологодской области в периодическом печатном издании, распространяемом на территории Сямженского муниципального округа Вологодской области;63.99.10: Услуги информационные прочие, не включенные в другие группировки;23.01.2024
№32413206534;Оказание услуг по подготовке и размещению информационно-аналитических материалов об общественно-политическом, социально-экономическом и культурном развитии Вологодской области, деятельности органов исполнительной государственной власти Вологодской области в периодическом печатном издании, распространяемом на территории Сокольского муниципального округа Вологодской области;63.99.10: Услуги информационные прочие, не включенные в другие группировки;23.01.2024
№32413206530;Оказание услуг по подготовке и размещению информационно-аналитических материалов об общественно-политическом, социально-экономическом и культурном развитии Вологодской области, деятельности органов исполнительной государственной власти Вологодской области в периодическом печатном издании, распространяемом на территории Нюксенского муниципального округа Вологодской области;63.99.10: Услуги информационные прочие, не включенные в другие группировки;23.01.2024
№32413206528;Оказание услуг по подготовке и размещению информационно-аналитических материалов об общественно-политическом, социально-экономическом и культурном развитии Вологодской области, деятельности органов исполнительной государственной власти Вологодской области в периодическом печатном издании, распространяемом на территории Никольского муниципального округа Вологодской области;63.99.10: Услуги информационные прочие, не включенные в другие группировки;23.01.2024
№32413206526;Оказание услуг по подготовке и размещению информационно-аналитических материалов об общественно-политическом, социально-экономическом и культурном развитии Вологодской области, деятельности органов исполнительной государственной власти Вологодской области в периодическом печатном издании, распространяемом на территории Междуреченского муниципального округа Вологодской области;63.99.10: Услуги информационные прочие, не включенные в другие группировки;23.01.2024
№32413206523;Оказание услуг по подготовке и размещению информационно-аналитических материалов об общественно-политическом, социально-экономическом и культурном развитии Вологодской области, деятельности органов исполнительной государственной власти Вологодской области в периодическом печатном издании, распространяемом на территории Кичменгско-Городецкого  муниципального округа Вологодской области;63.99.10: Услуги информационные прочие, не включенные в другие группировки;23.01.2024
№32413206521;Оказание услуг по подготовке и размещению информационно-аналитических материалов об общественно-политическом, социально-экономическом и культурном развитии Вологодской области, деятельности органов исполнительной государственной власти Вологодской области в периодическом печатном издании, распространяемом на территории Кирилловского муниципального округа Вологодской области;63.99.10: Услуги информационные прочие, не включенные в другие группировки;23.01.2024
№32413206520;Оказание услуг по подготовке и размещению информационно-аналитических материалов об общественно-политическом, социально-экономическом и культурном развитии Вологодской области, деятельности органов исполнительной государственной власти Вологодской области в периодическом печатном издании, распространяемом на территории Кадуйского муниципального округа Вологодской области;63.99.10: Услуги информационные прочие, не включенные в другие группировки;23.01.2024
№32413206517;Оказание услуг по подготовке и размещению информационно-аналитических материалов об общественно-политическом, социально-экономическом и культурном развитии Вологодской области, деятельности органов исполнительной государственной власти Вологодской области в периодическом печатном издании, распространяемом на территории Грязовецкого муниципального округа Вологодской области;63.99.10: Услуги информационные прочие, не включенные в другие группировки;23.01.2024
№32413206515;Оказание услуг по подготовке и размещению информационно-аналитических материалов об общественно-политическом, социально-экономическом и культурном развитии Вологодской области, деятельности органов исполнительной государственной власти Вологодской области в периодическом печатном издании, распространяемом на территории Вытегорского муниципального района Вологодской области;63.99.10: Услуги информационные прочие, не включенные в другие группировки;23.01.2024
№32413206513;Оказание услуг по подготовке и размещению информационно-аналитических материалов об общественно-политическом, социально-экономическом и культурном развитии Вологодской области, деятельности органов исполнительной государственной власти Вологодской области в периодическом печатном издании, распространяемом на территории Вологодского  муниципального округа Вологодской области;63.99.10: Услуги информационные прочие, не включенные в другие группировки;23.01.2024
№32413206512;Оказание услуг по подготовке и размещению информационно-аналитических материалов об общественно-политическом, социально-экономическом и культурном развитии Вологодской области, деятельности органов исполнительной государственной власти Вологодской области в периодическом печатном издании, распространяемом на территории Вожегодского  муниципального округа Вологодской области;63.99.10: Услуги информационные прочие, не включенные в другие группировки;23.01.2024
№32413206507;Оказание услуг по подготовке и размещению информационно-аналитических материалов об общественно-политическом, социально-экономическом и культурном развитии Вологодской области, деятельности органов исполнительной государственной власти Вологодской области в периодическом печатном издании, распространяемом на территории Верховажского муниципального округа Вологодской области;63.99.10: Услуги информационные прочие, не включенные в другие группировки;23.01.2024
№0352500001624000001;Оказание услуг по сопровождению адаптированных экземпляров Систем КонсультантПлюс (Реестровый номер 2024.002911);62.02.30.000: Услуги по технической поддержке информационных технологий;16.01.2024
№32413206503;Оказание услуг по подготовке и размещению информационно-аналитических материалов об общественно-политическом, социально-экономическом и культурном развитии Вологодской области, деятельности органов исполнительной государственной власти Вологодской области в периодическом печатном издании, распространяемом на территории Великоустюгского муниципального округа Вологодской области;63.99.10: Услуги информационные прочие, не включенные в другие группировки;23.01.2024
№32413206501;Оказание услуг по подготовке и размещению информационно-аналитических материалов об общественно-политическом, социально-экономическом и культурном развитии Вологодской области, деятельности органов исполнительной государственной власти Вологодской области в периодическом печатном издании, распространяемом на территории Вашкинского муниципального округа Вологодской области;63.99.10: Услуги информационные прочие, не включенные в другие группировки;23.01.2024
№32413206498;Оказание услуг по подготовке и размещению информационно-аналитических материалов об общественно-политическом, социально-экономическом и культурном развитии Вологодской области, деятельности органов исполнительной государственной власти Вологодской области в периодическом печатном издании, распространяемом на территории Белозерского муниципального округа Вологодской области;63.99.10: Услуги информационные прочие, не включенные в другие группировки;23.01.2024
№32413206488;Оказание услуг по подготовке и размещению информационно-аналитических материалов об общественно-политическом, социально-экономическом и культурном развитии Вологодской области, деятельности органов исполнительной государственной власти Вологодской области в периодическом печатном издании, распространяемом на территории Бабушкинского муниципального округа Вологодской области;63.99.10: Услуги информационные прочие, не включенные в другие группировки;23.01.2024
№32413206473;Оказание услуг по подготовке и размещению информационно-аналитических материалов об общественно-политическом, социально-экономическом и культурном развитии Вологодской области, деятельности органов исполнительной государственной власти Вологодской области в периодическом печатном издании, распространяемом на территории Бабаевского муниципального округа Вологодской области ;63.99.10: Услуги информационные прочие, не включенные в другие группировки;23.01.2024
№0122300017624000001;"Оказание услуг по сопровождению адаптированного программного обеспечения ""1С""";62.02.30.000: Услуги по технической поддержке информационных технологий;15.01.2024
№0822600006724000002;Оказание услуг по техническому сопровождению программной автоматической телефонной станции Система Обработки Вызовов Авантелеком (FreePBX);62.02.30.000: Услуги по технической поддержке информационных технологий;15.01.2024
№0122200001224000001;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, в т.ч. специальной копии Системы, иного программного обеспечения, установленных у Уполномоченного по правам человека в Хабаровском крае ;62.02.30.000: Услуги по технической поддержке информационных технологий;16.01.2024
