Реестровый номер закупки;Наименование закупки;Классификация по ОКПД2;Дата размещения
№32413193046;"Оказание услуг по консультационно-технологическому сопровождению программных средств ""ИнТеП:Зарплата"", ""ИнТеП:Стипендия"" установленных в Амурском филиале МГУ им. адм. Г. И. Невельского";62.02.30.000: Услуги по технической поддержке информационных технологий;19.01.2024
№0158200003824000001;Услуги по управлению компьютерным оборудованием;62.03.11.000: Услуги по управлению сетями;10.01.2024
№0158200003824000002;Услуги по технической поддержке информационных технологий;62.02.3: Услуги по технической поддержке информационных технологий;10.01.2024
№32413193480;Акционерное общество «Объединенные региональные электрические сети Прикамья» (АО «ОРЭС-Прикамья») настоящим извещает о проведении разовой закупки товара на сумму, не превышающую 500 000 рублей с НДС поставку права на использование программы для ЭВМ Платформа nanoCAD, сетевой лицензии в 2024 году.;62.01.29.000: Оригиналы программного обеспечения прочие;19.01.2024
№32413193451;Оказание услуг в области информационно-коммуникативных технологий;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;19.01.2024
№32413193944;Информационные услуги по предоставлению данных о потреблении холодного водоснабжения, далее (ХВС) с узлов учета, установленных на объектах Заказчика;63.9: Услуги информационные прочие;19.01.2024
№0124300002124000001;Оказание услуг адаптации и сопровождения экземпляров Системы КонсультантПлюс, оказываемые на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными у Заказчика экземплярами Системы КонсультантПлюс;62.03.12.130: Услуги по сопровождению компьютерных систем;10.01.2024
№32413193101;Оказание услуги по информационному обслуживанию программных продуктов «1С: Бухгалтерия государственного учреждения 8», «1С: Зарплата и кадры государственного учреждения 8»;62.02.30.000: Услуги по технической поддержке информационных технологий;19.01.2024
№32413193385;Закупка оказания услуг по предоставлению, обновлению и  сопровождению электронного периодического справочника  на 2024 год.;62.01.21.000: Оригиналы программного обеспечения компьютерных игр;19.01.2024
№32413193379;Предоставление информационных услуг по сопровождению информационно-справочных систем ;63.11.13: Услуги по предоставлению программного обеспечения без его размещения на компьютерном оборудовании пользователя;19.01.2024
№32413179484;Абонентское обслуживание системы учета энергоресурсов МУП «Шарьинская ТЭЦ»;62.09.20.120: Услуги по установке программного обеспечения;16.01.2024
№32413191702;"Услуги по поставке, информационному сопровождению и обслуживанию комплекта справочно-правовой системы ""Консультант+"" (или эквивалента)";62.03.12.130: Услуги по сопровождению компьютерных систем;18.01.2024
№0342100023523000031;Оказание услуг по информационному и техническому сопровождению ранее установленных экземпляров справочно-правовой системы «КонсультантПлюс»;62.02.30.000: Услуги по технической поддержке информационных технологий;09.01.2024
№32413193019;Оказание консультационных услуг и услуг по сопровождению программного продукта;62.03.12.130: Услуги по сопровождению компьютерных систем;18.01.2024
№32413192902;Оказание услуг по технической поддержке и обновлению подсистемы по учету лиц, отбывших уголовное наказание в виде лишения свободы и (или) подвергшихся иным мерам уголовно-правового характера, а также лиц, отбывших уголовное наказание, не связанное с лишением свободы в очной форме (система «Социальная адаптация»);62.03.12.130: Услуги по сопровождению компьютерных систем;18.01.2024
№32413192216;"210637 Продление лицензий антивирусных средств ""Антивирус Касперского""";62.01.29.000: Оригиналы программного обеспечения прочие;18.01.2024
№32413192429;Информационно-технологические услуги Гринатом;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;18.01.2024
№32413192833;Сопровождение 1С: Бухгалтерия государственного учреждения 8, 1С: Зарплата и кадры государственного учреждения 8, Портал СУФД (Системы Удаленного Финансового Документооборота) с УФК, Порталы ЕИС и ГМУ, Системы АЦК-Планирование и АЦК-Финансы;62.03.12.130: Услуги по сопровождению компьютерных систем;18.01.2024
№32413192199;Оказание услуг по производству и размещению информационно-аналитических материалов о социально-экономическом, общественно-политическом развитии Ханты-Мансийского автономного округа - Югры на сайте сетевого издания, специализирующегося на новостях Ханты-Мансийского автономного округа – Югры, зарегистрированного в установленном законодательством РФ порядке в качестве средства массовой информации;63.12: Содержание порталов в информационно-коммуникационной сети Интернет;18.01.2024
№32413192753;"Оказание услуг по информационному сопровождению системы управления нормативно-технической документацией ""Техэксперт""";62.03.12.130: Услуги по сопровождению компьютерных систем;18.01.2024
№32413192701;Внедрение системы мониторинга и управления печатью, а также предоставление услуг технической поддержки;62.01.12.000: Услуги по проектированию и разработке информационных технологий для сетей и систем;18.01.2024
№32413191886;Оказание услуг по информационно-технологическому сопровождению ранее установленных экземпляров системы программ «1С;62.02.30.000: Услуги по технической поддержке информационных технологий;18.01.2024
№32413185985;Абонентское обслуживание программных продуктов на платформе 1С:Предприятие 8;62.03.12.130: Услуги по сопровождению компьютерных систем;18.01.2024
№32413192616;Предоставление неисключительных прав (лицензий) на использование комплекта антивирусного программного обеспечения «Лаборатория Касперского»;62.01.29.000: Оригиналы программного обеспечения прочие;18.01.2024
№0372200119824000002;"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными в СПБ ГБУЗ ""Городская поликлиника № 112"" экземплярами Систем КонсультантПлюс (в том числе специальной копии Системы) ";62.03.12.130: Услуги по сопровождению компьютерных систем;11.01.2024
№32413192543;Комплекс услуг по обновлению сертификатов технической поддержки на средства защиты информации и проведению ежегодного технического контроля объектов информатизации;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;18.01.2024
№32413192527;Комплекс услуг по работе с данными Респондентов и технической поддержке функционала управления Панелью Заказчика в контуре CDP_1;63: Услуги в области информационных технологий;18.01.2024
№0191300011024000001;Работы по актуализации на 2025 год Схемы теплоснабжения городского округа «Город Чита» на период до 2037 года;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;18.01.2024
№32413187295;Оказание услуг по сопровождению ранее установленного Электронного периодического справочника «Система ГАРАНТ»;62.03.12.130: Услуги по сопровождению компьютерных систем;18.01.2024
№32413192456;Оказание услуг технической поддержки системы управления ASystem;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;18.01.2024
№32413191999;Предоставление неисключительных прав на использование программы для ЭВМ «SCIENCE INDEX»;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;18.01.2024
№32413192391;Услуги по сопровождению (обновлению) информационно-справочной системы «Техэксперт» для нужд Филиала ФБУЗ «Центр гигиены и эпидемиологии в Тульской области в г. Новомосковске». ;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;18.01.2024
№32413192356;услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс, иного программного обеспечения (далее – услуги), на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у Заказчика экземплярами (в том числе специальной копии Системы), на срок 10 месяцев;62.02.30.000: Услуги по технической поддержке информационных технологий;18.01.2024
№32413192324;Определение исполнителя на оказание услуг по технической поддержке и предоставления доступа к Автоматизированной системе сбора показателей в области управления персоналом группы компаний «Россети» для нужд ПАО «Россети Московский регион»;62.03.12.130: Услуги по сопровождению компьютерных систем;18.01.2024
№32413192271;Поставка неисключительных прав (продление лицензии) на использование системы защиты веб-порталов Positive Technologies Application Firewall;62.01.29.000: Оригиналы программного обеспечения прочие;18.01.2024
№32413185203;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, включая специальную копию Системы, на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными у Заказчика экземплярами Системы «КонсультантПлюс» (в том числе специальной копией Системы КонсультантПлюс);62.02.30.000: Услуги по технической поддержке информационных технологий;17.01.2024
№32413191334;Оказание услуг по подготовке и размещению материалов о социально-экономическом и общественно-политическом развитии Ханты-Мансийского автономного округа – Югры на сайте сетевого издания, зарегистрированного в установленном законодательством РФ порядке в качестве средства массовой информации, распространяющего общественно-политическую информацию;63.12.10.000: Содержание порталов в информационно-коммуникационной сети Интернет;18.01.2024
№32413192189;"КО №19098/КО (224P100581) - Подготовка Отчета об устойчивом развитии ПАО ""ОГК-2"" за 2023 год для нужд ПАО ""ОГК-2""";63.11.11: Услуги по обработке данных;18.01.2024
№32413191964;Оказание услуг по технической поддержке и обновлению государственной информационной системы «Система электронного документооборота в органах исполнительной власти Чувашской Республики» и мобильных приложений;62.03.12.130: Услуги по сопровождению компьютерных систем;18.01.2024
№32413192139;Информационно-вычислительны услуги по сопровождению программ фирмы 1С;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;18.01.2024
№0175200000424000001;Оказание услуг по обслуживанию Государственной информационной системы «Система -112 Республики Крым» в ходе ее эксплуатации;62.02.30.000: Услуги по технической поддержке информационных технологий;10.01.2024
№32413186940;Поставка, адаптация и сопровождение экземпляров систем КонсультантПлюс;62.03.12.130: Услуги по сопровождению компьютерных систем;18.01.2024
№32413191019;Услуги по предоставлению доступа и техническому сопровождению электронно-правовой системы;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;18.01.2024
№32413190888;Оказание услуг по техническому обслуживанию программного обеспечения Подсистемы ЦЛИС РФ ЕГИСЗ СО (1 квартал 2024 года);62.02.30.000: Услуги по технической поддержке информационных технологий;18.01.2024
№32413190830;Услуги по техническому обслуживанию информационной системы АС «СтЭП» и ее компонентов;62.01.11.000: Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения;18.01.2024
№32413190780;Оказание услуг по обслуживанию сайта Заказчика;62.02.30.000: Услуги по технической поддержке информационных технологий;18.01.2024
№32413191967;Услуги по сопровождению и адвптации информационных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;18.01.2024
№32413187186;Оказание информационных услуг по предоставлению неисключительных прав на использование информационно-справочной системы «Техэксперт»;62.03.12.130: Услуги по сопровождению компьютерных систем;18.01.2024
№32413191891;Оказание комплексных услуг по разработке фирменного стиля и графического решения (логотип, буклет, брендбук) с целью идентификации производимых МСП товаров и предоставление инжиниринговых цифровых технологий (разработка сайта);62.01.11.000: Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения;18.01.2024
№0190300000424000008;Оказание услуг по адаптации и сопровождению системы ведения баз данных на базе справочно-правовой системы КонсультантПлюс в Ямальской школе-интернат;62.03.12.130: Услуги по сопровождению компьютерных систем;10.01.2024
№32413191781;"Оказание услуг по техническому обслуживанию учётных компьютерных систем АО ""Центральная ППК";62.02.3: Услуги по технической поддержке информационных технологий;18.01.2024
№0815500000524000001;Оказание услуг по сопровождению единой централизованной информационной системы бюджетного (бухгалтерского) учета, кадрового учета и расчета заработной платы, включая подсистему электронного документооборота и подсистему обеспечения информационной безопасности учреждений, находящихся в ведении Государственного комитета Чувашской Республики по делам гражданской обороны и чрезвычайным ситуациям;62.03.12.130: Услуги по сопровождению компьютерных систем;10.01.2024
№32413191730;Оказание услуг по обеспечению надлежащего функционального состояния видеоэкспозиции;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;18.01.2024
№32413191692;Определение исполнителя на оказание услуг по сопровождению автоматизированной системы управления ключевыми показателями эффективности ПАО «Россети Московский регион» (АСУ КПЭ).;62.03.12.190: Услуги по управлению компьютерными системами прочие, не включенные в другие группировки;18.01.2024
№32413191691;Оказание услуг по методической и консультационной поддержке, исправлению и тестированию информационных баз программных продуктов «1С»;62.03.12.130: Услуги по сопровождению компьютерных систем;18.01.2024
№32413191634;Оказание услуг по адаптации и сопровождению справочно-правовых систем Консультант Плюс для нужд филиала ППК «Роскадастр» по Ямало-Ненецкому автономному округу;62.03.12.130: Услуги по сопровождению компьютерных систем;18.01.2024
№0173300005124000002;"Оказание информационных услуг (адаптация и сопровождение ранее установленного экземпляра справочно-правовой системы ""Консультант-Плюс"") для нужд аппарата Совета депутатов муниципального округа Преображенское";62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;10.01.2024
№2050500000124000001;оказание услуг по адаптации и сопровождению экземпляров СПС КонсультантПлюс, осуществляемых на основе специального лицензионного программного обеспечения,  обеспечивающего совместимость информационных услуг с установленными у Заказчика экземплярами СПС КонсультантПлюс для нужд Заказчика;62.03.12.130: Услуги по сопровождению компьютерных систем;09.01.2024
№0845200001424000001;Оказание услуг по сопровождению Подсистемы «Специальное транспортное обслуживание» Государственной информационной системы Ленинградской области Автоматизированная информационная система «Социальная защита Ленинградской области»;62.02.30.000: Услуги по технической поддержке информационных технологий;11.01.2024
№32413191356;Услуги по модернизации, поддержанию в рабочем состоянии и профилактическому обслуживанию комьютерного оборудования и компьютерной сети;62.02.20.110: Услуги по планированию и проектированию компьютерных систем;18.01.2024
№32413191338;Оказание услуг по предоставлению новой версии программного продукта «Система автоматизации библиотек ИРБИС64+» (Система ИРБИС64+) (версия 2023.1), а также услуг по расширенной информационно-технической поддержке Системы ИРБИС64+ для обеспечения учебного процесса в СПбГАСУ на 1 год;"58.29.31.000: Обеспечение программное системное для загрузки; 62.02.20.140: Услуги по подготовке компьютерных систем к эксплуатации";18.01.2024
№32413191287;Оказание услуг по предоставлению права размещения информации на виртуальном сервере. Передача во временное пользование программ для ЭВМ: «Программный комплекс «Учет коммунальных платежей», «Учет затрат», «Паспортный стол» и «АРМ Юриста» ;62.02.30.000: Услуги по технической поддержке информационных технологий;18.01.2024
№32413186621;Оказание услуг по информационному сопровождению портала;62.01.11.000: Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения;18.01.2024
№32413191200;Право использования лицензии на совокупность программ для ЭВМ;63.99.10.110: Услуги по поиску информации за вознаграждение или на договорной основе;18.01.2024
№32413185931;Обслуживание и настройка 1С;62.03.12.130: Услуги по сопровождению компьютерных систем;18.01.2024
№32413190953;Оказание услуг по сопровождению (установке, тестированию, консультированию, адаптации и модификации) программ для ЭВМ и баз данных нетиповых (измененных) конфигураций «1С»;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;18.01.2024
№32413190919;Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;18.01.2024
№32413190894;оказание услуг по программно-техническому сопровождению эксплуатации программного обеспечения номенклатурного товарного учета лекарственных средств АС «Коммерческий склад» и ПК «Фарм-Офис»;63.11.1: Услуги по обработке данных, размещению, услуги по предоставлению приложений и прочей инфраструктуры информационных технологий, услуги, связанные с созданием и использованием баз данных и информационных ресурсов;18.01.2024
№32413190848;Оказание услуг по сопровождению программ 1С ;62.03.12.130: Услуги по сопровождению компьютерных систем;18.01.2024
№32413162333;"№ 34-24/АЭФ/СМСП Оказание услуг по сопровождению и модификации программного комплекса ""Медицинская информационная система"" для  АО «МСЧ «Нефтяник»";62.01: Продукты программные и услуги по разработке и тестированию программного обеспечения;10.01.2024
№32413190770;"Услуги по передачи неисключительных прав использования версии Справочной системы ""Госфинансы"" - базы данных Справочная система ""Госфинансы Плюс""";62.02.30.000: Услуги по технической поддержке информационных технологий;18.01.2024
№32413185827;Сопровождение программных продуктов 1С;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;18.01.2024
№32413187148;Оказание услуг по установке и обновлению ПП Парус;62.02.30.000: Услуги по технической поддержке информационных технологий;18.01.2024
№0308200005624000004; Программное средство антивирусной защиты;62.01.29.000: Оригиналы программного обеспечения прочие;18.01.2024
№0308200005624000002; Программное средство антивирусной защиты;62.01.29.000: Оригиналы программного обеспечения прочие;18.01.2024
№32413186931;Использование сервисов платформы «Яндекс. Облако»;63.12.10.000: Содержание порталов в информационно-коммуникационной сети Интернет;18.01.2024
№0356500001424000002;"ОКАЗАНИЕ УСЛУГ ПО ИНФОРМАЦИОННОМУ ОБСЛУЖИВАНИЮ УСТАНОВЛЕННЫХ СПРАВОЧНО-ПРАВОВЫХ СИСТЕМ ""КОНСУЛЬТАНТ ПЛЮС""";62.03.12.130: Услуги по сопровождению компьютерных систем;09.01.2024
№0373100023824000004;2024/244/226 Закупка услуг по развитию МИС Интерин;62.02.30.000: Услуги по технической поддержке информационных технологий;10.01.2024
№0373100023824000003;2024/244/226 Закупка услуг по развитию МИС Интерин;62.02.30.000: Услуги по технической поддержке информационных технологий;10.01.2024
№0122300009724000001;Оказание услуг по сопровождению ранее установленного Электронного периодического справочника «Система ГАРАНТ» (информационного продукта вычислительной техники) (далее – ЭПС «Система ГАРАНТ»), содержащего информацию о текущем состоянии законодательства Российской Федерации, путем предоставления текущих версий комплекта ЭПС «Система ГАРАНТ»;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;09.01.2024
№32413185629;Оказание услуг по информационному обслуживанию программных продуктов «1С: Бухгалтерия государственного учреждения 8», «1С: Зарплата и кадры государственного учреждения»;62.02.30.000: Услуги по технической поддержке информационных технологий;18.01.2024
№0875300029424000002;Сопровождение информационной системы города Симферополя в сфере закупок товаров, работ, услуг для муниципальных заказчиков города Симферополя;62.02.30.000: Услуги по технической поддержке информационных технологий;10.01.2024
№32413186671;Оказание услуг, связанных с обеспечением автоматизации электронного документооборота и оформлению заявок на проведение лабораторных испытаний алкогольной продукции с помощью программного обеспечения;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;18.01.2024
№32413186620;Адаптация и сопровождение экземпляров справочной правовой системы Консультант плюс ;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;18.01.2024
№32413187010;Оказание услуг по абонентскому обслуживанию программного комплекса «Свод-СМАРТ;62.02.30.000: Услуги по технической поддержке информационных технологий;18.01.2024
№32413185905;Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;18.01.2024
№0318200008524000001;Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;62.02.30.000: Услуги по технической поддержке информационных технологий;11.01.2024
№32413185692;"Оказание услуг по сопровождению электронного периодического справочника ""Система Гарант""";63.11.11.000: Услуги по обработке данных;18.01.2024
№32413187279;"Оказание услуг по технической поддержке (сопровождению) программного обеспечения 1С для ГАУ МО ""Центрлесхоз"" в 2024 году";62.02.30.000: Услуги по технической поддержке информационных технологий;18.01.2024
№32413187255;Предоставление услуг в сопровождении  и обучении работать  в справочно- правовой  системе;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;18.01.2024
№32413185812;услуги по сопровождению сайта;63.11.12.000: Услуги по размещению в информационно-коммуникационной сети Интернет;18.01.2024
№0345300130124000001;Услуги по адаптации и сопровождению экземпляров Систем Консультант Плюс, оказываемые на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными в МКУ «Кузьмоловский ДК» экземплярами Систем Консультант Плюс для нужд МКУ «Кузьмоловский ДК»;62.03.12.130: Услуги по сопровождению компьютерных систем;10.01.2024
№32413186300;Услуги по адаптации и сопровождению систем  Консультант плюс;63.11.19.000: Услуги прочие по размещению и предоставлению инфраструктуры информационных технологий;18.01.2024
№32413187114;Оказание услуг по сопровождению, технической поддержке и сервисному обслуживанию программных продуктов «Катарсис»;62.03.12.130: Услуги по сопровождению компьютерных систем;18.01.2024
№32413176215;"Оказание услуги по адаптации и сопровождению экземпляров систем КонультантПлюс на основе специального лицензионного (сервисного) программного обеспечения, обеспечивающего совместимость(взаимодействие) услуг с ранее установленными в ГАУЗ ""БГССМП"" экземплярами систем КонультантПлюс.";62.03.12.130: Услуги по сопровождению компьютерных систем;15.01.2024
№32413187057;Информационное сопровождение систем Консультант плюс в 2024 году;62.01.29.000: Оригиналы программного обеспечения прочие;18.01.2024
№32413185747;"предоставление права работы на портале АИС ""ДОУ""";63.11.30.000: Место или время для рекламы в информационно-коммуникационной сети Интернет;18.01.2024
№0188300004524000002;Оказание услуг по адаптации и сопровождению справочно–правовой системы «Консультант Плюс»;62.03.12.130: Услуги по сопровождению компьютерных систем;10.01.2024
№32413186942;Обновление и лицензионное обслуживание программного продукта;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;18.01.2024
№32413185697;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс;62.03.12.190: Услуги по управлению компьютерными системами прочие, не включенные в другие группировки;18.01.2024
№0384300009224000001;Оказание услуг по сопровождению СЭД «Кодекс: Документооборот»;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;10.01.2024
№32413186787;Разработка технического задания по настройке программного продукта «Управление недвижимостью и арендой КОРП» для «1С: Бухгалтерия 8 КОРП», «1С: Бухгалтерия КОРП МСФО» и «1С: Управление холдингом» системы «1С:Предприятие» в целях функционирования этих программных продуктов на технических средствах Заказчика в существующей конфигурацию на базе 1С: Бухгалтерия КОРП (не типовая конфигурация.);62.01.12.000: Услуги по проектированию и разработке информационных технологий для сетей и систем;18.01.2024
№32413185645;"Услуги по информационно-технологическому сопровождению и обновлению электронной версии экземпляров справочно-правовой системы ""КонсультантПлюс"" принадлежащих Заказчику экземпляров системы ""КонсультантПлюс""";62.03.12.130: Услуги по сопровождению компьютерных систем;18.01.2024
№32413186710;"Предоставление консультационных услуг по методологии использования, адаптация и модификация программного обеспечения: - 1С Бухгалтерия 8 ПРОФ, ред. 3.0;- 1С Зарплата и управление персоналом 8, редакция 3.1;  -  АС Энерго;- Инфокрафт: Формула ЖКХ. Набор решений для 1С: Предприятие 8;- Такском Спринтер.";62.01.11.000: Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения;18.01.2024
