Реестровый номер закупки;Наименование закупки;Классификация по ОКПД2;Дата размещения
№0334300000324000012;Оказание услуг по технической поддержке ЛИС «КАРТА ЗДОРОВЬЯ. Лаборатория»;62.03.12.190: Услуги по управлению компьютерными системами прочие, не включенные в другие группировки;26.01.2024
№0318200022324000002;Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;62.02.30.000: Услуги по технической поддержке информационных технологий;18.01.2024
№0130200001724000002;"Оказание услуг по освещению деятельности Законодательного Собрания Вологодской области на сайте сетевого издания в информационно-телекоммуникационной сети ""Интернет""";63.99.10.130: Услуги по сбору и обобщению фактов и информации, кроме списков адресатов;17.01.2024
№0130200001724000003;Оказание услуг по освещению деятельности Законодательного Собрания Вологодской области в информационных программах на телеканале, распространяемом на территории города Череповца Вологодской области;63.99.10.130: Услуги по сбору и обобщению фактов и информации, кроме списков адресатов;17.01.2024
№32413218768;Услуги по сопровождению программного продукта системы «1С: Предприятие»;62.02.30.000: Услуги по технической поддержке информационных технологий;26.01.2024
№32413218335;Выполнение работы по изготовлению и размещению в открытом доступе в информационно-телекоммуникационной сети «Интернет» материалов о деятельности Губернатора и Правительства Астраханской области, исполнительных органов Астраханской области, а также о социально-экономическом и общественно-политическом развитии Астраханской области.;63.12.10.000: Содержание порталов в информационно-коммуникационной сети Интернет;26.01.2024
№0318200036224000001;Услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;62.02.30.000: Услуги по технической поддержке информационных технологий;18.01.2024
№0130200001724000004;Оказание услуг по освещению деятельности Законодательного Собрания Вологодской области в информационных программах на телеканале, распространяемом на территории города Вологды и Вологодской области;63.99.10.130: Услуги по сбору и обобщению фактов и информации, кроме списков адресатов;17.01.2024
№0130200001724000006;Оказание услуг по освещению деятельности Законодательного Собрания Вологодской области на телеканале, распространяемом на территории Вологодской области;63.99.10.130: Услуги по сбору и обобщению фактов и информации, кроме списков адресатов;17.01.2024
№0130200001724000005;Оказание услуг по освещению деятельности Законодательного Собрания Вологодской области на телеканале, распространяемом на территории Вологодской области;63.99.10.130: Услуги по сбору и обобщению фактов и информации, кроме списков адресатов;17.01.2024
№0318300040224000002;Оказание услуг по предоставлению программного комплекса  Rudesktop локальный сервер, модуль «Удалённое управление»;62.01.29.000: Оригиналы программного обеспечения прочие;18.01.2024
№0356500001724000001;Оказание услуг по сопровождению и эксплуатации Регионального сервиса аутентификации и авторизации гражданина Пермского края;62.03.12.130: Услуги по сопровождению компьютерных систем;26.01.2024
№0321300007524000011;Оказание консультационных услуг и технической поддержки пользователям комплексной системы автоматизации медицинского учреждения (МИС КСАМУ);62.03.12.130: Услуги по сопровождению компьютерных систем;26.01.2024
№0130200001724000007;Оказание услуг по освещению деятельности Законодательного Собрания Вологодской области в информационных программах на телеканале, распространяемом на территории города Великий Устюг Вологодской области;63.99.10.130: Услуги по сбору и обобщению фактов и информации, кроме списков адресатов;17.01.2024
№32413218659;Определение исполнителя на оказание услуг по предоставлению (передаче) неисключительного права на использование системы автоматизированного проектирования (САПР) Платформы nanoCAD 23 для нужд ПАО «Россети Московский регион»;62.01.29.000: Оригиналы программного обеспечения прочие;26.01.2024
№32413218628;Оказание услуг по поддержке и сопровождению программного комплекса программных средств для автоматизированного ведения учета в 2024 году ;62.03.12.130: Услуги по сопровождению компьютерных систем;26.01.2024
№0140300040824000067;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у Заказчика экземплярами Систем КонсультантПлюс;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;19.01.2024
№32413218602;Оказание услуг по консультационному сопровождению программного продукта «Автоматизированная система «Теплосеть: Расчеты с юридическими лицами» и услуг по адаптации и настройке программного продукта «Автоматизированная система «Теплосеть: Расчеты сюридическими лицами»;62.01.29.000: Оригиналы программного обеспечения прочие;26.01.2024
№32413216837;Право использования Платформы на условиях простой (неисключительной) лицензии.;63.11.1: Услуги по обработке данных, размещению, услуги по предоставлению приложений и прочей инфраструктуры информационных технологий, услуги, связанные с созданием и использованием баз данных и информационных ресурсов;26.01.2024
№0348200086524000001;"Оказание услуг по анализу текущих алгоритмов с целью оптимизации программного обеспечения следующих систем автоматизации: системы документационного обеспечения и контрольно-исполнительной системы для нужд ГБУ МО ""МОСОБЛМЕДСЕРВИС"" в 2024 году.";62.09.2: Услуги в области информационных технологий и компьютерные услуги прочие, не включенные в другие группировки;18.01.2024
№32413218566;Оказание услуг по доработке программных продуктов 1С в части реализации учета рабочего времени по конкретным контрактам (заказам) при ведении раздельного учета в рамках ГОЗ;62.03.12.190: Услуги по управлению компьютерными системами прочие, не включенные в другие группировки;26.01.2024
№0169300012324000003;Оказание услуг по сопровождению автоматизированной системы «АЦК-Финансы», установленной в Финансовом управлении Карталинского муниципального района Челябинской области;62.03.12.130: Услуги по сопровождению компьютерных систем;25.01.2024
№0342200019124000001;"Оказание услуг по информационному сопровождению справочной правовой системы ""Консультант Плюс"" в 2024г";62.03.12.130: Услуги по сопровождению компьютерных систем;18.01.2024
№32413217666;"210950_ОК_Сервисное обслуживание систем АСУТП Уфимской ТЭЦ-3 филиала ООО ""БГК""";62.01.11.000: Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения;26.01.2024
№0372200049824000003;"Оказание услуг по сопровождению лабораторной информационной системы ""Nlab"" для нужд СПб ГБУЗ ""Городская поликлиника №34"" в 2024 году";62.02.30.000: Услуги по технической поддержке информационных технологий;26.01.2024
№32413218461;Определение исполнителя на оказание Сервисных услуг по предоставлению доступа к функционалу и технической поддержке Автоматизированной системы сбора показателей в области реализации услуг (АС СПОРУ).;62.02.30.000: Услуги по технической поддержке информационных технологий;26.01.2024
№0358200028624000002;Услуги по адаптации и сопровождению с использованием экземпляров Систем Справочной Правовой Системы Консультант Плюс;63.11.11.000: Услуги по обработке данных;19.01.2024
№0358200055824000002;Оказание услуг по технической поддержке информационных технологий (сервера видео-конференц-связи);62.02.30.000: Услуги по технической поддержке информационных технологий;26.01.2024
№0302300048024000002;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс;62.03.12.130: Услуги по сопровождению компьютерных систем;19.01.2024
№0813500000124000039;зз-0016-00111 - 2024 Услуги по лицензионному и техническому сопровождению комплексной информационной системы «ОЛИМП»;62.03.12.130: Услуги по сопровождению компьютерных систем;19.01.2024
№0815500000524000448;Оказание услуг по сопровождению Электронного периодического справочника «Система ГАРАНТ»;62.03.12.130: Услуги по сопровождению компьютерных систем;26.01.2024
№0119300008224000001;Оказание услуг по адаптации и сопровождению экземпляров систем  КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными в Администрации Уярского района ;62.03.12.130: Услуги по сопровождению компьютерных систем;16.01.2024
№0321300184824000005;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс в 2024 году;62.03.12.130: Услуги по сопровождению компьютерных систем;16.01.2024
№0849300000724000003;"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемых на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у Заказчика экземплярами Систем КонсультантПлюс для нужд МКУ ""УГХ"" г. Полярные Зори Мурманской области";63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;17.01.2024
№32413217432;Услуги по сопровождению и модификации программного комплекса «Медицинская информационная система»;62.02.30.000: Услуги по технической поддержке информационных технологий;26.01.2024
№0372200258524000069;"Оказание услуг по методико-техническому сопровождению комплекса программного для учета и планирования прививок детского и взрослого населения ""Управление иммунизацией"" версии 7.0 с возможностью веб-доступа, конвертацией БД";62.03.12.130: Услуги по сопровождению компьютерных систем;26.01.2024
№32413218281;Оказание услуг по системному сопровождению, техническому обслуживанию автоматизированных рабочих мест, и серверов;62.02.30.000: Услуги по технической поддержке информационных технологий;26.01.2024
№0301300081524000011;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс  на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие)  услуг с ранее установленными у Заказчика  экземплярами Систем КонсультантПлюс (в том числе специальной копией Системы КонсультантПлюс) для нужд Заказчика Государственное бюджетное учреждение здравоохранения Республики Башкортостан Чишминская центральная районная больница;62.03.12.130: Услуги по сопровождению компьютерных систем;17.01.2024
№32413182737;"оказание услуг по предоставлению онлайн-доступа к информационно-справочной системе (ИСС) «Техэксперт: Базовые нормативные документы. Лаборатория» для нужд филиала ФБУЗ ""Центр гигиены и эпидемиологии в Воронежской области"" в Новоусманском, Верхнехавском, Панинском, Рамонском районах";63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;17.01.2024
№0249100000824000003;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемых на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у заказчика экземплярами Систем КонсультантПлюс;62.03.12.130: Услуги по сопровождению компьютерных систем;19.01.2024
№32413217368;"Оказание услуг по сопровождению и адаптации программного продукта ""1С: Бухгалтерия государственного учреждения 2""";62.03.12.130: Услуги по сопровождению компьютерных систем;26.01.2024
№0339300000124000013;Услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс оказываемые на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость(взаимодействие) услуг с ранее  установленными у Заказчика экземплярами Систем КонсультантПлюс;62.02.30.000: Услуги по технической поддержке информационных технологий;26.01.2024
№0806500000224000010;Оказание услуг по предоставлению сертификатов активации сервиса технической поддержки программного комплекса ViPNet защищённой сети № 5229 ГИС «Защищенная информационно-телекоммуникационная сеть Государственного комитета Республики Карелия по обеспечению жизнедеятельности и безопасности населения» (в сфере ИКТ в соответствии с НПА);62.02.30.000: Услуги по технической поддержке информационных технологий;17.01.2024
№0818500003424000001;Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;62.02.30.000: Услуги по технической поддержке информационных технологий;18.01.2024
№0806500000224000039;Оказание услуг по поставке сертификата на активацию сервиса прямой расширенной технической поддержки продуктов ViPNet;62.02.30.000: Услуги по технической поддержке информационных технологий;26.01.2024
№32413217694;Оказание услуги по Информационно технологическое сопровождение программных продуктов 1С;62.02.30.000: Услуги по технической поддержке информационных технологий;26.01.2024
№32413218130;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс;62.03.12.130: Услуги по сопровождению компьютерных систем;26.01.2024
№0372200172124000001;Оказание услуг по комплексному обслуживанию и ремонту АРМ и оргтехники;62.02.10.000: Услуги консультативные по компьютерному оборудованию;17.01.2024
№0847500000924000020;Оказание услуг по аренде и техническому обслуживанию оптических волокон для цифровых линий связи;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;26.01.2024
№0190200000324000382;Оказание услуг по адаптации и сопровождению установленных экземпляров справочно-правовой системы;62.03.12.130: Услуги по сопровождению компьютерных систем;26.01.2024
№0108500000424000057;Оказание услуг по адаптации и сопровождению экземпляров систем КонсультантПлюс на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг  с ранее установленными;62.02.30.000: Услуги по технической поддержке информационных технологий;19.01.2024
№0318300225824000001;Оказание услуг по сопровождению ранее установленного у Заказчика экземпляра Электронного периодического справочника «Система ГАРАНТ», содержащего информацию о текущем состоянии законодательства Российской Федерации путем предоставления экземпляров текущих версий комплекта ЭПС «Система ГАРАНТ»;62.03.12.130: Услуги по сопровождению компьютерных систем;18.01.2024
№0818500006324000001;"Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта ""Парус-Бюджет 8""";62.02.30.000: Услуги по технической поддержке информационных технологий;18.01.2024
№0372200258524000066;"Оказание услуг по адаптации и сопровождению экземпляров Систем Консультант Плюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными в СПб ГБУЗ ""Больница Св. Георгия"" экземплярами Систем Консультант Плюс (в том числе специальной копии Системы)";62.03.12.130: Услуги по сопровождению компьютерных систем;26.01.2024
№0318300225824000002;Оказание услуг по сопровождению Электронного периодического справочника «Система ГАРАНТ», содержащего информацию о текущем состоянии законодательства Российской Федерации, путем предоставления текущих версий комплекта ЭПС «Система ГАРАНТ»;62.03.12.130: Услуги по сопровождению компьютерных систем;18.01.2024
№0369300228724000003;КОНСУЛЬТАНТ ПЛЮС;62.03.12.130: Услуги по сопровождению компьютерных систем;26.01.2024
№0345300121124000003;"Оказание услуг по обслуживанию, сопровождению и обновлению справочно-правовой системы ""Консультант Плюс""";62.02.30.000: Услуги по технической поддержке информационных технологий;19.01.2024
№0818500001724000001;"Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта ""ПАРУС-Бюджет 8""";62.02.30.000: Услуги по технической поддержке информационных технологий;17.01.2024
№32413218019;Определение лицензиара/лицензиата на приобретение неисключительных прав использования программного обеспечения для нужд ПАО «Россети Московский регион».;62.03.12.130: Услуги по сопровождению компьютерных систем;26.01.2024
№0172300004024000001;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными в Местной администрации МО МО № 78 экземплярами Систем КонсультантПлюс;62.02.30.000: Услуги по технической поддержке информационных технологий;26.01.2024
№32413218014;Выполнение работ по интеграции между системой «АС-Кобра» и «1С Бухгалтерия»;62.03.12.130: Услуги по сопровождению компьютерных систем;26.01.2024
№32413218005;Поставка экземпляра Системы Консультант Плюс и на подключение, адаптацию и сопровождение установленных у Заказчика экземпляров Систем Консультант-Плюс;62.03.12.130: Услуги по сопровождению компьютерных систем;26.01.2024
№0861300007024000001;Оказание услуг по сопровождению Электронного периодического справочника ''Система ГАРАНТ'';62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;17.01.2024
№0373100054424000001;"Оказание услуг по информационно-технологическому сопровождению программных продуктов на платформе ""1С: Предприятие""";62.02.30.000: Услуги по технической поддержке информационных технологий;19.01.2024
№0338200006524000003;Оказание услуг по информационному обслуживанию (обновлению) ранее используемой справочно-правовой системы «Гарант»;62.03.12.130: Услуги по сопровождению компьютерных систем;26.01.2024
№0301300017324000002;Оказание услуг, обеспечивающих эффективную эксплуатацию персоналом Заказчика Государственной информационной системы в сфере здравоохранения Республики Башкортостан;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;18.01.2024
№0318200049824000001;Оказание услуги по предоставлению сертификата на техническую поддержку  программного продукта «ПАРУС-Бюджет 8»;62.02.30.000: Услуги по технической поддержке информационных технологий;19.01.2024
№32413217000;Передача неисключительных прав использования ЭС «Госфинансы»                                        ;62.02.20.130: Услуги по обучению пользователей;26.01.2024
№0120300000624000001;Оказание услуг по адаптации и сопровождению экземпляров Систем Консультант Плюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными в администрации Партизанского муниципального округа Приморского края экземплярами Систем;62.02.30.000: Услуги по технической поддержке информационных технологий;19.01.2024
№0120300000624000002;Оказание услуг по информационно-технологическому, консультационному обслуживанию, обновлению и сопровождению программных продуктов «1С: Бухгалтерия государственного учреждения 8», «1С: Зарплата и кадры государственного учреждения 8» и «1С: Реестр государственного и муниципального имущества» на 2024 год;62.02.30.000: Услуги по технической поддержке информационных технологий;19.01.2024
№0174500001124000087;на оказание услуг по обеспечению информационно-технического сопровождения и лицензионного обслуживания прикладных программных продуктов «1С» и/или «Парус», а также консультированию специалистов бухгалтерских служб по использованию прикладных программных продуктов «1С» и/или «Парус»;62.02.30.000: Услуги по технической поддержке информационных технологий;26.01.2024
№0168500000624000009;Услуги по сопровождению и адаптации экземпляров систем КонсультанПлюс оказываемых на основе специального лицензионного программного обеспечения, обеспечивающего совместимость информационных услуг с установленными у Заказчика системами КонсультантПлюс;62.03.12.130: Услуги по сопровождению компьютерных систем;17.01.2024
№0356200002024000012;ОКАЗАНИЕ УСЛУГ ПО ТЕХНИЧЕСКОМУ ОБСЛУЖИВАНИЮ И АДАПТАЦИИ ПРОГРАММНОГО ОБЕСПЕЧЕНИЯ МЕДИЦИНСКОЙ ИНФОРМАЦИОННОЙ СИСТЕМЫ «АРИАДНА», НАХОДЯЩЕЙСЯ В СОБСТВЕННОСТИ ГБУЗ ПК «ПЕРМСКАЯ КРАЕВАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА»;62.03.12.130: Услуги по сопровождению компьютерных систем;15.01.2024
№0307100009124000001;Услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;18.01.2024
№0848300046024000010;Оказание услуг по информационному обслуживанию для нужд МКУ «Многофункциональный центр предоставления государственных и муниципальных услуг городского округа Егорьевск»;62.02.3: Услуги по технической поддержке информационных технологий;26.01.2024
№0815500000524000216;Оказание услуг по адаптации и сопровождению ранее установленного у Заказчика Электронного периодического справочника «Система ГАРАНТ» (информационного продукта вычислительной техники) (далее — ЭПС «Система ГАРАНТ»), содержащего информацию о текущем состоянии законодательства Российской Федерации, путем предоставления формируемых Исполнителем экземпляров текущих версий специальных информационных массивов (далее — СИМ) ЭПС «Система ГАРАНТ»;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;19.01.2024
№0130300036224000001;"Оказание услуг по сопровождению Электронного периодического справочника ""Система ГАРАНТ""";62.03.12.130: Услуги по сопровождению компьютерных систем;18.01.2024
№0801300012224000003;Оказание услуг по сопровождению программного продукта «Эврика», «Зарплата-школа», «Тарификация-школа», «Отчет по субвенциям  и субсидиям» для нужд  МКУ Отдел образования муниципального района Учалинский район Республики Башкортостан.;62.02.30.000: Услуги по технической поддержке информационных технологий;19.01.2024
№0158200002724000001;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс.;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;18.01.2024
№0801300012224000004;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными у Заказчика экземплярами Систем КонсультантПлюс (в том числе специальной копией Системы КонсультантПлюс) для нужд Заказчика Муниципальное казенное учреждение отдел образования муниципального района Учалинский район Республики Башкортостан.;62.02.30.000: Услуги по технической поддержке информационных технологий;19.01.2024
№0862300039624000004;Услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс;62.09.2: Услуги в области информационных технологий и компьютерные услуги прочие, не включенные в другие группировки;18.01.2024
№32413217742;Определение исполнителя на оказание услуг по поддержке рабочих мест, периферийного и офисного оборудования для нужд ПАО «Россети Московский регион».;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;26.01.2024
№32413216810;Оказание услуг по техническому сопровождению и выполнению доработок корпоративных сайтов УрГЭУ;62.02.30.000: Услуги по технической поддержке информационных технологий;26.01.2024
№0322200005824000004;Оказание услуг по сопровождению программного обеспечения 1С;62.02.30.000: Услуги по технической поддержке информационных технологий;19.01.2024
№32413217274;"Оказание услуг по сопровождению электронного периодического справочника ""Система Гарант""";62.02.30.000: Услуги по технической поддержке информационных технологий;26.01.2024
№0108500000424000156;техническая поддержка  государственной информационной системы обеспечения градостроительной деятельности Республики Марий Эл ;62.02.30.000: Услуги по технической поддержке информационных технологий;26.01.2024
№0132600029324000001;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными экземплярами Систем КонсультантПлюс;62.03.12.130: Услуги по сопровождению компьютерных систем;18.01.2024
№0121200002124000001;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у заказчика экземплярами Систем КонсультантПлюс;62.03.12.130: Услуги по сопровождению компьютерных систем;18.01.2024
№0846600001224000002;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс в 2024 году для нужд администрации Добровского муниципального округа.;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;17.01.2024
№0137200001224000017;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у Заказчика экземплярами Систем КонсультантПлюс;62.03.12.130: Услуги по сопровождению компьютерных систем;19.01.2024
№32413217648;Оказание услуг по размещению и инженерно-техническому обеспечению оборудования филиала «Аэронавигация Юга» ФГУП «Госкорпорация по ОрВД» на объекте «РТРС Жирновск» (для нужд Волгоградского Центра ОВД);63.11.19.000: Услуги прочие по размещению и предоставлению инфраструктуры информационных технологий;26.01.2024
№0176200005524000020;Оказание услуг по сопровождению Электронного периодического справочника «Система ГАРАНТ» (информационного продукта вычислительной техники);62.03.12.130: Услуги по сопровождению компьютерных систем;26.01.2024
№0846600001224000001;Оказание услуг по предоставлению доступа к программному комплексу «АРМ-НПА» и его информационно-технологическому сопровождению в 2024году для нужд администрации Добровского муниципального округа.;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;17.01.2024
№32413211501;"Передача права использования электронной базы данных ""Госфинансы.Плюс"" на условиях простой (неисключительной) лицензии для ИФТПС СО РАН";63.11.13.000: Услуги по предоставлению программного обеспечения без его размещения на компьютерном оборудовании пользователя;25.01.2024
