Реестровый номер закупки;Наименование закупки;Классификация по ОКПД2;Дата размещения
№32413230978;Оказание услуг по сопровождению и технической поддержке Единой инвестиционной карты Дальнего Востока и Арктики;62.09.2: Услуги в области информационных технологий и компьютерные услуги прочие, не включенные в другие группировки;31.01.2024
№0875500000424000008;"Предоставление прав на использование XSpider для ГИС ""Система -112 Республики Крым""";62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;23.01.2024
№0848300045424000048;Закупка в 2024 году на оказание услуг по информационно-техническому обслуживанию ПК «Строительный эксперт» для нужд МБУ «Одинцовское городское хозяйство»;62.09.2: Услуги в области информационных технологий и компьютерные услуги прочие, не включенные в другие группировки;31.01.2024
№32413231743;Услуги по установке, тестированию, сопровождению программ;"62: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";31.01.2024
№0124200000624000276;"Оказание услуг по сопровождению программного обеспечения медицинской информационной системы ""Ариадна""";62.03.12.130: Услуги по сопровождению компьютерных систем;31.01.2024
№0318200005924000001;Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8».;62.02.30.000: Услуги по технической поддержке информационных технологий;22.01.2024
№32413232191;Оказание услуг по настройке и адаптации программы 1С;62.09.20.120: Услуги по установке программного обеспечения;31.01.2024
№0322200006124000001;Оказание услуг по предоставлению доступа, обслуживанию и информационному сопровождению Электронного периодического справочника «Система ГАРАНТ»;62.02.30.000: Услуги по технической поддержке информационных технологий;24.01.2024
№0190300003724000032;на передачу сертификата технической поддержки программного обеспечения «Кибер Бэкап Расширенная Физический сервер» и сертификата технической поддержки программного обеспечения «Кибер Бэкап Расширенная Платформа виртуализации»;62.02.30.000: Услуги по технической поддержке информационных технологий;29.01.2024
№0153300090224000007;Услуги по включению архивного отдела администрации муниципального образования Ясненский городской округ Оренбургской области в единую информационную систему архивов Оренбургской области;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;31.01.2024
№0573100027724000016;Оказание услуг по передаче неисключительных лицензионных прав на систему управления организационными и техническими мероприятиями по защите информации для нужд филиала «Сибирский территориальный округ» ФГУП «РАДОН»;62.01.29.000: Оригиналы программного обеспечения прочие;22.01.2024
№0352300017024000004;Оказание услуг по технической поддержке средств криптографической защиты информации ViPNet, применяемых для защиты электронного документооборота (Реестровый номер 2024.004499);62.02.30.000: Услуги по технической поддержке информационных технологий;24.01.2024
№0891200000624000089;Оказание информационных услуг с использованием экземпляров Специальных Выпусков Систем КонсультантПлюс (00000085-ЭА);62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;19.01.2024
№0865200000324000007;Оказание услуг по предоставлению неисключительных прав на использование антивирусного программного обеспечения;62.01.29.000: Оригиналы программного обеспечения прочие;29.01.2024
№0137100000424000002;Услуги по технической поддержке информационных технологий – Обслуживание программных продуктов системы «1С:Предприятие» в Управлении Судебного департамента в Калужской области;62.02.3: Услуги по технической поддержке информационных технологий;22.01.2024
№32413233144;Услуги поставки, адаптации и сопровождения экземпляров систем КонсультантПлюс;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;31.01.2024
№0354300009024000002;оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемых на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными у Заказчика экземплярами Систем КонсультантПлюс;62.02.30.000: Услуги по технической поддержке информационных технологий;31.01.2024
№0806300003124000001;"Оказание услуг по техническому сопровождению программного продукта ""АС""Бюджет"", АС ""Управление имуществом"", ПО ""Сервер обмена данными"", а также дополнительных программных модулей и функциональных возможностей к этому программному продукту";62.03.12.130: Услуги по сопровождению компьютерных систем;23.01.2024
№32413232048;"Предоставление комплекта электронного периодического справочника ""Система ""ГАРАНТ"" для нужд ФГБУ ""Управление ДП ФПС ГПС № 3""";63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;31.01.2024
№0373200052724000045;"Оказание услуг по комплексному техническому обслуживанию Лабораторной Информационной системы АЛИСА (ЛИС АЛИСА), установленной в ГБУЗ ""ГКБ имени В.М.Буянова ДЗМ""";62.02.30.000: Услуги по технической поддержке информационных технологий;22.01.2024
№32413233103;Выполнение работ по разработке программного обеспечения «Модуль визуализации загруженных плановых (нормативных) графиков движения поездов в программном обеспечении «Автоматизированная система учета и анализа работы линий метрополитена (АСУ АРЛМ) версия 4.0»;62.01.11.000: Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения;31.01.2024
№0869200000224000207;Оказание услуг по технической поддержке и обновлению ПТК СОИ СЗН;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;23.01.2024
№0372300002224000004;Оказание услуг по адаптации и сопровождению правовых систем КонсультантПлюс для нужд муниципального бюджетного учреждения муниципального образования Смольнинское «Досуговый центр «Зелёный слон» в 2024 году.;63.11.13.000: Услуги по предоставлению программного обеспечения без его размещения на компьютерном оборудовании пользователя;31.01.2024
№0190300010824000028;Предоставление неисключительных прав (продление простой неисключительной лицензии) использования программного обеспечения для ЭВМ, существующего у Заказчика.;62.01.29.000: Оригиналы программного обеспечения прочие;31.01.2024
№0164200001924000011;Оказание услуг по подготовке и размещению информационных сообщений о деятельности Тамбовской областной Думы на региональной странице интернет-портала федерального средства массовой информации;63.99.10.130: Услуги по сбору и обобщению фактов и информации, кроме списков адресатов;19.01.2024
№0104200000924000001;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемых на основе специального лицензионного сервисного программного обеспечения;63.11.11.000: Услуги по обработке данных;31.01.2024
№0190300010824000013;Оказание услуг по наполнению государственной информационной системы «Электронный архив  Ямало-Ненецкого автономного округа»;63.11.11.000: Услуги по обработке данных;22.01.2024
№32413232984;"Оказание услуг по внедрению подсистемы ЛИС ЕГИСЗ ВО в АУЗ ВО ""ВОККДЦ"" ";62.01.29.000: Оригиналы программного обеспечения прочие;31.01.2024
№0387200010124000004;Оказание услуг по адаптации и сопровождению справочно-правовой системы «Консультант Плюс»;62.03.1: Услуги по управлению компьютерным оборудованием;23.01.2024
№32413232969;Право заключения договора на поставку оборудования для модернизации ИТ инфраструктуры программно-технического комплекса Эксплуатация;63.11.19.000: Услуги прочие по размещению и предоставлению инфраструктуры информационных технологий;31.01.2024
№0101300000224000001;Оказание услуг по освещению деятельности органов местного самоуправления в печатных средствах массовой информации в 2024 году для нужд городского округа город Агидель Республики Башкортостан;63.91.11.000: Услуги информационных агентств, предоставляемые газетам и периодическим изданиям;31.01.2024
№0301300001824000007;Оказание услуги, обеспечивающие эффективную эксплуатацию персоналом Заказчика Государственной информационной системы в сфере здравоохранения Республики Башкортостан, используемой в ГБУЗ РБ Верхнеяркеевская ЦРБ;62.02.30.000: Услуги по технической поддержке информационных технологий;22.01.2024
№0853500000324000263;Приобретение неисключительных прав на использование справочно-правовой системы;62.03.12.130: Услуги по сопровождению компьютерных систем;31.01.2024
№0321300009224000073;Оказание консультационных услуг и технической поддержки комплексной системы автоматизации медицинского учреждения (КСАМУ);62.02.30.000: Услуги по технической поддержке информационных технологий;31.01.2024
№0176200005524000037;Оказание услуг по сопровождению ранее установленного ЭПС Система ГАРАНТ;63.11.13.000: Услуги по предоставлению программного обеспечения без его размещения на компьютерном оборудовании пользователя;31.01.2024
№0335200007524000002;оказание услуг по технической поддержке информационной системы скорой медицинской помощи государственной информационной системы в сфере здравоохранения Калининградской области в 2024 году;62.02.30.000: Услуги по технической поддержке информационных технологий;31.01.2024
№0822300015524000001;"""Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, иного программного обеспечения, установленных у Заказчика """;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;22.01.2024
№0744200000224000351;Предоставление услуги программно-аппаратного комплекса «Курский региональный центр обработки данных» с целью размещения АИС «Управление строительством региона»;62.02.30.000: Услуги по технической поддержке информационных технологий;31.01.2024
№0817200000324000653;Оказание услуг по подготовке и размещению информационных сообщений и информационно-аналитических материалов в муниципальном печатном СМИ, территорией распространения которого является Панкрушихинский район Алтайского края, а также по размещению информационных сообщений на интернет-ресурсе данного издания;"63.91.11.000: Услуги информационных агентств, предоставляемые газетам и периодическим изданиям; 73.11.11.000: Набор рекламных услуг полный";31.01.2024
№0891200000624000106;"Комплексная поддержка программного продукта ""Аверс: Управление лесным фондом ПРОФ"" (00000028-ЭА)";62.03.12.130: Услуги по сопровождению компьютерных систем;22.01.2024
№0845500000924000001;"Оказание услуг по адаптации и сопровождению экземпляров справочных правовых систем КонсультантПлюс на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными в ГКУ ЛО ""УДС ЛО"" экземплярами.";62.03.12.130: Услуги по сопровождению компьютерных систем;24.01.2024
№0817200000324000650;Оказание услуг по подготовке и размещению информационных сообщений и информационно-аналитических материалов в муниципальном печатном СМИ, территорией распространения которого является Немецкий национальный район Алтайского края, а также по размещению информационных сообщений на интернет-ресурсе данного издания;"63.91.11.000: Услуги информационных агентств, предоставляемые газетам и периодическим изданиям; 73.11.11.000: Набор рекламных услуг полный";31.01.2024
№0891200000624000067;Оказание услуг по предоставлению простого (неисключительного) права на получение обновлений эксплуатируемого программного продукта «Медицинская Информационная Система «Комплекс Программных Средств «Система Автоматизации Медико-Страхового Обслуживания Населения» «САМСОН» (00000104-ЭА);62.02.30.000: Услуги по технической поддержке информационных технологий;19.01.2024
№0335200007524000001;оказание услуг по сопровождению программного обеспечения для автоматизации процессов назначения и обеспечения лекарственными препаратами и медицинскими изделиями отдельных категорий граждан на льготной основе в 2024 году;62.02.30.000: Услуги по технической поддержке информационных технологий;31.01.2024
№0318300524324000003;Выполнение работ по модернизации программной инфраструктуры автоматизации медицинской и административной деятельности при осуществлении лечебно-диагностических процессов;62.02.30.000: Услуги по технической поддержке информационных технологий;31.01.2024
№0380200000124000082;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными у заказчика экземплярами Систем КонсультантПлюс (в том числе специальной копией Системы КонсультантПлюс);62.03.12.130: Услуги по сопровождению компьютерных систем;24.01.2024
№0347200004324000001;"Адаптация и сопровождение установленных экземпляров справочно-правовой системы ""КонсультантПлюс"",  принадлежащих заказчику";62.02.30.000: Услуги по технической поддержке информационных технологий;23.01.2024
№32413232745;Оказание услуг по адаптации и сопровождению с использованием экземпляров систем КонсультантПлюс в 2024-2025  годах;63.11.19: Услуги прочие по размещению и предоставлению инфраструктуры информационных технологий;31.01.2024
№0124200000624000049;Оказание услуг по адаптации и сопровождению экземпляров Системы КонсультантПлюс, оказываемых на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными у Заказчика экземплярами Системы КонсультантПлюс (в том числе, специальной копии Системы).;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;19.01.2024
№0124200000624000095;Оказание услуг по предоставлению простого (неисключительного) права на получение обновлений, эксплуатируемого программного продукта «Медицинская Информационная Система «Комплекс Программных Средств «Система Автоматизации Медико-Страхового Обслуживания Населения» «САМСОН»;"58.29.50.000: Услуги по предоставлению лицензий на право использовать компьютерное программное обеспечение; 62.02.30.000: Услуги по технической поддержке информационных технологий";23.01.2024
№0124200000624000093;"Оказание услуг по сопровождению, техническому, информационному и консультационному обслуживанию информационной системы ""Школа"" (ИС ""Школа""), её модулей и компонентов";62.03.12.130: Услуги по сопровождению компьютерных систем;23.01.2024
№0124200000624000092;Оказание услуг по сопровождению справочно-информационных баз данных системы «Гарант»;62.02.30.000: Услуги по технической поддержке информационных технологий;23.01.2024
№0817200000324000640;Оказание услуг по подготовке и размещению информационных сообщений и информационно-аналитических материалов в муниципальном печатном СМИ, территорией распространения которого является Новичихинский район Алтайского края, а также по размещению информационных сообщений на интернет-ресурсе данного издания;"63.91.11.000: Услуги информационных агентств, предоставляемые газетам и периодическим изданиям; 73.11.11.000: Набор рекламных услуг полный";31.01.2024
№0318200019324000002;"Оказание услуг по информационному обновлению и сопровождению программного продукта «Комплексная система автоматизации управления бюджетными учреждениями ""Талисман-SQL""";62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;31.01.2024
№0817200000324000639;Оказание услуг по подготовке и размещению информационных сообщений и информационно-аналитических материалов в муниципальном печатном СМИ, территорией распространения которого является Михайловский район Алтайского края, а также по размещению информационных сообщений на интернет-ресурсе данного издания;"63.91.11.000: Услуги информационных агентств, предоставляемые газетам и периодическим изданиям; 73.11.11.000: Набор рекламных услуг полный";31.01.2024
№0322300012824000014;Оказание услуг по сопровождению программного обеспечения 1С;62.02.30.000: Услуги по технической поддержке информационных технологий;24.01.2024
№0187300012824000022;Выполнение работ по ведению государственной информационной системы обеспечения градостроительной деятельности ХМАО-Югры (наполнение базы данных топографической съемкой);63.11.11.000: Услуги по обработке данных;31.01.2024
№0862600020824000011;"Оказание услуг по адаптации и сопровождению экземпляров систем ""КонсультантПлюс"", оказываемых на основе специального лицензионного программного обеспечения (""КонсультантПлюс"")";62.03.12.130: Услуги по сопровождению компьютерных систем;31.01.2024
№0112200000824000072;"Услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными в ГКУ ""МЦБ РТ"" экземплярами Систем КонсультантПлюс для нужд ГКУ ""МЦБ РТ""";62.02.30.000: Услуги по технической поддержке информационных технологий;31.01.2024
№0372200164624000001;"Оказание услуг по передаче неисключительных прав на использование программы ""Web-система СБИС""";62.02.30.000: Услуги по технической поддержке информационных технологий;23.01.2024
№0304500000124000042;Оказание услуг по техническому сопровождению при эксплуатации специального программного обеспечения информационной системы, выполняющей функции региональной государственной информационной системы в сфере здравоохранения ;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;31.01.2024
№0302300004024000005;Оказание услуги по сопровождению электронного периодического справочника;62.03.12.130: Услуги по сопровождению компьютерных систем;31.01.2024
№0318200078424000018;Оказание услуг по мониторингу событий информационной безопасности объектов ЗСПД и комплексному техническому сопровождению СОИБ;62.02.30.000: Услуги по технической поддержке информационных технологий;22.01.2024
№0318200076324000001;Оказание услуг по комплексному сопровождению программного продукта «Медицинская информационная система «Инит-МЕД»;62.02.30.000: Услуги по технической поддержке информационных технологий;31.01.2024
№32413231558;На оказание услуг по техническому обслуживанию программного обеспечения Подсистемы ЦЛИС РФ ЕГИСЗ СО;62.02.30.000: Услуги по технической поддержке информационных технологий;31.01.2024
№0318200008224000001;Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;62.02.30.000: Услуги по технической поддержке информационных технологий;31.01.2024
№0166300016124000005;Оказание услуг по изготовлению и размещению информационных материалов на региональном сегменте федерального сетевого издания СМИ;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;23.01.2024
№0131200001024000131;2024-00142 = Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными у казенного учреждения Воронежской области «Фонд государственного имущества» экземплярами систем КонсультантПлюс для нужд казенного учреждения Воронежской области «Фонд государственного имущества»;62.02.30.000: Услуги по технической поддержке информационных технологий;24.01.2024
№0318300469524000012;Оказание услуг по сопровождению Электронного периодического справочника «Система ГАРАНТ» (далее - ЭПС «Система ГАРАНТ»), содержащего информацию о текущем состоянии законодательства Российской Федерации, путем предоставления в электронном виде по каналам связи посредством телекоммуникационной сети Интернет текущих выпусков версий комплекта, являющегося частью ЭПС «Система ГАРАНТ»;62.03.12.130: Услуги по сопровождению компьютерных систем;31.01.2024
№32413232443;Услуга по предоставлению Пакета услуг «Информационная поддержка пользователей, адаптация и обслуживание программного обеспечения Автоматизированая Система Управления Государственным и Муниципальным Имуществом (АС УГМИ).;62.09.2: Услуги в области информационных технологий и компьютерные услуги прочие, не включенные в другие группировки;31.01.2024
№0843500000224000193;Услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными в Администрации Шатровского  муниципального округа Курганской области экземплярами Систем КонсультантПлюс;62.03.12.130: Услуги по сопровождению компьютерных систем;31.01.2024
№32413232424;Приобретение антивируса Kaspersky Endpoint Security ;62.01.29.000: Оригиналы программного обеспечения прочие;31.01.2024
№32413232380;"Оказание услуг по сопровождению  программного продукта ""1С: Университет ПРОФ"" и активации возможности обновления.";62.02.20: Услуги консультативные по вопросам систем и программному обеспечению;31.01.2024
№0144200003924000003;"Оказание услуг по адаптации и сопровождению экземпляров систем КонсультантПлюс на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными в ""Инспекции гостехнадзора Курской области"" экземплярами систем КонсультантПлюс (в том числе специальной копией системы КонсультантПлюс) для нужд ""Инспекции гостехнадзора Курской области""";62.03.12.130: Услуги по сопровождению компьютерных систем;22.01.2024
№0169300005924000002;"Оказание услуг по сопровождению автоматизированной системы ""АЦК-Финансы"", установленной в Финансовом управлении администрации Ашинского муниципального района в 2024 году";62.02.30.000: Услуги по технической поддержке информационных технологий;23.01.2024
№0173500000424000001;Оказание услуг по предоставлению доступа к программному обеспечению по поиску учебно-методических материалов в рамках проекта «Онлайн-Академия 2.0» для нужд ГБУ «Малый бизнес Москвы»;63.11.13.000: Услуги по предоставлению программного обеспечения без его размещения на компьютерном оборудовании пользователя;31.01.2024
№0139300027724000001;Услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными у заказчика экземплярами Систем КонсультантПлюс;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;24.01.2024
№0348200027324000003;Техническое обслуживание программного обеспечения 1С, техническое обслуживание компьютерной техники и сетевого оборудования;62.03.1: Услуги по управлению компьютерным оборудованием;22.01.2024
№32413230985;Оказание услуг по сопровождению 1С: Предприятие;62.02.30.000: Услуги по технической поддержке информационных технологий;31.01.2024
№0815500000524000298;Оказание услуг по сопровождению ранее установленного у Заказчика Электронного периодического справочника «Система ГАРАНТ» в 2024 году;62.03.12.130: Услуги по сопровождению компьютерных систем;23.01.2024
№0184300000424000005;Размещение (публикация) информационных материалов в средствах массовой информации (газете);63.91.11.000: Услуги информационных агентств, предоставляемые газетам и периодическим изданиям;22.01.2024
№0301200081724000002;Услуги, обеспечивающие эффективную эксплуатацию ГИС в сфере здравоохранения РБ;62.02.3: Услуги по технической поддержке информационных технологий;23.01.2024
№32413232288;"Услуги по технической поддержке  программного обеспечения ""ЭНФОРС""";62.02.30.000: Услуги по технической поддержке информационных технологий;31.01.2024
№0875500000624000003;Услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными у заказчика экземплярами Систем КонсультантПлюс (в том числе специальной копией Системы КонсультантПлюс);62.03.12.130: Услуги по сопровождению компьютерных систем;31.01.2024
№0301300021424000010;Продление: Простая неисключительная лицензия на использование Базы данных Электронная система «Госзаказ», срок действия лицензии 12 месяцев, однопользовательская: Тариф «Оптимальный»;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;31.01.2024
№0118300000624000004;Оказание услуг по техническому обслуживанию и дополнительному сопровождению программного продукта «Единая система учета объектов и неналоговых доходов в Краснодарском крае» путем предоставления абонемента;62.02.30.000: Услуги по технической поддержке информационных технологий;19.01.2024
№0372200004324000002;Оказание услуг по сопровождению комплекса медицинской информационной системы КПС «Виста - МЕД» для СПБ ГБУЗ «Городская поликлиника № 51» в 2024 году;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;24.01.2024
№0310200000324000127;Оказание услуги по предоставлению неисключительного права использования электронной Базы данных «Госфинансы» (простая неисключительная лицензия);63.11.13.000: Услуги по предоставлению программного обеспечения без его размещения на компьютерном оборудовании пользователя;31.01.2024
№0161300003324000006;Оказание услуг по размещению информационных материалов в рамках оказания бесплатной юридической помощи в печатном средстве массовой информации – газете, выходящей в муниципальном образовании городской округ «Смирныховский»;63.91.11.000: Услуги информационных агентств, предоставляемые газетам и периодическим изданиям;31.01.2024
