Реестровый номер закупки;Наименование закупки;Классификация по ОКПД2;Дата размещения
№0816500000624000140;Оказание услуг (ЕГИСЗ) по сопровождению централизованной системы (подсистемы ЕГИСЗ) «Центральный архив медицинских изображений»;62.02.3: Услуги по технической поддержке информационных технологий;25.01.2024
№0816500000624000139;Оказание услуг по техническому обслуживанию (сопровождению) систем электронного документооборота;62.03.12.190: Услуги по управлению компьютерными системами прочие, не включенные в другие группировки;25.01.2024
№0816500000624000136;Оказание услуг по информационному обслуживанию ранее установленной справочно–правовой системы Гарант;62.02.30.000: Услуги по технической поддержке информационных технологий;25.01.2024
№0318200018824000002;Услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;62.02.30.000: Услуги по технической поддержке информационных технологий;24.01.2024
№0355300100624000001;Продление антивирусного обеспечения;62.01.29.000: Оригиналы программного обеспечения прочие;24.01.2024
№0306300045724000003;Оказание услуги по техническому сопровождению программных продуктов «АС «Бюджет», а также дополнительных программных модулей и функциональных возможностей к этим программным продуктам»;62.03.12.130: Услуги по сопровождению компьютерных систем;25.01.2024
№0361300027524000004;Оказание услуг по продлению права пользования (лицензии) ранее установленного антивирусного программного обеспечения Антивирус Касперский;62.01.29.000: Оригиналы программного обеспечения прочие;19.01.2024
№0362200063524000001;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемых на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с установленными у Заказчика экземплярами Систем КонсультантПлюс (в том числе специальной копией Системы) для нужд Заказчика;63.99.1: Услуги информационные прочие, не включенные в другие группировки;23.01.2024
№0375200055124000011;Оказание консультационных услуг по сопровождению и модификации (изменению программного кода) единого комплекса программных средств;62.02.30.000: Услуги по технической поддержке информационных технологий;24.01.2024
№0818500004324000001;Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;62.02.30.000: Услуги по технической поддержке информационных технологий;25.01.2024
№0190300000224000013;Предоставление неисключительного права использования антивирусного программного обеспечения;62.01.29.000: Оригиналы программного обеспечения прочие;31.01.2024
№0372200251524000002;Оказание услуг по сопровождению медицинской информационной системы «Ариадна» с передачей неисключительных прав на обновленные модули в Санкт-Петербургском государственном бюджетном учреждении здравоохранения «Детский пульмонологический санаторий «Салют» Адмиралтейского района Санкт-Петербурга» в 2024 году;62.03.12.130: Услуги по сопровождению компьютерных систем;25.01.2024
№0301300321624000002;Оказание услуг, обеспечивающие эффективную эксплуатацию персоналом Заказчика Государственной информационной системы в сфере здравоохранения Республики Башкортостан;62.02.30.000: Услуги по технической поддержке информационных технологий;25.01.2024
№0319200057224000003;Услуги с использованием экземпляров Систем Консультант Плюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость информационных услуг с установленными у заказчика экземплярами Систем КонсультантПлюс;62.03.12.130: Услуги по сопровождению компьютерных систем;26.01.2024
№0177200000924000020;Оказание услуг по передаче права использования базы данных электронной системы «Госфинансы Плюс»;63.11.13.000: Услуги по предоставлению программного обеспечения без его размещения на компьютерном оборудовании пользователя;19.01.2024
№0116300000224000008;Оказание услуг по техническому сопровождению ПО VIP Net Client;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;24.01.2024
№32413221546;Оказание услуг по сопровождению IT-инфраструктуры  ;62.02.30: Услуги по технической поддержке информационных технологий;29.01.2024
№0169300027124000013;"Оказание услуг по сопровождению автоматизированной системы ""АЦК-Финансы""";62.03.12.130: Услуги по сопровождению компьютерных систем;31.01.2024
№0342300209024000001;"Оказание услуг по информационному сопровождению справочной правовой системы «Гарант» для нужд государственного бюджетного учреждения здравоохранения Самарской области ""Самарская городская поликлиника №1 Промышленного района""";62.03.12.130: Услуги по сопровождению компьютерных систем;25.01.2024
№0169300035824000002;Оказание услуг по  изготовлению и размещению информационных материалов о деятельности Главы Миасского городского округа и Администрации Миасского городского округа в электронном средстве массовой информации (сетевое издание);63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;25.01.2024
№0360300003724000001;Оказание услуги по обслуживанию ранее установленного комплекта справочной правовой системы;62.02.30.000: Услуги по технической поддержке информационных технологий;25.01.2024
№0167200003424000195;Оказание услуг по передаче неисключительных прав на использование модифицированных программных продуктов «Парус-Бюджет 8 SE», «Парус-Бюджет 7» и сопровождению модифицированных программных продуктов «Парус-Бюджет 8 SE», «Парус-Бюджет 7»;62.03.12.130: Услуги по сопровождению компьютерных систем;26.01.2024
№0133200001724000134;Платные услуги по адаптации и сопровождению экземпляров Систем иного программного обеспечения;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;24.01.2024
№0160300003624000012;"Услуга по обновлению программного обеспечения: ПМ  «Многобюджетность»; ПО «Сервер обмена данными»; АС «УРМ»; Функционал АС «Бюджет», обеспечивающий применение электронной подписи к документам и передачу клиентам выписок по лицевым счетам; учреждений, заверенных электронной подписью";62.02.30.000: Услуги по технической поддержке информационных технологий;25.01.2024
№0372200278524000009;Оказание услуг по предоставлению сертификата на техническую поддержку компьютерного программного обеспечения для государственных нужд  Санкт-Петербурга;62.02.30.000: Услуги по технической поддержке информационных технологий;25.01.2024
№0372200278524000008;Оказание услуг по предоставлению сертификата на техническую поддержку компьютерного программного обеспечения для государственных нужд Санкт-Петербурга;62.02.30.000: Услуги по технической поддержке информационных технологий;25.01.2024
№0372200278524000007;Оказание услуг по предоставлению сертификата на техническую поддержку компьютерного программного обеспечения для государственных нужд Санкт-Петербурга;62.02.30.000: Услуги по технической поддержке информационных технологий;25.01.2024
№0139200000124000017;Оказание консультативных услуг по вопросам  программного обеспечения и сопровождение программного продукта «Парус-Бюджет».;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;18.01.2024
№0152300011924000021;Оказание услуг по изготовлению и размещению информационных материалов (текстовых и фотоматериалов) в сетевом издании в сети Интернет (с анонсом на главной странице сетевого издания в сети Интернет) с дублированием на региональной (Омской) публичной странице/аккаунте социальной сети сетевого издания в сети Интернет (Реестровый номер 12.0016.24);63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;17.01.2024
№0152300011924000022;Оказание услуг по изготовлению и размещению информационных материалов (текстовых и фотоматериалов) на региональной (Омской) странице сайта федерального периодического печатного издания в сети Интернет с дублированием не менее чем на двух региональных (Омских) публичных страницах/аккаунтах социальных сетей федерального периодического печатного издания в сети Интернет (Реестровый номер 12.0023.24);63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;17.01.2024
№0372200004424000001;Техническое обслуживание АРМ, оргтехники, заправка картриджей, мультимедийного оборудования и администрирование локально-вычислительный сетей;62.03.12.130: Услуги по сопровождению компьютерных систем;23.01.2024
№0847500000924000013;Оказание услуг по организации сети передачи данных для доступа территориально удаленных Учреждений (45 объектов) к региональному сегменту системы межведомственного электронного взаимодействия Магаданской области и подключению единой мультисервисной транспортной сети к сети «Интернет» для обеспечения внешней доступности информационных систем и сервисов;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;24.01.2024
№0847500000924000009;Оказание услуг по организации сети передачи данных для доступа территориально удаленных Учреждений (95 объектов) к региональному сегменту системы межведомственного электронного взаимодействия Магаданской области;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;24.01.2024
№0333200002324000001;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у заказчика экземплярами Систем КонсультантПлюс;62.09.2: Услуги в области информационных технологий и компьютерные услуги прочие, не включенные в другие группировки;26.01.2024
№32413219397;Оказание услуг по адаптации, модификации и сопровождению программ для ЭВМ и обслуживанию сервера на базе Microsoft;62.02.30.000: Услуги по технической поддержке информационных технологий;26.01.2024
№0358300325024000006;услуги по предоставлению защищенного виртуального центра обработки данных и организации доступа (IaaS);62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;28.01.2024
№0375200045924000004;Оказание консультационных услуг по сопровождению и модификации (изменению программного кода) единого комплекса программных средств;62.02.30.000: Услуги по технической поддержке информационных технологий;24.01.2024
№0145200000424000032;Оказание услуг по сопровождению региональной государственной информационной системы жилищно-коммунального хозяйства Ленинградской области;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;26.01.2024
№0142200001324000367;Услуги по подготовке и опубликованию информационных и информационно-аналитических материалов о деятельности депутатов Самарской Губернской Думы в федеральном общественно-политическом издании, а также по подготовке и размещению информационных новостных сообщений о деятельности Самарской Губернской Думы и ее депутатов на собственном Интернет-ресурсе и в региональном эфире федерального радиоканала;"73.12.11.000: Услуги по продаже места для рекламы в печатных средствах информации за вознаграждение или на договорной основе; 60.10.11.000: Услуги по составлению программ радиопередач и их передаче; 63.12.10.000: Содержание порталов в информационно-коммуникационной сети Интернет";24.01.2024
№0848300045424000014;"Закупка услуг по поддержке и сопровождению Информационно-Расчетной Системы ""Жилищно-коммунального хозяйства"", в части мер социальной поддержки населения, (модуль ""Субсидии"") для нужд Администрации Одинцовского городского округа Московской области в 2024 году";62.02.3: Услуги по технической поддержке информационных технологий;22.01.2024
№0818500000824000288;Техническое сопровождение с оказанием консультационных услуг по использованию программного продукта (ПП) «Парус-Бюджет 8»;62.02.30.000: Услуги по технической поддержке информационных технологий;23.01.2024
№0302300006124000003;Оказание услуг по обслуживанию автоматизированных систем, установленных для нужд ГБУЗ «Городская больница №4»;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;23.01.2024
№0816500000624000108;"Оказание информационных услуг по сопровождению электронного периодического справочника ""Система Гарант""";62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;24.01.2024
№0321300132724000016;оказание услуг по сопровождению автоматизированной системы управления «Управление станцией скорой медицинской помощи»;62.03.12.190: Услуги по управлению компьютерными системами прочие, не включенные в другие группировки;24.01.2024
№0148300000624000034;Оказание услуг по обновлению программного обеспечения АС «Смета».;62.02.3: Услуги по технической поддержке информационных технологий;25.01.2024
№0348300139624000014;Оказание услуг по адаптации и сопровождению установленных у Заказчика экземпляров Систем КонсультантПлюс на основе специального лицензионного программного обеспечения;62.02.3: Услуги по технической поддержке информационных технологий;25.01.2024
№0318200051624000002;Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;62.02.30.000: Услуги по технической поддержке информационных технологий;25.01.2024
№0318300445324000022;Выполнение работ по модернизации программной инфраструктуры автоматизации медицинской и административной деятельности при осуществлении лечебно-диагностических процессов;62.02.30.000: Услуги по технической поддержке информационных технологий;21.01.2024
№0318300531724000001;"Оказание услуг по сопровождению медицинской информационной системы ""КПС ""Виста МЕД"" на 2024-2025 гг.";62.03.12.130: Услуги по сопровождению компьютерных систем;24.01.2024
№0318300028424000003;Оказание услуг по технической поддержке официального сайта муниципального образования Динской район www.dinskoi-raion.ru;62.03.12.130: Услуги по сопровождению компьютерных систем;24.01.2024
№0318300177024000002;Оказание услуг по обеспечению продления сервисных сертификатов производителей и доступа к обновлениям баз решающих правил на имеющиеся системы обнаружения вторжений;62.02.30.000: Услуги по технической поддержке информационных технологий;19.01.2024
№0875600002824000001; Услуги по технической поддержке специализированного программного обеспечения (СПО «ИСТОК-СМ»).;62.02.30.000: Услуги по технической поддержке информационных технологий;24.01.2024
№0112200000824000003;"Оказание услуг по предоставлению неисключительного права на использование антивирусного программного обеспечения Kaspersky Endpoint Security для бизнеса – Расширенный ГБУЗ РТ ""Барун-Хемчикский ммц""";62.01.29.000: Оригиналы программного обеспечения прочие;24.01.2024
№0373200006224000009;Оказание услуг по системному сопровождению программно-технического комплекса префектуры Восточного административного округа города Москвы и управ районов Восточного административного округа в 2024 году;62.02.30.000: Услуги по технической поддержке информационных технологий;15.01.2024
№0373200006224000008;Оказание услуг по техническому сопровождению программно-технического комплекса префектуры Восточного административного округа города Москвы и управ районов Восточного административного округа в 2024 году;62.02.30.000: Услуги по технической поддержке информационных технологий;15.01.2024
№32413222949;"Оказание услуг по предоставлению доступов к сетевому изданию ""Информационный ресурс ""СПАРК""";62.03.12.130: Услуги по сопровождению компьютерных систем;29.01.2024
№0301300081524000017;Услуги, обеспечивающие эффективную эксплуатацию персоналом Заказчика Государственной информационной системы в сфере здравоохранения Республики Башкортостан, используемой ГБУЗ РБ Чишминская ЦРБ;62.02.30.000: Услуги по технической поддержке информационных технологий;23.01.2024
№0818500003024000001;Услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;62.02.30.000: Услуги по технической поддержке информационных технологий;24.01.2024
№0318300540824000004;Оказание услуг по поставке сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;62.02.30.000: Услуги по технической поддержке информационных технологий;22.01.2024
№0372200258524000082;"Оказание услуг по разработке сайта Санкт-Петербургского государственного бюджетного учреждения здравоохранения ""Городская больница Святого Великомученика Георгия""";62.01.11.000: Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения;30.01.2024
№0851200000624000083;Оказание услуг по сопровождению информационной системы «Государственная кадастровая оценка объектов недвижимости Новосибирской области» в 2024 году;62.02.30.000: Услуги по технической поддержке информационных технологий;23.01.2024
№0373100025724000007;Поставка прав на программы для аппаратного комплекса UserGate D 500;62.01.29.000: Оригиналы программного обеспечения прочие;23.01.2024
№1001200000624000011;Оказание услуг, обеспечивающие эффективную эксплуатацию персоналом Заказчика государственной информационной системы в сфере здравоохранения Республики Башкортостан;62.02.30.000: Услуги по технической поддержке информационных технологий;23.01.2024
№0135300003924000001;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс для нужд администрации Советского городского округа;62.02.30.000: Услуги по технической поддержке информационных технологий;24.01.2024
№0158200000724000004;Системное сопровождение электронных сервисов межведомственного взаимодействия и оказания в электронной форме государственных услуг министерства труда и социального развития Ростовской области;62.03.12.130: Услуги по сопровождению компьютерных систем;23.01.2024
№0345200007324000003;Поставка программного обеспечения для защиты информации;62.01.29.000: Оригиналы программного обеспечения прочие;26.01.2024
№0116300000124000037;Оказание услуги по техническому сопровождению комплекса ИДК ЕДДС;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;25.01.2024
№0301300002124000005;Поставка услуги, обеспечивающие эффективную эксплуатацию персоналом Заказчика Государственной информационной системы в сфере здравоохранения Республики Башкортостан, используемой для нужд ГБУЗ РБ Кигинская ЦРБ;62.02.30.000: Услуги по технической поддержке информационных технологий;23.01.2024
№0348300062124000026;Оказание услуг по сопровождению используемого электронного периодического справочника «Система ГАРАНТ» (информационного продукта вычислительной техники), содержащего информацию о текущем состоянии законодательства РФ, для нужд ГБУЗ МО «БАЛАШИХИНСКАЯ БОЛЬНИЦА» среди субъектов малого предпринимательства.;62.02.3: Услуги по технической поддержке информационных технологий;23.01.2024
№0346200013024000001;оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными в ОКУ «ГАНИДЛС ЛО» экземплярами Систем КонсультантПлюс;62.03.12.130: Услуги по сопровождению компьютерных систем;23.01.2024
№0318200016424000004;Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;62.02.30.000: Услуги по технической поддержке информационных технологий;25.01.2024
№0375200031524000003;Оказание консультационных услуг по сопровождению и модификации (изменению программного кода) единого комплекса программных средств;62.02.30.000: Услуги по технической поддержке информационных технологий;23.01.2024
№0815500000524000366;Оказание услуг по сопровождению Электронного периодического справочника «Система ГАРАНТ» (информационного продукта вычислительной техники, содержащего информацию о текущем состоянии законодательства Российской Федерации, путем предоставления формируемых Исполнителем экземпляров текущих версий специальных информационных массивов ЭПС «Система ГАРАНТ»;62.03.12.130: Услуги по сопровождению компьютерных систем;24.01.2024
№0318200016124000006;Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;62.02.30.000: Услуги по технической поддержке информационных технологий;25.01.2024
№0816500000624000061;Оказание услуг (ЕГИСЗ) по сопровождению существующих подсистем Единой региональной медицинской информационной системы Республики Саха (Якутия) обеспечивающих в Республике Саха (Якутия) функционирование системы льготного лекарственного обеспечения лиц, имеющих право на получение набора социальных услуг;62.02.3: Услуги по технической поддержке информационных технологий;22.01.2024
№0816500000624000062;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс;62.03.12.130: Услуги по сопровождению компьютерных систем;22.01.2024
№32413235992;Комплексные услуги по ведению базы данных, расчетов, начислений, учету сбору, обработке платежей, в том числе произведенных с использованием банковских карт (эквайринг, интернет-эквайринг), формированию, печати, конвертированию (селф-мейлер) и доставке абонентам счетов-квитанций, размещений платежных документов (счета-квитанции) и информации о ним в ГИС ЖКХ, перечисление собранных денежных средств Заказчику по прямым договорам в соответствии со ст.157.2 Жилищного кодекса РФ на территории г. Азова Ростовской области   ;63.11.11.000: Услуги по обработке данных;31.01.2024
№0128200000124000013;Оказание услуг по производству и размещению информации о деятельности Законодательного Собрания Владимирской области в печатном средстве массовой информации (печатном СМИ) Александровского района Владимирской области для нужд Законодательного Собрания Владимирской области;63.91.11.000: Услуги информационных агентств, предоставляемые газетам и периодическим изданиям;19.01.2024
№0128200000124000044;Услуги по информационно-технологическому сопровождению установленного программного продукта «1С Предприятие»;62.03.12.130: Услуги по сопровождению компьютерных систем;23.01.2024
№0142200001324000254;Оказание услуг по установке,тестированию,сопровождению программных продуктов для ЭВМ системы 1С: Бухгалтерия государственного учреждения 8 и баз данных а также связанные с сопровождением консультационные услуги.;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;22.01.2024
№0318300537424000004;Услуги по сопровождению электронного периодического справочника «Система ГАРАНТ»;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;23.01.2024
№0362300300024000004;Услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными у заказчика экземплярами Систем КонсультантПлюс (в том числе специальной копией Системы КонсультантПлюс);62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;29.01.2024
№0358300351924000001;услуги по предоставлению сервисов сопровождения компонентов программного обеспечения медицинской информационной системы Заказчика;62.03.12.190: Услуги по управлению компьютерными системами прочие, не включенные в другие группировки;24.01.2024
№0118300018124000016;Оказание услуг по информационному сопровождению справочных правовых систем «КонсультантПлюс»;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;22.01.2024
№0118300018124000017;Оказание услуг по информационно-технологическому обеспечению ПО АРМ «Муниципал»;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;22.01.2024
№0875100006324000014;Оказание услуг по сопровождению Электронного периодического справочника Система ГАРАНТ информационного продукта вычислительной техники содержащего информацию о текущем состоянии законодательства Российской Федерации путём предоставления формируемых Исполнителем экземпляров текущих версий специальных информационных массивов Электронного периодического справочника Система ГАРАНТ;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;23.01.2024
№0387200006724000021;На оказание услуг по сопровождению и обновлению программного обеспечения бухгалтерского учета и отчетности 1С: Предприятие» для нужд казенного учреждения Ханты-Мансийского автономного округа – Югры «Центроспас-Югория»;62.03.12.130: Услуги по сопровождению компьютерных систем;23.01.2024
№0379100004024000002;Услуги по адаптации и сопровождению Систем КонсультантПлюс;62.03.12.110: Услуги по управлению компьютерными системами непосредственно;24.01.2024
№0345500000924000001;Оказание услуг по комплексному системному и техническому обслуживанию Информационной Медицинской Системы МИС «МЕДИС» в 2024г.;62.01.29.000: Оригиналы программного обеспечения прочие;24.01.2024
№0187300001724000009;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными экземплярами Систем КонсультантПлюс;62.03.12.130: Услуги по сопровождению компьютерных систем;18.01.2024
№0359100009124000012;Оказание услуг по техническому сопровождению программного обеспечения «Автоматизированная информационная система «Социально-гигиенический мониторинг» в 2024 году для нужд ФКУЗ «МСЧ МВД России по Рязанской области», в сфере ИКТ;62.03.12.130: Услуги по сопровождению компьютерных систем;29.01.2024
№0356200006324000002;ОКАЗАНИЕ УСЛУГ ПО ИНФОРМАЦИОННОМУ СОПРОВОЖДЕНИЮ СПРАВОЧНО-ПРАВОВОЙ СИСТЕМЫ «ГАРАНТ»;62.03.12.130: Услуги по сопровождению компьютерных систем;24.01.2024
